,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,date_range,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
0,7.0,89.62297755635865,98683.8728855083,5.4,0,1987-01-01 00:00:00-08:00,1,0,0.0,0.19591207096027768,Neither,0,0.0,0.0,0.0,10,10,5.281197169098108
1,7.0,97.56425404869422,98483.8728855083,6.6,0,1987-01-01 01:00:00-08:00,1,1,0.0,0.19591207096027768,Neither,1,0.0,0.0,0.0,10,10,5.281197169098108
2,7.0,97.56425404869422,98483.8728855083,6.6,0,1987-01-01 02:00:00-08:00,1,2,0.0,0.19591207096027768,Neither,2,0.0,0.0,0.0,10,10,3.798755858474077
3,7.6,97.56425404869422,98483.8728855083,7.2,0,1987-01-01 03:00:00-08:00,1,3,0.0,0.19591207096027768,Neither,3,0.0,0.0,0.0,10,10,4.817934259528098
4,8.1,97.56425404869422,98483.8728855083,7.7,0,1987-01-01 04:00:00-08:00,1,4,0.0,0.19591207096027768,Neither,4,0.0,0.0,0.0,10,10,3.798755858474077
5,9.9,90.7574456266923,98483.8728855083,8.5,0,1987-01-01 05:00:00-08:00,1,5,0.0,0.19591207096027768,Neither,5,0.0,0.0,0.0,9,8,5.7444600786681175
6,8.7,100.0,98583.8728855083,8.7,0,1987-01-01 06:00:00-08:00,1,6,0.0,0.19591207096027768,Neither,6,0.0,0.0,0.0,10,10,3.335492948904068
7,8.7,100.0,98583.8728855083,8.7,0,1987-01-01 07:00:00-08:00,1,7,0.0,0.19591207096027768,Sunrise,7,0.10752688172043011,0.0,0.0,8,7,5.281197169098108
8,9.9,94.16084983769326,98583.8728855083,9.0,10,1987-01-01 08:00:00-08:00,1,8,0.10752688172043011,0.19591207096027768,Neither,8,0.10961538461538461,10.0,0.0,10,9,4.262018768044086
9,9.9,97.56425404869422,98783.8728855083,9.5,57,1987-01-01 09:00:00-08:00,1,9,0.21923076923076923,0.19591207096027768,Neither,9,0.18233486943164362,22.537111400661807,516.519720181799,10,10,2.8722300393340587
