,hs_el_kwh,hs_ng_kwh,cs_el_kwh,fan_el_kwh,fac_ng_kwh,fac_el_kwh,geff_irrad_kwh,cell_temp_degc,pv_yield_kwh,fac_el_net_kwh,pv_consumed_kwh,pv_excess_kwh,self_suff_pct,self_consume_pct,op_em_kgco2,op_em_pv_kgco2,mit_pot_kgco2
2022-01-01 00:00:00,0.0,82.9197504043367,0.0009379008277533049,4.263128626654807,93.36564616588271,24.599659686152656,0.0,0.0,0.0,24.599659686152656,0.0,0.0,0.0,0.0,28.773977352898548,28.773977352898548,0.0
2022-01-01 01:00:00,0.0,0.0,0.0,0.0,3.946608966140862,15.857979587975315,0.0,0.0,0.0,15.857979587975315,0.0,0.0,0.0,0.0,8.392193891122636,8.392193891122636,0.0
2022-01-01 02:00:00,0.0,0.0,0.0,0.0,3.359882687904,15.836848984623863,0.0,0.0,0.0,15.836848984623863,0.0,0.0,0.0,0.0,7.905355566874104,7.905355566874104,0.0
2022-01-01 03:00:00,0.0,0.0,0.0,0.0,3.359882687904,15.820617942159691,0.0,0.0,0.0,15.820617942159691,0.0,0.0,0.0,0.0,7.910846352555711,7.910846352555711,0.0
2022-01-01 04:00:00,0.0,0.0,0.0,0.0,3.946615044854088,15.959732720422776,0.0,0.0,0.0,15.959732720422776,0.0,0.0,0.0,0.0,8.055162912724464,8.055162912724464,0.0
2022-01-01 05:00:00,0.0,83.88493772478968,0.021718777286692068,4.263128626654807,92.25464442054968,24.74423228639734,0.0,0.0,0.0,24.74423228639734,0.0,0.0,0.0,0.0,28.17985069140328,28.17985069140328,0.0
2022-01-01 06:00:00,0.0,74.84927399808127,0.017075996607678445,4.263128626654807,96.2803057183921,41.739657194462445,0.0,0.0,0.0,41.739657194462445,0.0,0.0,0.0,0.0,37.046027232748,37.046027232748,0.0
2022-01-01 07:00:00,0.0,61.70532389019769,0.01398071513935401,4.263128626654807,91.48523331798998,46.667012172377504,0.0,0.0,0.0,46.667012172377504,0.0,0.0,0.0,0.0,38.43065005198913,38.43065005198913,0.0
2022-01-01 08:00:00,0.0,59.592859776064316,0.0,4.263128626654807,97.72146140503258,44.12747665657837,0.0,0.0,0.0,44.12747665657837,0.0,0.0,0.0,0.0,38.291105675647316,38.291105675647316,0.0
2022-01-01 09:00:00,0.0,66.17923394048368,0.0,4.263128626654807,95.37093931012184,36.639669622727006,0.0,0.0,0.0,36.639669622727006,0.0,0.0,0.0,0.0,34.106945372413946,34.106945372413946,0.0
2022-01-01 10:00:00,0.0,62.10897078444443,0.010340400985758107,4.263128626654807,118.73707792781694,44.14329583161206,0.0,0.0,0.0,44.14329583161206,0.0,0.0,0.0,0.0,41.79528752030879,41.79528752030879,0.0
2022-01-01 11:00:00,0.0,56.77430673534616,0.0,4.263128626654807,112.80927488500718,44.895918901929896,0.0,0.0,0.0,44.895918901929896,0.0,0.0,0.0,0.0,41.17969809948531,41.17969809948531,0.0
2022-01-01 12:00:00,0.0,47.78342361859795,0.0,4.263128626654807,101.4086823597396,44.19673194797854,0.0,0.0,0.0,44.19673194797854,0.0,0.0,0.0,0.0,38.51633573564406,38.51633573564406,0.0
2022-01-01 13:00:00,0.0,44.95041144946991,0.0,4.263128626654807,90.22550179355271,36.682027324069104,0.0,0.0,0.0,36.682027324069104,0.0,0.0,0.0,0.0,33.052770517582594,33.052770517582594,0.0
2022-01-01 14:00:00,0.0,47.795693235483235,0.0,4.263128626654807,81.73339995897227,36.684176209825,0.0,0.0,0.0,36.684176209825,0.0,0.0,0.0,0.0,31.551528129340298,31.551528129340298,0.0
2022-01-01 15:00:00,0.0,51.72817839846423,0.0,4.263128626654807,94.01614001061245,36.66964971596663,0.0,0.0,0.0,36.66964971596663,0.0,0.0,0.0,0.0,33.88603782873893,33.88603782873893,0.0
2022-01-01 16:00:00,0.0,55.456065469163704,0.0063454830502404575,4.263128626654807,114.44311768376926,45.35913977095206,0.0,0.0,0.0,45.35913977095206,0.0,0.0,0.0,0.0,41.60644957251598,41.60644957251598,0.0
2022-01-01 17:00:00,0.0,58.6512933869903,0.0,4.263128626654807,120.62659209210511,49.16316789674218,0.0,0.0,0.0,49.16316789674218,0.0,0.0,0.0,0.0,43.953008867217044,43.953008867217044,0.0
2022-01-01 18:00:00,0.0,58.73523140980912,0.0,4.263128626654807,123.11764601635704,49.15667156383324,0.0,0.0,0.0,49.15667156383324,0.0,0.0,0.0,0.0,44.3056800690574,44.3056800690574,0.0
2022-01-01 19:00:00,0.0,60.216766773797204,0.0,4.263128626654807,108.49764326914462,41.794468657726135,0.0,0.0,0.0,41.794468657726135,0.0,0.0,0.0,0.0,38.630520386242864,38.630520386242864,0.0
2022-01-01 20:00:00,0.0,64.08239404714695,0.0,4.263128626654807,109.35600838928954,41.7660386888309,0.0,0.0,0.0,41.7660386888309,0.0,0.0,0.0,0.0,39.116733364359334,39.116733364359334,0.0
