,hs_el_kwh,hs_ng_kwh,cs_el_kwh,fan_el_kwh,fac_ng_kwh,fac_el_kwh,geff_irrad_kwh,cell_temp_degc,pv_yield_kwh,fac_el_net_kwh,pv_consumed_kwh,pv_excess_kwh,self_suff_pct,self_consume_pct,op_em_kgco2,op_em_pv_kgco2,mit_pot_kgco2
2022-01-01 00:00:00,38.554503803515544,0.0,0.0,0.9021632257403543,5.773132195408057,86.73164723710894,0.0,0.0,0.0,86.73164723710894,0.0,0.0,0.0,0.0,45.62299078829284,45.62299078829284,0.0
2022-01-01 01:00:00,36.66171718055322,0.0,0.0,0.8798443775273147,0.020000016,84.81525669513194,0.0,0.0,0.0,84.81525669513194,0.0,0.0,0.0,0.0,44.699969060647234,44.699969060647234,0.0
2022-01-01 02:00:00,39.772109776004285,0.0,0.0,0.9985696495580334,5.765026212105501,80.8227258770141,0.0,0.0,0.0,80.8227258770141,0.0,0.0,0.0,0.0,43.77866925516152,43.77866925516152,0.0
2022-01-01 03:00:00,41.81811939081909,0.0,0.0,1.0688562988940542,5.764597320547481,82.93902739850402,0.0,0.0,0.0,82.93902739850402,0.0,0.0,0.0,0.0,44.8857084446804,44.8857084446804,0.0
2022-01-01 04:00:00,43.390700323316054,0.0,0.0,1.120013757024769,5.772146127239439,86.1695517410336,0.0,0.0,0.0,86.1695517410336,0.0,0.0,0.0,0.0,46.03529382868018,46.03529382868018,0.0
2022-01-01 05:00:00,43.94368830867237,0.0,0.0,1.1497158850784468,5.781292338191701,91.10660476916276,0.0,0.0,0.0,91.10660476916276,0.0,0.0,0.0,0.0,48.1038629052232,48.1038629052232,0.0
2022-01-01 06:00:00,38.34026968254246,0.0,0.0,0.9536431696938656,11.574088129142229,110.73409581690039,0.0,0.0,0.0,110.73409581690039,0.0,0.0,0.0,0.0,58.5184439527917,58.5184439527917,0.0
2022-01-01 07:00:00,29.917196250301085,0.0,0.0,0.6573510525585597,17.475422183263987,118.82782023537074,0.0,0.0,0.0,118.82782023537074,0.0,0.0,0.0,0.0,63.466429247927856,63.466429247927856,0.0
2022-01-01 08:00:00,19.756658071475766,0.0,0.8580218334951992,0.5292458731061006,47.775402495416316,120.25317954379952,0.0,0.0,0.0,120.25317954379952,0.0,0.0,0.0,0.0,70.3748368037104,70.3748368037104,0.0
2022-01-01 09:00:00,20.96436633824302,0.0,2.556291094959437,0.8677194388862218,53.606882044152485,108.23537619522612,0.0,0.0,0.0,108.23537619522612,0.0,0.0,0.0,0.0,63.731205850578434,63.731205850578434,0.0
2022-01-01 10:00:00,25.41429588627574,0.0,2.6265558796664727,1.0476958943589718,53.45527179817867,86.44575963234772,0.0,0.0,0.0,86.44575963234772,0.0,0.0,0.0,0.0,52.27741385534139,52.27741385534139,0.0
2022-01-01 11:00:00,25.808505054424813,0.0,2.6148341802372044,1.0787339921857189,47.463670541364195,83.06242222373669,0.0,0.0,0.0,83.06242222373669,0.0,0.0,0.0,0.0,49.08405339061933,49.08405339061933,0.0
2022-01-01 12:00:00,24.425368448540528,0.0,2.518961996215389,1.0476262888412151,41.50841199357937,81.566427260961,0.0,0.0,0.0,81.566427260961,0.0,0.0,0.0,0.0,45.94645134705332,45.94645134705332,0.0
2022-01-01 13:00:00,25.09958151593738,0.0,2.488632172207888,1.0580868192756205,47.38042966389426,82.3866279450763,0.0,0.0,0.0,82.3866279450763,0.0,0.0,0.0,0.0,46.45466662451372,46.45466662451372,0.0
2022-01-01 14:00:00,25.730704037882905,0.0,2.4111995694584354,1.072605626287506,41.50700067597466,82.95483369112524,0.0,0.0,0.0,82.95483369112524,0.0,0.0,0.0,0.0,45.252643020032615,45.252643020032615,0.0
2022-01-01 15:00:00,27.56517840829054,0.0,2.4263969483194785,1.1326870064864052,47.3764014433059,84.5746372251776,0.0,0.0,0.0,84.5746372251776,0.0,0.0,0.0,0.0,47.586285296591726,47.586285296591726,0.0
2022-01-01 16:00:00,30.22803766462363,0.0,1.7333277085554817,1.0971752206521204,23.798241614550662,103.49652005266891,0.0,0.0,0.0,103.49652005266891,0.0,0.0,0.0,0.0,53.52645756859016,53.52645756859016,0.0
2022-01-01 17:00:00,28.2546126379305,0.0,0.25693823020970114,0.7513341258845078,5.781110789717928,111.66922495038656,0.0,0.0,0.0,111.66922495038656,0.0,0.0,0.0,0.0,54.16082500838831,54.16082500838831,0.0
2022-01-01 18:00:00,24.946722150665494,0.0,0.09678966647678627,0.5410766786161745,11.558143879190778,130.40698524233957,0.0,0.0,0.0,130.40698524233957,0.0,0.0,0.0,0.0,63.67357179166947,63.67357179166947,0.0
2022-01-01 19:00:00,23.80562775352371,0.0,0.09278129313056685,0.46071694031864713,11.589182866493395,131.8076466308845,0.0,0.0,0.0,131.8076466308845,0.0,0.0,0.0,0.0,64.7255850827729,64.7255850827729,0.0
2022-01-01 20:00:00,23.487928331839704,0.0,0.05281322898231032,0.395647312872745,11.589750996448235,136.58178561529084,0.0,0.0,0.0,136.58178561529084,0.0,0.0,0.0,0.0,68.11447208641133,68.11447208641133,0.0
2022-01-01 21:00:00,24.41057914451931,0.0,0.010170792613937094,0.39432871902388444,11.589672321484965,135.02042101495425,0.0,0.0,0.0,135.02042101495425,0.0,0.0,0.0,0.0,68.56267938345414,68.56267938345414,0.0
2022-01-01 22:00:00,30.439593517444173,0.0,0.0,0.5719099732693503,17.474364335752828,117.17320562788866,0.0,0.0,0.0,117.17320562788866,0.0,0.0,0.0,0.0,62.773953281013455,62.773953281013455,0.0
