,hs_el_kwh,hs_ng_kwh,cs_el_kwh,fan_el_kwh,fac_ng_kwh,fac_el_kwh,geff_irrad_kwh,cell_temp_degc,pv_yield_kwh,fac_el_net_kwh,pv_consumed_kwh,pv_excess_kwh,self_suff_pct,self_consume_pct,op_em_kgco2,op_em_pv_kgco2,mit_pot_kgco2
2022-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,15.497877814592334,0.0,0.0,0.0,15.497877814592334,0.0,0.0,0.0,0.0,8.985359599344342,8.985359599344342,0.0
2022-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,15.497877814592334,0.0,0.0,0.0,15.497877814592334,0.0,0.0,0.0,0.0,8.799385065569234,8.799385065569234,0.0
2022-01-01 02:00:00,0.0,0.0,0.0,0.41583262229161116,7.442810960919334,15.913710436883942,0.0,0.0,0.0,15.913710436883942,0.0,0.0,0.0,0.0,10.364364455406676,10.364364455406676,0.0
2022-01-01 03:00:00,0.00019635784087862073,0.0,0.0,0.49008660847715085,8.230351952819149,15.988160780910357,0.0,0.0,0.0,15.988160780910357,0.0,0.0,0.0,0.0,10.51135196005206,10.51135196005206,0.0
2022-01-01 04:00:00,0.04677375194715698,0.0,0.0,0.7123013282515391,12.332190431357253,16.256952894791027,0.0,0.0,0.0,16.256952894791027,0.0,0.0,0.0,0.0,11.352271574184673,11.352271574184673,0.0
2022-01-01 05:00:00,0.11158846202495185,0.0,0.0,0.802034118220438,13.265359632131249,16.41150039483772,0.0,0.0,0.0,16.41150039483772,0.0,0.0,0.0,0.0,11.563742312907351,11.563742312907351,0.0
2022-01-01 06:00:00,0.16519236151532005,0.0,0.0,1.717724397594608,24.560032815624005,17.38079457370226,0.0,0.0,0.0,17.38079457370226,0.0,0.0,0.0,0.0,14.232529291513284,14.232529291513284,0.0
2022-01-01 07:00:00,0.13009178203976435,0.0,0.0,1.6838896530178824,22.810934204821322,12.314355251649982,0.0,0.0,0.0,12.314355251649982,0.0,0.0,0.0,0.0,10.685249695697218,10.685249695697218,0.0
2022-01-01 08:00:00,0.8363482720389671,0.0,0.0,23.11254334392996,183.76650384105218,34.95463125315359,0.0,0.0,0.0,34.95463125315359,0.0,0.0,0.0,0.0,52.042432553182344,52.042432553182344,0.0
2022-01-01 09:00:00,0.007609374782267005,0.0,0.0,23.107560142943758,97.97280053035965,34.1209091549107,0.0,0.0,0.0,34.1209091549107,0.0,0.0,0.0,0.0,35.43218666096412,35.43218666096412,0.0
2022-01-01 10:00:00,0.0,0.0,0.06507923588105607,23.10656350274652,41.05331649284592,60.01390380261286,0.0,0.0,0.0,60.01390380261286,0.0,0.0,0.0,0.0,37.31015804247155,37.31015804247155,0.0
2022-01-01 11:00:00,0.0,0.0,1.4736969280185557,23.10656350274652,10.638872916414602,61.422521494750356,0.0,0.0,0.0,61.422521494750356,0.0,0.0,0.0,0.0,30.907823535150534,30.907823535150534,0.0
2022-01-01 12:00:00,0.0,0.0,3.104228326930978,23.10656350274652,1.8887137091725508,80.27740051152982,0.0,0.0,0.0,80.27740051152982,0.0,0.0,0.0,0.0,37.073878275951884,37.073878275951884,0.0
2022-01-01 13:00:00,0.0,0.0,4.063336772971016,23.10656350274652,0.10232376980449033,81.23650895756987,0.0,0.0,0.0,81.23650895756987,0.0,0.0,0.0,0.0,37.141070935467916,37.141070935467916,0.0
2022-01-01 14:00:00,0.0,0.0,4.179028548354131,23.10656350274652,4.535210993144483e-05,81.352200732953,0.0,0.0,0.0,81.352200732953,0.0,0.0,0.0,0.0,36.54406755251452,36.54406755251452,0.0
2022-01-01 15:00:00,0.0,0.0,2.97350263007179,23.10656350274652,0.00013821945451956326,80.14667481467065,0.0,0.0,0.0,80.14667481467065,0.0,0.0,0.0,0.0,37.039329772021176,37.039329772021176,0.0
2022-01-01 16:00:00,0.0,0.0,2.5664427564116314,23.10656350274652,3.5969257326025824e-05,79.73961494101049,0.0,0.0,0.0,79.73961494101049,0.0,0.0,0.0,0.0,36.340698068725686,36.340698068725686,0.0
2022-01-01 17:00:00,0.0,0.0,0.32560774293253014,23.10656350274652,0.6601507714722213,66.93777097366434,0.0,0.0,0.0,66.93777097366434,0.0,0.0,0.0,0.0,32.29865831320388,32.29865831320388,0.0
