,hs_el_kwh,hs_ng_kwh,cs_el_kwh,fan_el_kwh,fac_ng_kwh,fac_el_kwh,geff_irrad_kwh,cell_temp_degc,pv_yield_kwh,fac_el_net_kwh,pv_consumed_kwh,pv_excess_kwh,self_suff_pct,self_consume_pct,op_em_kgco2,op_em_pv_kgco2,mit_pot_kgco2
2022-01-01 00:00:00,0.0,337.7396143627505,25.663599541604587,23.48537431893863,337.7596143787505,390.1415415821842,0.0,0.0,0.0,390.1415415821842,0.0,0.0,0.0,0.0,195.6993443194549,195.6993443194549,0.0
2022-01-01 01:00:00,0.0,174.82681969474007,27.63764028083905,18.8557133412133,177.07123959543392,372.8900096986999,0.0,0.0,0.0,372.8900096986999,0.0,0.0,0.0,0.0,156.42002156886684,156.42002156886684,0.0
2022-01-01 02:00:00,0.0,220.90669679502182,37.35089931500108,23.56964167651662,223.1511478509905,405.52302592151193,0.0,0.0,0.0,405.52302592151193,0.0,0.0,0.0,0.0,167.99373840987514,167.99373840987514,0.0
2022-01-01 03:00:00,0.0,191.14610215075524,28.472873053003852,18.8557133412133,193.39071976267152,377.1174292367447,0.0,0.0,0.0,377.1174292367447,0.0,0.0,0.0,0.0,154.27768165162857,154.27768165162857,0.0
2022-01-01 04:00:00,0.0,245.89232457440005,34.97238293767974,23.56964167651662,248.1369711997749,417.28981346912906,0.0,0.0,0.0,417.28981346912906,0.0,0.0,0.0,0.0,177.4629559660092,177.4629559660092,0.0
2022-01-01 05:00:00,0.0,201.11461846785372,28.20618487964079,18.8557133412133,203.36179576114765,412.88797770591253,0.0,0.0,0.0,412.88797770591253,0.0,0.0,0.0,0.0,169.98077289102875,169.98077289102875,0.0
2022-01-01 06:00:00,0.0,261.4237180944239,34.52976387697567,23.56964167651662,263.66825537677175,489.4597696567869,0.0,0.0,0.0,489.4597696567869,0.0,0.0,0.0,0.0,206.09708889547787,206.09708889547787,0.0
2022-01-01 07:00:00,0.0,213.21978361703106,27.941414749534612,18.8557133412133,215.46442249793233,464.9098258643054,0.0,0.0,0.0,464.9098258643054,0.0,0.0,0.0,0.0,188.98241546890645,188.98241546890645,0.0
2022-01-01 08:00:00,0.0,265.3514623265297,35.17385638885629,23.56964167651662,267.59606594519295,452.53520864875196,0.0,0.0,0.0,452.53520864875196,0.0,0.0,0.0,0.0,195.20607776514635,195.20607776514635,0.0
2022-01-01 09:00:00,0.0,161.42185870021245,29.68649244304271,18.8557133412133,163.6664836971457,388.6185771919806,0.0,0.0,0.0,388.6185771919806,0.0,0.0,0.0,0.0,157.2217176862216,157.2217176862216,0.0
2022-01-01 10:00:00,0.0,98.15807458636608,18.989565433713885,12.838162807983222,100.4022157858779,336.2824248285882,0.0,0.0,0.0,336.2824248285882,0.0,0.0,0.0,0.0,130.20621120615786,130.20621120615786,0.0
2022-01-01 11:00:00,0.0,99.09215723578892,24.554960576290483,14.563121793799938,101.33849399335381,344.25087501247856,0.0,0.0,0.0,344.25087501247856,0.0,0.0,0.0,0.0,134.6678109162667,134.6678109162667,0.0
2022-01-01 12:00:00,0.0,12.71731456752368,1.2211133795128608,1.2640103636698887,14.963351739639014,272.7564612549934,0.0,0.0,0.0,272.7564612549934,0.0,0.0,0.0,0.0,96.52851736938061,96.52851736938061,0.0
2022-01-01 13:00:00,0.0,12.243788816324084,1.2598190664503783,1.2640103636698887,16.721335433848544,272.79169088875364,0.0,0.0,0.0,272.79169088875364,0.0,0.0,0.0,0.0,99.18373498187988,99.18373498187988,0.0
2022-01-01 14:00:00,0.0,15.87930535865603,1.4038978196410812,1.6853471515598515,18.12543893593712,288.87499824384366,0.0,0.0,0.0,288.87499824384366,0.0,0.0,0.0,0.0,106.89884278141902,106.89884278141902,0.0
2022-01-01 15:00:00,0.0,132.3170824131357,22.752110394760347,14.9844585816899,134.56171378526494,357.9577682064969,0.0,0.0,0.0,357.9577682064969,0.0,0.0,0.0,0.0,154.97107223419172,154.97107223419172,0.0
2022-01-01 16:00:00,0.0,302.0318851684039,29.073692145241658,23.148304888626665,304.27596170089026,423.6847923926285,0.0,0.0,0.0,423.6847923926285,0.0,0.0,0.0,0.0,210.15711115802821,210.15711115802821,0.0
2022-01-01 17:00:00,0.0,263.5499283847347,21.582677903074313,19.27705012910326,265.7945680313625,463.3287415308137,0.0,0.0,0.0,463.3287415308137,0.0,0.0,0.0,0.0,214.9518785504171,214.9518785504171,0.0
2022-01-01 18:00:00,0.0,349.9211882484323,26.082680389931646,23.148304888626665,352.1658056209501,504.0863245718878,0.0,0.0,0.0,504.0863245718878,0.0,0.0,0.0,0.0,247.02797405180308,247.02797405180308,0.0
2022-01-01 19:00:00,0.0,308.31828336016986,20.903211991486895,19.27705012910326,310.5629297689446,454.13271077718036,0.0,0.0,0.0,454.13271077718036,0.0,0.0,0.0,0.0,220.12966933332496,220.12966933332496,0.0
2022-01-01 20:00:00,0.0,395.6335024714474,25.266575477043183,23.148304888626665,395.65350248744744,479.62612181273266,0.0,0.0,0.0,479.62612181273266,0.0,0.0,0.0,0.0,243.94974436875242,243.94974436875242,0.0
