,hs_el_kwh,hs_ng_kwh,cs_el_kwh,fan_el_kwh,fac_ng_kwh,fac_el_kwh,geff_irrad_kwh,cell_temp_degc,pv_yield_kwh,fac_el_net_kwh,pv_consumed_kwh,pv_excess_kwh,self_suff_pct,self_consume_pct,op_em_kgco2,op_em_pv_kgco2,mit_pot_kgco2
2022-01-01 00:00:00,50.010788046745944,127.43402836557414,0.8331543269059337,28.32832649810578,130.4257611767761,149.03810888187914,0.0,0.0,0.0,149.03810888187914,0.0,0.0,0.0,0.0,100.094761800908,100.094761800908,0.0
2022-01-01 01:00:00,40.563869856942325,97.74189185458755,1.922924356205388,22.74137280517282,100.7336246657895,124.95756823864029,0.0,0.0,0.0,124.95756823864029,0.0,0.0,0.0,0.0,83.9878949347162,83.9878949347162,0.0
2022-01-01 02:00:00,51.7489575374845,122.35439752272349,2.1930759702104985,28.42671600646602,125.34613033392542,148.66986459571064,0.0,0.0,0.0,148.66986459571064,0.0,0.0,0.0,0.0,101.18822046995913,101.18822046995913,0.0
2022-01-01 03:00:00,40.485709646487194,97.6477523484942,1.6103774125236257,22.74137280517282,100.63948515969614,125.28977810023031,0.0,0.0,0.0,125.28977810023031,0.0,0.0,0.0,0.0,84.3577544165588,84.3577544165588,0.0
2022-01-01 04:00:00,51.8223045589232,122.42681773357107,1.84914199220977,28.42671600646602,125.41855054477303,149.11066253762561,0.0,0.0,0.0,149.11066253762561,0.0,0.0,0.0,0.0,100.44426772730623,100.44426772730623,0.0
2022-01-01 05:00:00,40.68767130262519,97.78774934323376,1.3654631803281636,22.74137280517282,100.77948215443571,125.72932313879929,0.0,0.0,0.0,125.72932313879929,0.0,0.0,0.0,0.0,83.09338395010694,83.09338395010694,0.0
2022-01-01 06:00:00,52.14708110757344,122.6614102429316,1.5984366963929424,28.42671600646602,125.65314305413354,149.6574604243803,0.0,0.0,0.0,149.6574604243803,0.0,0.0,0.0,0.0,98.89532857254893,98.89532857254893,0.0
2022-01-01 07:00:00,40.88604239411978,97.92996505051406,1.2862846093105762,22.74137280517282,100.92169786171604,125.95342101186795,0.0,0.0,0.0,125.95342101186795,0.0,0.0,0.0,0.0,82.10809883443648,82.10809883443648,0.0
2022-01-01 08:00:00,47.9828610728043,119.19787870731805,1.9388454436977316,28.42671600646602,124.17076671532128,158.94707910088331,0.0,0.0,0.0,158.94707910088331,0.0,0.0,0.0,0.0,104.00652303152168,104.00652303152168,0.0
2022-01-01 09:00:00,35.8622051565141,93.91862904906465,1.7055368759864526,22.74137280517282,98.89151705706789,134.24521219521932,0.0,0.0,0.0,134.24521219521932,0.0,0.0,0.0,0.0,84.88040764596022,84.88040764596022,0.0
2022-01-01 10:00:00,43.78428457628874,116.43617235033037,2.361429151979817,28.42671600646602,121.40906035833358,155.09615016551214,0.0,0.0,0.0,155.09615016551214,0.0,0.0,0.0,0.0,98.38496756736116,98.38496756736116,0.0
2022-01-01 11:00:00,33.0992881224484,92.31655689901824,1.9943730682444518,22.74137280517282,97.28944490702146,131.4393969734895,0.0,0.0,0.0,131.4393969734895,0.0,0.0,0.0,0.0,81.66534534054703,81.66534534054703,0.0
2022-01-01 12:00:00,40.6867484400966,114.68383833120112,2.66159998678917,28.42671600646602,119.65672633920434,152.1952581168658,0.0,0.0,0.0,152.1952581168658,0.0,0.0,0.0,0.0,93.33094150140562,93.33094150140562,0.0
2022-01-01 13:00:00,31.339903214238568,91.45044355679534,2.093409705757856,22.74137280517282,96.42333156479856,129.77974870986694,0.0,0.0,0.0,129.77974870986694,0.0,0.0,0.0,0.0,77.10062580606417,77.10062580606417,0.0
2022-01-01 14:00:00,39.777891890524025,114.42713047477416,2.6731167205979225,28.42671600646602,119.40001848277741,151.2848347775477,0.0,0.0,0.0,151.2848347775477,0.0,0.0,0.0,0.0,90.39616222766722,90.39616222766722,0.0
2022-01-01 15:00:00,31.712062266051984,91.8971700023902,1.9166688819162239,22.74137280517282,96.87005801039341,130.34312482052724,0.0,0.0,0.0,130.34312482052724,0.0,0.0,0.0,0.0,77.63329738670303,77.63329738670303,0.0
2022-01-01 16:00:00,41.57108046216754,115.65574819238711,2.098181203395556,28.42671600646602,120.62863620039037,148.55776444610046,0.0,0.0,0.0,148.55776444610046,0.0,0.0,0.0,0.0,92.40004907028855,92.40004907028855,0.0
2022-01-01 17:00:00,36.60802127747934,95.80871055804914,1.1016437088921862,22.74137280517282,98.80044336925107,123.1623729400469,0.0,0.0,0.0,123.1623729400469,0.0,0.0,0.0,0.0,76.37616992732427,76.37616992732427,0.0
2022-01-01 18:00:00,48.783268121594396,121.28897687288314,0.6986673641760205,28.42671600646602,124.2807096840851,148.73364177572336,0.0,0.0,0.0,148.73364177572336,0.0,0.0,0.0,0.0,92.62517959233588,92.62517959233588,0.0
2022-01-01 19:00:00,39.28075756711599,97.81342846977607,0.0,22.74137280517282,100.805161280978,126.97068848406,0.0,0.0,0.0,126.97068848406,0.0,0.0,0.0,0.0,78.4902913219453,78.4902913219453,0.0
2022-01-01 20:00:00,51.92440281391231,128.23522405288693,0.0,28.42671600646602,131.22695686408892,154.0841156348069,0.0,0.0,0.0,154.0841156348069,0.0,0.0,0.0,0.0,98.11635194789014,98.11635194789014,0.0
2022-01-01 21:00:00,41.42732421257687,105.57295415818399,0.0,22.74137280517282,108.56468696938592,130.8210468082567,0.0,0.0,0.0,130.8210468082567,0.0,0.0,0.0,0.0,83.95555103278379,83.95555103278379,0.0
2022-01-01 22:00:00,54.23128220145086,135.12110228236327,0.0,28.42671600646602,138.11283509356522,157.40098735172643,0.0,0.0,0.0,157.40098735172643,0.0,0.0,0.0,0.0,104.96627460180798,104.96627460180798,0.0
2022-01-01 23:00:00,42.955056488706624,108.71476802947402,0.0,22.74137280517282,111.70650084067599,132.648735145296,0.0,0.0,0.0,132.648735145296,0.0,0.0,0.0,0.0,89.62737138870007,89.62737138870007,0.0
2022-01-02 00:00:00,54.93134264245248,135.89346003684253,0.0,28.42671600646602,138.88519284804448,160.86642428036512,0.0,0.0,0.0,160.86642428036512,0.0,0.0,0.0,0.0,108.93839335514484,108.93839335514484,0.0
2022-01-02 01:00:00,43.23188340282591,108.71476802947402,0.0,22.74137280517282,111.70650084067599,135.5351769335742,0.0,0.0,0.0,135.5351769335742,0.0,0.0,0.0,0.0,92.12196356473102,92.12196356473102,0.0
2022-01-02 02:00:00,56.22649878941578,135.89346003684253,0.0,28.42671600646602,147.46547480584425,161.49201848865852,0.0,0.0,0.0,161.49201848865852,0.0,0.0,0.0,0.0,111.85776365304679,111.85776365304679,0.0
2022-01-02 03:00:00,44.54174162303357,108.71476802947402,0.0,22.74137280517282,111.70650084067599,135.95904634054074,0.0,0.0,0.0,135.95904634054074,0.0,0.0,0.0,0.0,91.05079375444824,91.05079375444824,0.0
