,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,date_range,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
0,9.5,100.0,102131.0322037665,9.5,0,1999-01-01 00:00:00-08:00,1,0,0.0,0.5715287517531557,Neither,0,0.0,0.0,0.0,2,2,0.0
1,9.5,100.0,102031.0322037665,9.5,0,1999-01-01 01:00:00-08:00,1,1,0.0,0.5715287517531557,Neither,1,0.0,0.0,0.0,4,4,2.0993262515726285
2,9.0,100.0,102131.0322037665,9.0,0,1999-01-01 02:00:00-08:00,1,2,0.0,0.5715287517531557,Neither,2,0.0,0.0,0.0,3,3,2.0993262515726285
3,8.5,100.0,102131.0322037665,8.5,0,1999-01-01 03:00:00-08:00,1,3,0.0,0.5715287517531557,Neither,3,0.0,0.0,0.0,0,0,1.499518751123306
4,6.8,100.0,102131.0322037665,6.8,0,1999-01-01 04:00:00-08:00,1,4,0.0,0.5715287517531557,Neither,4,0.0,0.0,0.0,3,3,3.099005418988166
5,6.8,100.0,102131.0322037665,6.8,0,1999-01-01 05:00:00-08:00,1,5,0.0,0.5715287517531557,Neither,5,0.0,0.0,0.0,3,3,2.0993262515726285
6,8.5,100.0,102131.0322037665,8.5,0,1999-01-01 06:00:00-08:00,1,6,0.0,0.5715287517531557,Neither,6,0.013888888888888888,0.0,0.0,3,3,0.0
7,7.4,98.62975710383543,102131.0322037665,7.2,1,1999-01-01 07:00:00-08:00,1,7,0.027777777777777776,0.5715287517531557,Sunrise,7,0.4732510288065844,1.0,0.0,3,3,0.0
8,10.1,94.04232654086633,102231.0322037665,9.2,115,1999-01-01 08:00:00-08:00,1,8,0.4732510288065844,0.5715287517531557,Neither,8,0.30959994983697015,115.0,0.0,3,3,0.0
9,11.2,98.62975710383543,102231.0322037665,11.0,262,1999-01-01 09:00:00-08:00,1,9,0.5914221218961625,0.5715287517531557,Neither,9,0.5484899211829533,173.2810182131815,511.8856136255205,2,2,0.0
10,11.7,98.62975710383543,102231.0322037665,11.5,368,1999-01-01 10:00:00-08:00,1,10,0.6237288135593221,0.5715287517531557,Neither,10,0.5909632864673691,108.13154090633361,826.0412253623707,0,0,1.499518751123306
11,12.3,95.18918418160861,102131.0322037665,11.6,398,1999-01-01 11:00:00-08:00,1,11,0.5905044510385756,0.5715287517531557,Neither,11,0.5992374111337975,67.25024033208064,789.8529345589124,0,0,1.499518751123306
12,12.9,95.18918418160861,102131.0322037665,12.1,396,1999-01-01 12:00:00-08:00,1,12,0.5747460087082729,0.5715287517531557,Neither,12,0.5921026192200752,161.45692248736762,490.3304059311485,0,0,1.499518751123306
13,13.4,95.18918418160861,102031.0322037665,12.6,377,1999-01-01 13:00:00-08:00,1,13,0.5937007874015748,0.5715287517531557,Neither,13,0.6116448490143306,190.6611457007672,380.8844690815369,0,0,0.0
14,16.2,60.78345495934043,101931.0322037665,8.6,334,1999-01-01 14:00:00-08:00,1,14,0.6485436893203883,0.5715287517531557,Neither,14,0.5846842215939625,176.70524675915422,349.02996839989373,0,0,0.0
15,16.2,53.902309114886805,102031.0322037665,6.9,194,1999-01-01 15:00:00-08:00,1,15,0.5756676557863502,0.5715287517531557,Neither,15,0.32427184466019415,153.96946598152758,109.57769069600673,0,0,3.099005418988166
16,13.4,84.86746541492815,102031.0322037665,10.9,0,1999-01-01 16:00:00-08:00,1,16,0.0,0.5715287517531557,Neither,16,0.2878338278931751,0.0,0.0,0,0,3.099005418988166
17,13.4,79.13317721121679,102031.0322037665,9.9,0,1999-01-01 17:00:00-08:00,1,17,0.0,0.5715287517531557,Sunset,17,0.0,0.0,0.0,0,0,1.499518751123306
18,12.9,66.51774316305179,102031.0322037665,6.8,0,1999-01-01 18:00:00-08:00,1,18,0.0,0.5715287517531557,Neither,18,0.0,0.0,0.0,0,0,1.499518751123306
19,12.9,69.95831608527861,102131.0322037665,7.6,0,1999-01-01 19:00:00-08:00,1,19,0.0,0.5715287517531557,Neither,19,0.0,0.0,0.0,0,0,2.0993262515726285
20,11.2,75.69260428898997,102131.0322037665,7.1,0,1999-01-01 20:00:00-08:00,1,20,0.0,0.5715287517531557,Neither,20,0.0,0.0,0.0,0,0,2.0993262515726285
