,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,date_range,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
0,-11.8,100.0,96990.321951674,-11.8,0,1987-01-01 00:00:00-09:00,1,0,0.0,0.29605263157894735,Neither,0,0.0,0.0,0.0,6,6,1.5268302052233675
1,-12.4,100.0,96890.321951674,-12.4,0,1987-01-01 01:00:00-09:00,1,1,0.0,0.29605263157894735,Neither,1,0.0,0.0,0.0,10,10,2.1375622873127145
2,-11.8,100.0,96890.321951674,-11.8,0,1987-01-01 02:00:00-09:00,1,2,0.0,0.29605263157894735,Neither,2,0.0,0.0,0.0,10,10,0.0
3,-11.3,100.0,96890.321951674,-11.3,0,1987-01-01 03:00:00-09:00,1,3,0.0,0.29605263157894735,Neither,3,0.0,0.0,0.0,10,10,0.0
4,-11.3,100.0,96890.321951674,-11.3,0,1987-01-01 04:00:00-09:00,1,4,0.0,0.29605263157894735,Neither,4,0.0,0.0,0.0,10,10,1.5268302052233675
5,-12.4,100.0,96790.321951674,-12.4,0,1987-01-01 05:00:00-09:00,1,5,0.0,0.29605263157894735,Neither,5,0.0,0.0,0.0,10,5,1.5268302052233675
6,-13.1,100.0,96890.321951674,-13.1,0,1987-01-01 06:00:00-09:00,1,6,0.0,0.29605263157894735,Neither,6,0.0,0.0,0.0,10,5,3.1554490907949595
7,-12.4,100.0,96890.321951674,-12.4,0,1987-01-01 07:00:00-09:00,1,7,0.0,0.29605263157894735,Neither,7,0.0,0.0,0.0,10,10,3.1554490907949595
8,-13.6,100.0,96890.321951674,-13.6,0,1987-01-01 08:00:00-09:00,1,8,0.0,0.29605263157894735,Neither,8,0.0,0.0,0.0,7,7,2.646505689053837
9,-13.6,94.29668835161533,96890.321951674,-14.3,0,1987-01-01 09:00:00-09:00,1,9,0.0,0.29605263157894735,Neither,9,0.0,0.0,0.0,8,8,3.1554490907949595
10,-14.3,100.0,96890.321951674,-14.3,3,1987-01-01 10:00:00-09:00,1,10,0.0,0.29605263157894735,Neither,10,0.44,3.0,0.0,9,9,2.1375622873127145
11,-14.3,99.0712042175199,96890.321951674,-14.4,22,1987-01-01 11:00:00-09:00,1,11,0.88,0.29605263157894735,Sunrise,11,0.25,22.0,0.0,10,8,2.646505689053837
12,-14.3,94.29668835161533,96990.321951674,-15.0,14,1987-01-01 12:00:00-09:00,1,12,0.25,0.29605263157894735,Neither,12,0.49660377358490565,14.0,0.0,10,9,2.1375622873127145
13,-13.6,94.29668835161533,96990.321951674,-14.3,6,1987-01-01 13:00:00-09:00,1,13,0.11320754716981132,0.29605263157894735,Neither,13,0.125,6.0,0.0,10,9,2.1375622873127145
14,-12.4,87.13491455275847,97090.321951674,-14.1,0,1987-01-01 14:00:00-09:00,1,14,0.0,0.29605263157894735,Neither,14,0.05660377358490566,0.0,0.0,10,10,0.0
15,-12.4,99.0712042175199,97090.321951674,-12.5,0,1987-01-01 15:00:00-09:00,1,15,0.0,0.29605263157894735,Sunset,15,0.0,0.0,0.0,10,10,1.5268302052233675
16,-11.8,99.0712042175199,97090.321951674,-11.9,0,1987-01-01 16:00:00-09:00,1,16,0.0,0.29605263157894735,Neither,16,0.0,0.0,0.0,10,10,3.1554490907949595
