,0,1,2,3,4,5,6,7,8,9,10,11,12,vintage,cz,scen_year,scenario,year,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2_12_3_4,0.0,443.39,0.08,0.0,22.17,7.33,4236.31,11.19,0.0,0.0,0.0,2.59,11.77,new,6a,ssp126,2065,RefBldgMediumOffice,163852.85,65751.12,96103.35,20816.65,76411.94,810073.82,926377.84,13.41,250522.19,594226.97,215846.85,34675.34,26.65,86.16,387885.13,292286.27,95598.87
2_12_3_5,0.0,209.14,0.0,0.0,0.0,285.83,7543.33,2.89,0.0,0.0,0.0,82.21,0.07,new,6a,ssp126,2065,RefBldgMidriseApartment,85.64,170520.88,37734.97,13856.01,262286.98,247734.82,451647.04,11.71,111186.14,179807.5,67927.32,43258.82,27.42,61.09,160830.78,130406.17,30424.61
2_12_4_4,0.0,446.11,0.07,0.0,22.17,4.33,4236.92,10.58,0.0,0.0,0.0,2.18,11.98,new,6a,ssp126,2080,RefBldgMediumOffice,165148.65,66875.33,94727.28,20778.88,77536.15,809955.78,924629.06,13.32,250148.14,594476.06,215479.72,34668.41,26.6,86.14,388079.01,292622.99,95456.02
2_12_4_5,0.0,207.01,0.0,0.0,0.0,267.5,7543.73,2.49,0.0,0.0,0.0,76.53,0.09,new,6a,ssp126,2080,RefBldgMidriseApartment,86.81,172275.85,37086.47,13797.22,264041.95,247028.7,450693.72,11.63,110924.25,179410.61,67618.09,43306.16,27.37,60.96,160828.29,130535.48,30292.81
2_12_5_4,0.0,451.44,0.06,0.0,22.0,0.83,4238.94,8.56,0.0,0.0,0.0,1.73,12.29,new,6a,ssp245,2035,RefBldgMediumOffice,167581.02,69360.59,86873.13,20691.32,80021.41,804446.44,953610.27,12.94,258519.99,584329.04,220117.4,38402.6,27.36,85.15,386024.17,288438.01,97586.16
2_12_5_5,0.0,204.3,0.0,0.0,0.0,130.83,7546.22,0.0,0.0,0.0,0.0,32.77,0.08,new,6a,ssp245,2035,RefBldgMidriseApartment,92.92,176219.6,33558.46,13429.17,267985.7,243138.75,465341.55,11.2,115571.21,175593.35,67545.4,48025.81,27.78,58.44,159705.51,129447.29,30258.22
2_12_6_4,0.0,431.75,0.06,0.0,22.17,1.17,4237.69,9.81,0.0,0.0,0.0,1.81,11.8,new,6a,ssp245,2050,RefBldgMediumOffice,164697.21,66738.99,93580.65,20786.73,77399.8,808365.56,943406.83,13.33,255177.72,589618.46,218747.1,36430.62,27.06,85.72,387314.16,290365.41,96948.74
2_12_6_5,0.0,191.6,0.0,0.0,0.0,229.0,7546.06,0.16,0.0,0.0,0.0,57.47,0.09,new,6a,ssp245,2050,RefBldgMidriseApartment,83.97,171804.48,36524.64,13787.29,263570.59,246454.1,460048.84,11.61,113776.21,178312.64,68141.46,45634.75,27.65,59.89,160451.81,129921.88,30529.93
2_12_7_4,0.0,413.68,0.08,0.0,21.0,4.67,4234.63,12.87,0.0,0.0,0.0,2.55,11.22,new,6a,ssp245,2065,RefBldgMediumOffice,161471.38,63843.91,100482.99,20939.48,74504.73,812194.82,937080.56,13.76,252968.31,594051.69,218143.13,34825.18,26.86,86.23,388517.19,291839.21,96677.98
2_12_7_5,0.0,179.37,0.0,0.0,0.0,306.0,7542.96,3.26,0.0,0.0,0.0,92.53,0.09,new,6a,ssp245,2065,RefBldgMidriseApartment,75.44,167093.02,39643.59,14151.24,258859.12,249928.47,456927.91,12.05,112632.42,180997.85,68930.62,43701.8,27.58,61.2,161222.27,130328.37,30893.9
2_12_8_4,0.0,397.95,0.09,0.0,20.83,13.67,4232.81,14.69,0.0,0.0,0.0,3.98,11.06,new,6a,ssp245,2080,RefBldgMediumOffice,158659.3,61626.01,105014.27,21069.07,72286.82,814043.61,935288.74,14.05,252320.72,595903.48,218140.13,34180.59,26.8,86.45,388994.39,292314.56,96679.82
2_12_8_5,0.0,168.76,0.0,0.0,0.0,355.67,7540.03,6.19,0.0,0.0,0.0,116.2,0.08,new,6a,ssp245,2080,RefBldgMidriseApartment,69.13,163206.51,41697.6,14379.46,254972.61,252204.39,456011.51,12.34,112259.26,182670.44,69533.95,42725.3,27.57,61.94,161614.16,130432.36,31181.8
2_12_9_4,0.0,439.03,0.05,0.0,21.83,1.5,4237.97,9.53,0.0,0.0,0.0,1.78,11.82,new,6a,ssp585,2035,RefBldgMediumOffice,165048.42,66695.29,90269.6,20717.84,77356.11,805336.83,948744.09,13.21,256939.82,586062.54,219274.29,37665.53,27.23,85.34,385957.67,288819.9,97137.77
2_12_9_5,0.0,196.36,0.0,0.0,0.0,169.83,7546.22,0.0,0.0,0.0,0.0,44.98,0.07,new,6a,ssp585,2035,RefBldgMidriseApartment,81.43,172123.66,35084.02,13560.89,263889.76,244784.55,462912.8,11.48,114726.79,176951.15,67833.39,46893.39,27.71,59.13,159762.36,129372.42,30389.94
2_12_10_4,0.0,397.87,0.08,0.0,20.67,4.17,4233.73,13.77,0.0,0.0,0.0,2.55,10.85,new,6a,ssp585,2050,RefBldgMediumOffice,159147.02,62008.11,102470.09,20947.69,72668.92,811865.77,942223.78,13.96,254378.79,592681.68,219184.09,35194.7,27.0,86.16,388099.32,290949.79,97149.53
2_12_10_5,0.0,166.64,0.0,0.0,0.0,330.17,7542.75,3.48,0.0,0.0,0.0,97.46,0.08,new,6a,ssp585,2050,RefBldgMidriseApartment,67.34,163974.04,40567.83,14241.8,255740.14,250935.17,459573.19,12.23,113364.77,181482.19,69452.98,43911.79,27.68,61.27,161157.18,130013.74,31143.44
2_12_11_4,0.0,362.52,0.11,0.0,19.0,30.17,4230.63,16.87,0.0,0.0,0.0,9.51,10.33,new,6a,ssp585,2065,RefBldgMediumOffice,153111.03,57853.3,117240.76,21535.78,68514.11,821188.54,934111.12,14.75,251315.58,602472.46,218716.07,32599.51,26.63,87.03,391520.97,294553.63,96967.33
2_12_11_5,0.0,145.2,0.41,0.0,0.0,504.17,7525.22,21.0,0.0,0.0,0.0,197.91,0.09,new,6a,ssp585,2065,RefBldgMidriseApartment,59.37,155893.84,47096.83,15058.2,247659.95,258272.6,455508.1,13.05,111743.69,187091.42,71181.18,40562.51,27.56,63.7,163092.65,131159.12,31933.54
2_12_12_4,0.0,325.8,0.6,0.0,19.17,64.0,4225.18,22.32,0.0,0.0,0.0,39.07,9.9,new,6a,ssp585,2080,RefBldgMediumOffice,146677.9,52866.51,135639.9,22715.26,63527.32,834334.03,923251.12,15.66,247333.13,616942.84,217391.19,29941.94,26.06,87.89,396576.65,300193.45,96383.2
2_12_12_5,0.0,123.67,6.1,0.0,0.0,820.17,7483.88,58.62,3.73,0.0,0.0,393.29,0.08,new,6a,ssp585,2080,RefBldgMidriseApartment,49.23,146950.4,55200.65,16062.46,238716.5,267370.53,449966.06,13.97,109675.29,194511.35,72859.18,36816.11,27.25,66.43,165704.51,133009.0,32695.52
2_13_0_4,0.0,663.22,0.0,0.0,14.17,0.0,4247.5,0.0,0.0,0.0,0.0,0.44,8.28,new,6b,historical,2020,RefBldgMediumOffice,144225.8,47693.99,39378.62,20559.73,58468.76,733445.38,1050847.47,10.91,288870.87,501441.79,232003.59,56867.28,31.63,80.31,156476.72,118327.51,38149.21
2_13_0_5,0.0,502.1,0.0,0.0,0.0,0.67,7546.22,0.0,0.0,0.0,0.0,0.72,0.08,new,6b,historical,2020,RefBldgMidriseApartment,16.55,147625.53,14260.14,10954.98,240618.85,221282.73,497521.94,8.94,127024.62,157152.81,64129.92,62894.7,28.98,50.49,86656.85,75913.46,10743.39
2_13_1_4,0.0,547.87,0.0,0.0,12.5,0.17,4246.95,0.55,0.0,0.0,0.0,1.26,7.21,new,6b,ssp126,2035,RefBldgMediumOffice,132546.64,37568.63,55143.76,20706.02,48343.4,737677.64,976747.23,12.67,266279.26,513773.8,223903.84,42375.42,30.35,84.09,154723.16,117952.41,36770.75
2_13_1_5,0.0,369.44,0.0,0.0,0.0,45.17,7546.22,0.0,0.0,0.0,0.0,7.28,0.05,new,6b,ssp126,2035,RefBldgMidriseApartment,13.57,129885.0,19654.76,11608.16,222878.32,227327.55,460831.08,10.83,115001.1,162915.25,64412.3,50588.8,28.33,56.01,84522.43,73721.01,10801.43
2_13_2_4,0.0,533.77,0.0,0.0,12.33,0.33,4246.79,0.71,0.0,0.0,0.0,1.36,7.07,new,6b,ssp126,2050,RefBldgMediumOffice,131382.54,36886.99,58137.52,20769.98,47661.76,739571.27,967857.82,12.9,263446.16,516815.29,222755.99,40690.17,30.12,84.55,154850.94,118262.27,36588.68
2_13_2_5,0.0,354.87,0.0,0.0,0.0,61.33,7546.22,0.0,0.0,0.0,0.0,9.79,0.06,new,6b,ssp126,2050,RefBldgMidriseApartment,13.95,128252.46,20707.04,11790.31,221245.78,228562.36,456576.71,11.08,113531.61,163926.78,64635.57,48896.04,28.28,56.93,84444.27,73602.16,10842.11
2_13_3_4,0.0,530.57,0.0,0.0,12.0,0.83,4246.54,0.96,0.0,0.0,0.0,1.53,6.95,new,6b,ssp126,2065,RefBldgMediumOffice,130596.14,36299.27,59050.75,20793.23,47074.03,739721.35,968285.0,13.01,263447.71,516997.5,222723.85,40723.86,30.11,84.54,154777.68,118232.61,36545.07
2_13_3_5,0.0,354.25,0.0,0.0,0.0,69.17,7546.22,0.0,0.0,0.0,0.0,10.89,0.05,new,6b,ssp126,2065,RefBldgMidriseApartment,13.31,127146.45,21073.34,11836.06,220139.77,228973.77,456786.11,11.19,113545.06,164171.47,64802.3,48742.77,28.3,57.07,84319.83,73456.89,10862.94
2_13_4_4,0.0,530.7,0.0,0.0,12.5,0.83,4246.69,0.81,0.0,0.0,0.0,1.48,6.98,new,6b,ssp126,2080,RefBldgMediumOffice,130721.98,36605.98,58992.41,20804.43,47380.75,739800.05,967682.49,13.0,263310.49,517234.31,222565.74,40744.75,30.08,84.53,154891.5,118351.77,36539.73
2_13_4_5,0.0,353.19,0.0,0.0,0.0,74.33,7546.22,0.0,0.0,0.0,0.0,11.45,0.06,new,6b,ssp126,2080,RefBldgMidriseApartment,13.23,127447.15,21100.2,11847.85,220440.47,229012.34,456373.12,11.17,113395.23,164234.11,64778.23,48617.0,28.29,57.13,84390.58,73525.42,10865.16
2_13_5_4,0.0,547.13,0.0,0.0,12.67,0.33,4247.12,0.38,0.0,0.0,0.0,1.08,7.27,new,6b,ssp245,2035,RefBldgMediumOffice,133527.77,38781.91,52967.52,20759.95,49556.68,736536.47,1001857.78,12.52,273380.05,509170.03,227366.44,46013.61,30.87,83.17,154936.22,117582.62,37353.61
2_13_5_5,0.0,367.64,0.0,0.0,0.0,14.67,7546.22,0.0,0.0,0.0,0.0,4.42,0.06,new,6b,ssp245,2035,RefBldgMidriseApartment,13.22,131716.71,18987.45,11569.25,224710.03,226620.97,473187.4,10.63,118860.57,161765.11,64855.86,54004.72,28.62,54.56,84739.29,73864.6,10874.69
2_13_6_4,0.0,521.24,0.0,0.0,12.33,0.33,4246.64,0.86,0.0,0.0,0.0,1.28,7.07,new,6b,ssp245,2050,RefBldgMediumOffice,131218.88,37024.45,57396.8,20870.97,47799.22,738767.87,991518.18,12.91,269978.75,512579.89,226187.98,43790.77,30.62,83.78,154889.21,117759.7,37129.51
2_13_6_5,0.0,342.29,0.0,0.0,0.0,40.33,7546.22,0.0,0.0,0.0,0.0,7.5,0.06,new,6b,ssp245,2050,RefBldgMidriseApartment,12.17,128392.7,20614.05,11839.58,221386.02,228516.86,468127.62,11.04,117085.82,163253.76,65263.1,51822.72,28.56,55.74,84479.34,73535.96,10943.38
2_13_7_4,0.0,499.77,0.0,0.0,11.5,0.83,4246.1,1.4,0.0,0.0,0.0,1.59,6.76,new,6b,ssp245,2065,RefBldgMediumOffice,128559.89,34926.27,61479.26,20949.39,45701.03,740269.77,984046.2,13.29,267495.78,514745.47,225524.3,41971.49,30.47,84.31,154587.56,117562.86,37024.7
2_13_7_5,0.0,322.64,0.0,0.0,0.0,69.83,7546.22,0.0,0.0,0.0,0.0,11.55,0.06,new,6b,ssp245,2065,RefBldgMidriseApartment,10.79,124557.97,22094.82,12051.87,217551.29,230208.53,464454.06,11.44,115790.91,164464.66,65743.87,50047.04,28.56,56.78,84084.93,73051.92,11033.01
2_13_8_4,0.0,479.02,0.0,0.0,10.5,0.67,4245.44,2.06,0.0,0.0,0.0,1.77,6.44,new,6b,ssp245,2080,RefBldgMediumOffice,125744.47,33180.6,64694.6,21024.83,43955.37,740745.13,981893.71,13.62,266643.11,515172.65,225572.48,41070.63,30.45,84.6,154208.01,117156.12,37051.89
2_13_8_5,0.0,302.56,0.0,0.0,0.0,93.17,7546.22,0.0,0.0,0.0,0.0,14.8,0.05,new,6b,ssp245,2080,RefBldgMidriseApartment,9.56,120848.17,23273.12,12208.87,213841.49,231542.61,463343.43,11.77,115326.57,165301.38,66241.23,49085.34,28.61,57.44,83656.69,72530.0,11126.68
2_13_9_4,0.0,533.16,0.0,0.0,12.17,0.33,4246.75,0.75,0.0,0.0,0.0,1.19,7.12,new,6b,ssp585,2035,RefBldgMediumOffice,131938.06,37093.3,55828.34,20814.28,47868.07,737861.92,995627.07,12.79,271255.89,511263.72,226598.19,44657.7,30.71,83.54,154721.28,117527.14,37194.14
2_13_9_5,0.0,355.92,0.0,0.0,0.0,43.17,7546.22,0.0,0.0,0.0,0.0,7.35,0.05,new,6b,ssp585,2035,RefBldgMidriseApartment,12.04,129116.6,20058.42,11715.11,222109.92,227836.62,470129.88,10.91,117763.25,162686.99,65149.63,52613.62,28.59,55.32,84480.61,73557.01,10923.6
2_13_10_4,0.0,486.75,0.0,0.0,11.33,0.67,4245.57,1.93,0.0,0.0,0.0,1.67,6.63,new,6b,ssp585,2050,RefBldgMediumOffice,127243.35,34044.97,63768.74,21018.28,44819.73,741311.6,988550.89,13.47,268485.65,514917.44,226394.16,42091.49,30.54,84.32,154544.23,117381.13,37163.11
2_13_10_5,0.0,309.85,0.0,0.0,0.0,94.67,7546.22,0.0,0.0,0.0,0.0,14.95,0.06,new,6b,ssp585,2050,RefBldgMidriseApartment,10.16,122872.73,22943.74,12190.74,215866.05,231195.7,466646.68,11.61,116306.02,164908.67,66287.03,50018.99,28.67,56.99,83956.52,72828.26,11128.25
2_13_11_4,0.0,440.25,0.0,0.0,9.83,1.17,4243.0,4.5,0.0,0.0,0.0,2.24,6.09,new,6b,ssp585,2065,RefBldgMediumOffice,121923.34,31086.88,73110.93,21279.27,41861.65,745594.76,980682.93,14.25,265460.67,519458.76,226136.0,39324.67,30.33,85.19,154479.75,117340.94,37138.8
2_13_11_5,0.0,266.33,0.0,0.0,0.0,192.5,7546.22,0.0,0.0,0.0,0.0,29.9,0.05,new,6b,ssp585,2065,RefBldgMidriseApartment,8.2,115974.89,26416.42,12768.93,208968.21,235244.61,462702.32,12.41,114712.71,167619.55,67625.06,47087.66,28.75,58.95,83437.15,72070.47,11366.68
2_13_12_4,0.0,389.87,0.0,0.0,9.0,2.0,4240.32,7.18,0.0,0.0,0.0,2.79,5.75,new,6b,ssp585,2080,RefBldgMediumOffice,116185.81,27706.46,85342.62,21606.17,38481.23,752415.84,971046.67,15.17,261765.53,527005.38,225410.46,36355.07,29.96,86.11,154766.43,117745.91,37020.52
2_13_12_5,0.0,220.58,0.0,0.0,0.0,391.5,7546.22,0.0,0.0,0.0,0.0,64.85,0.05,new,6b,ssp585,2080,RefBldgMidriseApartment,6.83,108387.29,31029.93,13563.11,201380.61,240650.93,458055.9,13.34,112838.88,171444.42,69206.51,43632.37,28.76,61.33,83038.14,71397.96,11640.18
2_14_0_4,0.0,763.29,0.0,0.0,29.33,0.0,4247.17,0.33,0.0,0.0,0.0,0.09,15.34,new,7a,historical,2020,RefBldgMediumOffice,204581.63,106383.34,37287.96,20599.08,118083.82,791727.69,971666.64,7.49,268700.72,576567.63,215160.07,53540.65,27.18,80.07,373758.44,287811.05,85947.39
2_14_0_5,0.0,557.14,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.25,0.09,new,7a,historical,2020,RefBldgMidriseApartment,197.84,240342.37,13188.4,12055.11,343256.49,221484.37,477500.33,5.72,121222.9,161015.08,60469.3,60753.6,27.3,49.88,160157.65,135917.02,24240.63
2_14_1_4,0.0,645.89,0.0,0.0,26.67,0.0,4245.87,1.63,0.0,0.0,0.0,0.23,13.33,new,7a,ssp126,2035,RefBldgMediumOffice,190820.84,90717.56,58644.49,20539.18,102418.03,799263.53,896707.61,9.24,245472.42,593585.31,205678.22,39794.21,25.73,83.79,373236.46,291175.23,82061.23
2_14_1_5,0.0,412.99,0.0,0.0,0.0,34.17,7546.22,0.0,0.0,0.0,0.0,5.69,0.11,new,7a,ssp126,2035,RefBldgMidriseApartment,160.24,217351.54,19422.15,12509.47,320265.65,228134.89,439014.17,7.61,108670.41,167532.83,60602.06,48068.35,26.56,55.77,158785.49,134517.67,24267.82
2_14_2_4,0.0,631.89,0.0,0.0,26.17,0.33,4245.17,2.33,0.0,0.0,0.0,0.38,13.29,new,7a,ssp126,2050,RefBldgMediumOffice,189401.82,89463.83,62315.17,20574.82,101164.3,801550.84,887748.31,9.48,242597.55,597139.1,204411.74,38185.81,25.5,84.26,373870.17,292324.24,81545.93
2_14_2_5,0.0,396.86,0.0,0.0,0.0,51.17,7546.22,0.0,0.0,0.0,0.0,10.55,0.11,new,7a,ssp126,2050,RefBldgMidriseApartment,156.82,215118.68,20718.82,12666.85,318032.79,229585.51,434423.93,7.86,107100.91,168754.11,60831.41,46269.5,26.5,56.8,158989.24,134632.39,24356.85
2_14_3_4,0.0,629.63,0.0,0.0,26.33,0.17,4244.9,2.6,0.0,0.0,0.0,0.43,13.34,new,7a,ssp126,2065,RefBldgMediumOffice,188681.47,88647.76,63409.16,20584.33,100348.22,801933.99,887994.3,9.59,242563.67,597584.34,204349.65,38214.02,25.48,84.25,373891.09,292408.29,81482.8
2_14_3_5,0.0,396.04,0.0,0.0,0.0,57.0,7546.22,0.0,0.0,0.0,0.0,12.54,0.1,new,7a,ssp126,2065,RefBldgMidriseApartment,152.3,213895.26,21108.66,12698.7,316809.38,230002.68,434567.96,7.97,107097.02,169030.13,60972.56,46124.47,26.51,56.93,158949.16,134538.65,24410.51
2_14_4_4,0.0,628.3,0.0,0.0,26.17,0.17,4244.97,2.53,0.0,0.0,0.0,0.41,13.36,new,7a,ssp126,2080,RefBldgMediumOffice,188747.97,89058.8,63174.96,20591.47,100759.26,801773.42,887634.42,9.57,242499.49,597480.23,204293.19,38206.31,25.48,84.24,373934.57,292457.0,81477.57
2_14_4_5,0.0,394.03,0.0,0.0,0.0,53.83,7546.22,0.0,0.0,0.0,0.0,11.61,0.08,new,7a,ssp126,2080,RefBldgMidriseApartment,153.79,214168.08,21103.58,12703.46,317082.2,230003.85,434303.08,7.95,107009.23,169010.06,60993.79,46015.43,26.52,57.0,159007.41,134579.82,24427.59
2_14_5_4,0.0,643.41,0.0,0.0,26.33,0.17,4246.52,0.98,0.0,0.0,0.0,0.21,13.55,new,7a,ssp245,2035,RefBldgMediumOffice,191753.81,92807.33,56505.2,20596.86,104507.79,798114.9,921978.25,9.09,252790.41,588421.74,209693.15,43097.25,26.27,82.95,373330.19,289657.98,83672.21
2_14_5_5,0.0,406.7,0.0,0.0,0.0,13.67,7546.22,0.0,0.0,0.0,0.0,3.08,0.11,new,7a,ssp245,2035,RefBldgMidriseApartment,159.71,219564.94,18515.07,12455.21,322479.06,227173.01,451833.24,7.42,112674.46,166124.02,61048.98,51625.48,26.87,54.18,158799.87,134347.96,24451.91
2_14_6_4,0.0,616.47,0.0,0.0,26.33,0.17,4245.59,1.91,0.0,0.0,0.0,0.27,13.25,new,7a,ssp245,2050,RefBldgMediumOffice,188950.71,89987.51,61741.24,20654.4,101687.98,800605.37,911469.28,9.48,249295.55,592338.43,208266.94,41028.6,26.01,83.54,373706.33,290653.42,83052.91
2_14_6_5,0.0,378.65,0.0,0.0,0.0,35.33,7546.22,0.0,0.0,0.0,0.0,6.45,0.11,new,7a,ssp245,2050,RefBldgMidriseApartment,146.64,215036.84,20449.06,12675.84,317950.96,229314.57,446444.89,7.82,110816.12,167849.98,61464.58,49351.53,26.8,55.47,158885.26,134274.84,24610.42
2_14_7_4,0.0,594.03,0.0,0.0,26.17,0.5,4244.65,2.85,0.0,0.0,0.0,0.43,12.67,new,7a,ssp245,2065,RefBldgMediumOffice,186001.33,86607.51,66518.82,20699.4,98307.97,802478.57,904056.97,9.86,246826.3,595004.72,207473.85,39352.45,25.85,84.06,373679.67,290931.89,82747.78
2_14_7_5,0.0,356.62,0.0,0.0,0.0,51.17,7546.22,0.0,0.0,0.0,0.0,10.76,0.11,new,7a,ssp245,2065,RefBldgMidriseApartment,134.2,210197.66,22245.37,12857.59,313111.77,231280.19,442664.44,8.22,109502.13,169305.94,61974.25,47527.88,26.8,56.6,158839.88,134019.41,24820.47
2_14_8_4,0.0,571.55,0.01,0.0,24.83,0.17,4243.95,3.55,0.0,0.0,0.0,0.56,12.45,new,7a,ssp245,2080,RefBldgMediumOffice,182629.44,83855.79,70154.24,20727.81,95556.25,802770.52,901832.94,10.19,246013.1,595338.56,207431.96,38581.14,25.84,84.32,373131.48,290383.93,82747.55
2_14_8_5,0.0,331.29,0.0,0.0,0.0,62.83,7546.22,0.0,0.0,0.0,0.0,14.29,0.1,new,7a,ssp245,2080,RefBldgMidriseApartment,124.98,205386.48,23581.69,12961.97,308300.59,232711.66,441557.01,8.55,109038.61,170247.09,62464.58,46574.04,26.84,57.29,158582.47,133555.38,25027.1
2_14_9_4,0.0,629.62,0.0,0.0,26.33,0.17,4245.62,1.88,0.0,0.0,0.0,0.28,13.42,new,7a,ssp585,2035,RefBldgMediumOffice,190241.01,90277.16,59972.32,20635.44,101977.63,800107.79,915512.68,9.36,250579.92,591360.92,208746.87,41833.05,26.09,83.31,373567.77,290320.98,83246.79
2_14_9_5,0.0,396.56,0.0,0.0,0.0,39.83,7546.22,0.0,0.0,0.0,0.0,6.77,0.1,new,7a,ssp585,2035,RefBldgMidriseApartment,149.52,216504.5,19885.28,12602.9,319418.62,228680.73,448536.76,7.69,111497.01,167279.62,61401.1,50095.91,26.85,55.07,158873.82,134288.45,24585.38
2_14_10_4,0.0,582.62,0.01,0.0,25.33,0.67,4244.11,3.39,0.0,0.0,0.0,0.54,12.7,new,7a,ssp585,2050,RefBldgMediumOffice,184903.12,85522.9,69281.82,20750.64,97223.36,804194.61,908514.45,10.05,247902.88,595713.31,208481.3,39421.58,25.92,84.1,374143.43,290989.37,83154.06
2_14_10_5,0.0,345.79,0.0,0.0,0.0,64.83,7546.22,0.0,0.0,0.0,0.0,15.03,0.1,new,7a,ssp585,2050,RefBldgMidriseApartment,130.28,208601.48,23267.29,12993.91,311515.59,232434.5,444961.39,8.39,110050.01,169846.0,62588.5,47461.51,26.93,56.87,159036.24,133965.71,25070.53
2_14_11_4,0.0,535.12,0.01,0.0,23.83,8.17,4242.56,4.94,0.0,0.0,0.0,1.59,11.87,new,7a,ssp585,2065,RefBldgMediumOffice,178486.78,80465.93,79969.91,20967.17,92166.39,808682.88,900578.24,10.83,244900.94,600743.35,207939.53,36961.42,25.71,84.91,374709.38,291767.64,82941.73
2_14_11_5,0.0,293.9,0.0,0.0,0.0,126.67,7544.46,1.76,0.0,0.0,0.0,33.28,0.08,new,7a,ssp585,2065,RefBldgMidriseApartment,114.62,199437.48,27390.61,13459.14,302351.6,237007.38,440987.59,9.19,108477.33,173013.18,63994.2,44483.12,27.0,58.99,159309.93,133668.86,25641.07
2_14_12_4,0.0,484.19,0.02,0.0,22.5,20.33,4240.35,7.15,0.0,0.0,0.0,6.67,11.2,new,7a,ssp585,2080,RefBldgMediumOffice,171668.96,74423.95,93600.73,21330.14,86124.41,815858.86,890766.9,11.74,241189.16,609082.43,206776.43,34412.72,25.34,85.73,376178.32,293722.8,82455.53
2_14_12_5,0.0,239.73,0.31,0.0,0.0,249.67,7538.95,7.12,0.15,0.0,0.0,75.55,0.08,new,7a,ssp585,2080,RefBldgMidriseApartment,98.1,189378.84,32853.36,14112.87,292292.95,243107.36,436005.58,10.12,106571.18,177500.04,65607.32,40963.86,26.99,61.56,160077.14,133792.53,26284.61
2_15_0_4,0.0,1148.92,0.0,0.0,52.83,0.0,4247.5,0.0,0.0,0.0,0.0,0.06,23.73,new,8a,historical,2020,RefBldgMediumOffice,292878.79,253775.98,17195.3,18124.33,266732.74,857050.34,729548.37,1.17,201055.83,686719.63,170330.71,30725.12,19.87,84.72,433946.45,368349.5,65596.95
2_15_0_5,0.0,1023.18,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.04,0.1,new,8a,historical,2020,RefBldgMidriseApartment,566.98,377105.33,7053.16,15135.54,493515.11,218651.4,347709.31,-0.19,84649.62,171114.55,47536.85,37112.78,21.74,56.16,186471.87,168094.21,18377.66
2_15_1_4,0.0,914.89,0.0,0.0,42.17,0.0,4247.12,0.38,0.0,0.0,0.0,0.15,19.29,new,8a,ssp126,2035,RefBldgMediumOffice,265180.63,217507.62,32233.25,18115.35,230464.38,844381.15,718372.61,3.82,195879.81,674904.15,169476.99,26402.82,20.07,86.52,420481.07,355217.33,65263.74
2_15_1_5,0.0,720.93,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.31,0.08,new,8a,ssp126,2035,RefBldgMidriseApartment,356.84,330061.66,11084.0,15004.45,446471.45,222340.99,342226.09,2.48,82134.81,173617.8,48723.18,33411.62,21.91,59.32,179435.47,160596.98,18838.49
2_15_2_4,0.0,896.75,0.0,0.0,41.33,0.0,4246.94,0.56,0.0,0.0,0.0,0.21,19.02,new,8a,ssp126,2050,RefBldgMediumOffice,264063.22,215531.35,33789.79,18154.77,228488.12,844859.69,716630.48,3.98,195241.88,675718.08,169141.61,26100.28,20.02,86.63,420236.97,355144.77,65092.2
2_15_2_5,0.0,695.67,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.36,0.08,new,8a,ssp126,2050,RefBldgMidriseApartment,351.32,327942.89,11584.31,15096.6,444352.67,222927.93,341439.49,2.64,81845.7,174110.99,48816.94,33028.75,21.9,59.65,179285.26,160423.84,18861.41
2_15_3_4,0.0,910.09,0.0,0.0,41.17,0.0,4247.05,0.45,0.0,0.0,0.0,0.17,19.04,new,8a,ssp126,2065,RefBldgMediumOffice,265974.17,217258.94,32864.62,18151.37,230215.7,845842.08,720755.86,3.87,196495.28,675841.28,170000.8,26494.48,20.1,86.52,421010.64,355556.97,65453.67
2_15_3_5,0.0,714.28,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.32,0.07,new,8a,ssp126,2065,RefBldgMidriseApartment,360.34,330684.74,11250.9,15081.16,447094.52,222588.1,343390.76,2.52,82484.5,173709.63,48878.47,33606.02,21.96,59.26,179648.84,160753.67,18895.17
2_15_4_4,0.0,932.62,0.0,0.0,41.67,0.0,4247.31,0.19,0.0,0.0,0.0,0.12,19.32,new,8a,ssp126,2080,RefBldgMediumOffice,267328.52,220257.87,31106.48,18112.48,233214.63,845399.39,721778.53,3.64,196958.66,675272.88,170126.51,26832.14,20.12,86.38,421448.7,355920.0,65528.7
2_15_4_5,0.0,746.81,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.25,0.08,new,8a,ssp126,2080,RefBldgMidriseApartment,373.43,333816.93,10703.89,15010.29,450226.71,221983.32,343855.09,2.29,82703.36,173284.94,48698.38,34004.99,21.94,58.88,179975.72,161141.85,18833.87
