,0,1,2,3,4,5,6,7,8,9,10,11,12,vintage,cz,scen_year,scenario,year
2_6_2_5,0.0,133.58,0.0,0.0,0.0,60.0,7546.22,0.0,0.0,0.0,0.0,14.1,0.02,new,3c,historical,2020,RefBldgMidriseApartment
2_6_3_4,0.0,503.24,0.52,0.0,2.5,0.0,4247.5,0.0,0.0,0.0,0.0,0.04,1.5,new,3c,historical,2020,RefBldgMediumOffice
2_6_3_5,0.0,129.28,0.0,0.0,0.0,62.83,7546.22,0.0,0.0,0.0,0.0,14.6,0.02,new,3c,historical,2020,RefBldgMidriseApartment
2_6_4_4,0.0,506.5,0.61,0.0,2.5,0.0,4247.5,0.0,0.0,0.0,0.0,0.03,1.51,new,3c,historical,2020,RefBldgMediumOffice
2_6_4_5,0.0,131.7,0.0,0.0,0.0,60.83,7546.22,0.0,0.0,0.0,0.0,14.1,0.02,new,3c,historical,2020,RefBldgMidriseApartment
2_6_5_4,0.0,521.26,0.52,0.0,2.5,0.0,4247.5,0.0,0.0,0.0,0.0,0.01,1.68,new,3c,historical,2020,RefBldgMediumOffice
2_6_5_5,0.0,142.53,0.0,0.0,0.0,28.0,7546.22,0.0,0.0,0.0,0.0,7.04,0.02,new,3c,historical,2020,RefBldgMidriseApartment
2_6_6_4,0.0,489.89,0.69,0.0,2.5,0.0,4247.5,0.0,0.0,0.0,0.0,0.02,1.51,new,3c,historical,2020,RefBldgMediumOffice
2_6_6_5,0.0,115.55,0.0,0.0,0.0,45.17,7546.22,0.0,0.0,0.0,0.0,10.78,0.02,new,3c,historical,2020,RefBldgMidriseApartment
2_6_7_4,0.0,471.22,0.82,0.0,2.33,0.0,4247.5,0.0,0.0,0.0,0.0,0.02,1.35,new,3c,historical,2020,RefBldgMediumOffice
2_6_7_5,0.0,99.67,0.0,0.0,0.0,68.0,7546.22,0.0,0.0,0.0,0.0,15.59,0.02,new,3c,historical,2020,RefBldgMidriseApartment
2_6_8_4,0.0,454.93,1.0,0.0,2.0,0.0,4247.5,0.0,0.0,0.0,0.0,0.02,1.23,new,3c,historical,2020,RefBldgMediumOffice
2_6_8_5,0.0,87.03,0.0,0.0,0.0,88.0,7546.22,0.0,0.0,0.0,0.0,19.83,0.02,new,3c,historical,2020,RefBldgMidriseApartment
2_6_9_4,0.0,502.77,0.58,0.0,2.5,0.0,4247.5,0.0,0.0,0.0,0.0,0.01,1.51,new,3c,historical,2020,RefBldgMediumOffice
2_6_9_5,0.0,125.76,0.0,0.0,0.0,27.83,7546.22,0.0,0.0,0.0,0.0,7.02,0.02,new,3c,historical,2020,RefBldgMidriseApartment
2_6_10_4,0.0,459.87,0.9,0.0,2.33,0.0,4247.5,0.0,0.0,0.0,0.0,0.02,1.28,new,3c,historical,2020,RefBldgMediumOffice
2_6_10_5,0.0,88.6,0.0,0.0,0.0,69.67,7546.22,0.0,0.0,0.0,0.0,15.05,0.02,new,3c,historical,2020,RefBldgMidriseApartment
2_6_11_4,0.0,421.1,1.25,0.0,1.67,0.0,4247.5,0.0,0.0,0.0,0.0,0.03,1.05,new,3c,historical,2020,RefBldgMediumOffice
2_6_11_5,0.0,62.5,0.0,0.0,0.0,142.5,7546.22,0.0,0.0,0.0,0.0,33.2,0.01,new,3c,historical,2020,RefBldgMidriseApartment
2_6_12_4,0.0,373.69,1.58,0.0,1.33,0.0,4247.5,0.0,0.0,0.0,0.0,0.09,0.81,new,3c,historical,2020,RefBldgMediumOffice
2_6_12_5,0.0,39.79,0.0,0.0,0.0,402.67,7546.15,0.07,0.0,0.0,0.0,85.67,0.01,new,3c,historical,2020,RefBldgMidriseApartment
2_7_0_4,0.0,293.02,0.02,0.0,18.5,0.17,4240.35,7.15,0.0,0.0,0.0,1.61,9.97,new,4a,historical,2020,RefBldgMediumOffice
2_7_0_5,0.0,74.36,0.0,0.0,0.0,56.83,7546.22,0.0,0.0,0.0,0.0,17.3,0.06,new,4a,historical,2020,RefBldgMidriseApartment
2_7_1_4,0.0,235.42,0.07,0.0,14.83,2.83,4233.01,14.49,0.0,0.0,0.0,2.91,8.09,new,4a,historical,2020,RefBldgMediumOffice
2_7_1_5,0.0,54.06,0.0,0.0,0.0,383.0,7545.82,0.4,0.0,0.0,0.0,133.24,0.06,new,4a,historical,2020,RefBldgMidriseApartment
2_7_2_4,0.0,229.8,0.07,0.0,15.0,3.67,4231.61,15.89,0.0,0.0,0.0,3.21,8.09,new,4a,historical,2020,RefBldgMediumOffice
2_7_2_5,0.0,51.4,0.0,0.0,0.0,471.33,7544.47,1.75,0.0,0.0,0.0,177.52,0.05,new,4a,historical,2020,RefBldgMidriseApartment
2_7_3_4,0.0,227.85,0.07,0.0,15.0,3.33,4231.15,16.35,0.0,0.0,0.0,3.36,7.97,new,4a,historical,2020,RefBldgMediumOffice
2_7_3_5,0.0,50.81,0.0,0.0,0.0,504.83,7543.8,2.43,0.0,0.0,0.0,194.28,0.05,new,4a,historical,2020,RefBldgMidriseApartment
2_7_4_4,0.0,229.42,0.08,0.0,15.0,3.67,4231.23,16.27,0.0,0.0,0.0,3.3,8.13,new,4a,historical,2020,RefBldgMediumOffice
2_7_4_5,0.0,51.86,0.0,0.0,0.0,506.17,7543.95,2.27,0.0,0.0,0.0,193.26,0.05,new,4a,historical,2020,RefBldgMidriseApartment
2_7_5_4,0.0,232.91,0.08,0.0,16.17,3.17,4232.62,14.88,0.0,0.0,0.0,2.99,8.57,new,4a,historical,2020,RefBldgMediumOffice
2_7_5_5,0.0,51.78,0.0,0.0,0.0,392.67,7545.83,0.4,0.0,0.0,0.0,135.38,0.06,new,4a,historical,2020,RefBldgMidriseApartment
2_7_6_4,0.0,217.36,0.11,0.0,14.83,3.83,4229.65,17.85,0.0,0.0,0.0,3.44,8.08,new,4a,historical,2020,RefBldgMediumOffice
2_7_6_5,0.0,46.33,0.0,0.0,0.0,587.17,7542.54,3.69,0.0,0.0,0.0,233.76,0.06,new,4a,historical,2020,RefBldgMidriseApartment
2_7_7_4,0.0,205.34,0.13,0.0,14.33,7.0,4226.74,20.76,0.0,0.0,0.0,4.06,7.85,new,4a,historical,2020,RefBldgMediumOffice
2_7_7_5,0.0,42.45,0.03,0.0,0.0,782.83,7535.29,10.93,0.0,0.0,0.0,344.27,0.05,new,4a,historical,2020,RefBldgMidriseApartment
2_7_8_4,0.0,197.84,0.15,0.0,13.33,5.83,4225.42,22.08,0.0,0.0,0.0,4.19,7.44,new,4a,historical,2020,RefBldgMediumOffice
2_7_8_5,0.0,39.77,0.16,0.0,0.0,925.83,7526.59,19.64,0.0,0.0,0.0,428.8,0.05,new,4a,historical,2020,RefBldgMidriseApartment
2_7_9_4,0.0,223.43,0.09,0.0,14.83,3.33,4231.46,16.04,0.0,0.0,0.0,3.12,8.18,new,4a,historical,2020,RefBldgMediumOffice
2_7_9_5,0.0,49.07,0.0,0.0,0.0,493.67,7544.44,1.78,0.0,0.0,0.0,184.22,0.05,new,4a,historical,2020,RefBldgMidriseApartment
2_7_10_4,0.0,201.63,0.12,0.0,13.17,7.33,4226.6,20.9,0.0,0.0,0.0,4.1,7.43,new,4a,historical,2020,RefBldgMediumOffice
2_7_10_5,0.0,42.04,0.03,0.0,0.0,823.5,7534.23,11.99,0.0,0.0,0.0,364.84,0.05,new,4a,historical,2020,RefBldgMidriseApartment
2_7_11_4,0.0,181.02,0.18,0.0,13.17,9.17,4222.18,25.32,0.0,0.0,0.0,4.85,6.85,new,4a,historical,2020,RefBldgMediumOffice
2_7_11_5,0.0,34.41,1.53,0.0,0.0,1200.0,7491.33,54.89,0.0,0.0,0.0,680.08,0.05,new,4a,historical,2020,RefBldgMidriseApartment
2_7_12_4,0.0,155.84,0.26,0.0,11.83,24.33,4216.06,31.44,0.0,0.0,0.0,8.7,6.23,new,4a,historical,2020,RefBldgMediumOffice
2_7_12_5,0.0,25.44,11.95,0.0,0.0,1736.83,7376.21,161.52,8.49,0.0,0.0,1233.15,0.04,new,4a,historical,2020,RefBldgMidriseApartment
2_8_0_4,0.0,280.51,0.13,0.0,12.83,31.0,4246.99,0.51,0.0,0.0,0.0,5.91,6.05,new,4b,historical,2020,RefBldgMediumOffice
2_8_0_5,0.0,87.62,0.0,0.0,0.0,28.17,7546.22,0.0,0.0,0.0,0.0,10.77,0.04,new,4b,historical,2020,RefBldgMidriseApartment
2_8_1_4,0.0,204.78,0.52,0.0,9.5,52.67,4242.32,5.18,0.0,0.0,0.0,10.94,4.67,new,4b,historical,2020,RefBldgMediumOffice
2_8_1_5,0.0,55.84,0.0,0.0,0.0,349.17,7546.22,0.0,0.0,0.0,0.0,95.13,0.03,new,4b,historical,2020,RefBldgMidriseApartment
2_8_2_4,0.0,195.31,0.58,0.0,8.83,50.33,4240.57,6.93,0.0,0.0,0.0,10.94,4.48,new,4b,historical,2020,RefBldgMediumOffice
2_8_2_5,0.0,51.02,0.0,0.0,0.0,469.17,7546.22,0.0,0.0,0.0,0.0,121.71,0.03,new,4b,historical,2020,RefBldgMidriseApartment
2_8_3_4,0.0,192.85,0.65,0.0,8.5,49.83,4240.03,7.47,0.0,0.0,0.0,11.03,4.4,new,4b,historical,2020,RefBldgMediumOffice
2_8_3_5,0.0,49.49,0.0,0.0,0.0,501.0,7546.22,0.0,0.0,0.0,0.0,131.07,0.03,new,4b,historical,2020,RefBldgMidriseApartment
2_8_4_4,0.0,191.78,0.66,0.0,8.5,50.0,4240.44,7.06,0.0,0.0,0.0,10.88,4.36,new,4b,historical,2020,RefBldgMediumOffice
2_8_4_5,0.0,48.75,0.0,0.0,0.0,475.83,7546.22,0.0,0.0,0.0,0.0,126.42,0.03,new,4b,historical,2020,RefBldgMidriseApartment
2_8_5_4,0.0,208.97,0.51,0.0,9.5,48.83,4241.65,5.85,0.0,0.0,0.0,10.29,4.87,new,4b,historical,2020,RefBldgMediumOffice
2_8_5_5,0.0,58.15,0.0,0.0,0.0,264.0,7546.22,0.0,0.0,0.0,0.0,73.57,0.03,new,4b,historical,2020,RefBldgMidriseApartment
2_8_6_4,0.0,190.38,0.71,0.0,9.17,57.17,4239.02,8.48,0.0,0.0,0.0,11.85,4.48,new,4b,historical,2020,RefBldgMediumOffice
2_8_6_5,0.0,51.19,0.0,0.0,0.0,527.67,7546.22,0.0,0.0,0.0,0.0,129.1,0.03,new,4b,historical,2020,RefBldgMidriseApartment
2_8_7_4,0.0,173.97,0.79,0.0,8.0,64.67,4236.96,10.54,0.0,0.0,0.0,13.01,4.24,new,4b,historical,2020,RefBldgMediumOffice
2_8_7_5,0.0,43.66,0.0,0.0,0.0,734.83,7546.22,0.0,0.0,0.0,0.0,185.53,0.03,new,4b,historical,2020,RefBldgMidriseApartment
2_8_8_4,0.0,163.25,0.78,0.0,7.83,64.67,4235.25,12.25,0.0,0.0,0.0,14.24,3.96,new,4b,historical,2020,RefBldgMediumOffice
2_8_8_5,0.0,39.72,0.0,0.0,0.0,919.17,7546.22,0.0,0.0,0.0,0.0,246.51,0.03,new,4b,historical,2020,RefBldgMidriseApartment
2_8_9_4,0.0,197.85,0.62,0.0,9.5,50.5,4240.42,7.08,0.0,0.0,0.0,10.68,4.67,new,4b,historical,2020,RefBldgMediumOffice
2_8_9_5,0.0,53.39,0.0,0.0,0.0,353.67,7546.22,0.0,0.0,0.0,0.0,88.3,0.03,new,4b,historical,2020,RefBldgMidriseApartment
2_8_10_4,0.0,166.5,0.88,0.0,8.0,70.33,4235.97,11.53,0.0,0.0,0.0,14.31,4.15,new,4b,historical,2020,RefBldgMediumOffice
2_8_10_5,0.0,40.44,0.0,0.0,0.0,836.83,7546.22,0.0,0.0,0.0,0.0,205.88,0.03,new,4b,historical,2020,RefBldgMidriseApartment
2_8_11_4,0.0,140.1,1.28,0.0,6.33,88.17,4231.45,16.05,0.0,0.0,0.0,19.12,3.53,new,4b,historical,2020,RefBldgMediumOffice
2_8_11_5,0.0,30.25,0.0,0.0,0.0,1421.0,7546.22,0.01,0.0,0.0,0.0,450.36,0.03,new,4b,historical,2020,RefBldgMidriseApartment
2_8_12_4,0.0,114.72,1.8,0.0,4.83,113.5,4230.34,17.16,0.0,0.0,0.0,24.56,3.0,new,4b,historical,2020,RefBldgMediumOffice
2_8_12_5,0.0,21.88,0.18,0.0,0.0,2132.33,7519.51,26.71,0.0,0.0,0.0,998.19,0.03,new,4b,historical,2020,RefBldgMidriseApartment
2_9_0_4,0.0,595.83,0.0,0.0,12.17,0.0,4247.43,0.07,0.0,0.0,0.0,0.03,5.1,new,4c,historical,2020,RefBldgMediumOffice
2_9_0_5,0.0,371.11,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.28,0.06,new,4c,historical,2020,RefBldgMidriseApartment
2_9_1_4,0.0,475.63,0.01,0.0,7.67,0.0,4246.45,1.05,0.0,0.0,0.0,0.17,3.67,new,4c,historical,2020,RefBldgMediumOffice
2_9_1_5,0.0,222.2,0.0,0.0,0.0,55.0,7546.22,0.0,0.0,0.0,0.0,11.69,0.04,new,4c,historical,2020,RefBldgMidriseApartment
2_9_2_4,0.0,461.33,0.02,0.0,7.33,0.0,4246.36,1.14,0.0,0.0,0.0,0.19,3.55,new,4c,historical,2020,RefBldgMediumOffice
2_9_2_5,0.0,206.09,0.0,0.0,0.0,69.33,7546.22,0.0,0.0,0.0,0.0,14.59,0.04,new,4c,historical,2020,RefBldgMidriseApartment
2_9_3_4,0.0,460.34,0.02,0.0,7.33,0.0,4246.22,1.28,0.0,0.0,0.0,0.22,3.5,new,4c,historical,2020,RefBldgMediumOffice
2_9_3_5,0.0,209.84,0.0,0.0,0.0,84.33,7546.22,0.0,0.0,0.0,0.0,18.15,0.04,new,4c,historical,2020,RefBldgMidriseApartment
2_9_4_4,0.0,462.31,0.02,0.0,7.67,0.0,4245.87,1.63,0.0,0.0,0.0,0.3,3.59,new,4c,historical,2020,RefBldgMediumOffice
2_9_4_5,0.0,212.84,0.0,0.0,0.0,102.67,7546.22,0.0,0.0,0.0,0.0,23.6,0.04,new,4c,historical,2020,RefBldgMidriseApartment
2_9_5_4,0.0,476.15,0.01,0.0,8.5,0.0,4246.87,0.63,0.0,0.0,0.0,0.13,3.83,new,4c,historical,2020,RefBldgMediumOffice
2_9_5_5,0.0,223.58,0.0,0.0,0.0,38.33,7546.22,0.0,0.0,0.0,0.0,7.94,0.04,new,4c,historical,2020,RefBldgMidriseApartment
2_9_6_4,0.0,446.62,0.02,0.0,7.67,0.0,4246.21,1.29,0.0,0.0,0.0,0.22,3.52,new,4c,historical,2020,RefBldgMediumOffice
2_9_6_5,0.0,194.85,0.0,0.0,0.0,77.17,7546.22,0.0,0.0,0.0,0.0,16.31,0.04,new,4c,historical,2020,RefBldgMidriseApartment
2_9_7_4,0.0,423.29,0.03,0.0,7.0,0.0,4245.43,2.07,0.0,0.0,0.0,0.46,3.26,new,4c,historical,2020,RefBldgMediumOffice
2_9_7_5,0.0,175.12,0.0,0.0,0.0,133.5,7546.22,0.0,0.0,0.0,0.0,35.17,0.04,new,4c,historical,2020,RefBldgMidriseApartment
2_9_8_4,0.0,407.19,0.04,0.0,6.67,0.0,4245.15,2.35,0.0,0.0,0.0,0.53,3.03,new,4c,historical,2020,RefBldgMediumOffice
2_9_8_5,0.0,160.91,0.0,0.0,0.0,148.67,7546.22,0.0,0.0,0.0,0.0,39.41,0.04,new,4c,historical,2020,RefBldgMidriseApartment
2_9_9_4,0.0,458.28,0.02,0.0,7.33,0.0,4246.43,1.07,0.0,0.0,0.0,0.18,3.57,new,4c,historical,2020,RefBldgMediumOffice
2_9_9_5,0.0,208.5,0.0,0.0,0.0,59.0,7546.22,0.0,0.0,0.0,0.0,12.18,0.04,new,4c,historical,2020,RefBldgMidriseApartment
2_9_10_4,0.0,409.62,0.04,0.0,6.67,0.0,4245.31,2.19,0.0,0.0,0.0,0.5,3.14,new,4c,historical,2020,RefBldgMediumOffice
2_9_10_5,0.0,160.36,0.0,0.0,0.0,143.5,7546.22,0.0,0.0,0.0,0.0,36.46,0.04,new,4c,historical,2020,RefBldgMidriseApartment
2_9_11_4,0.0,366.64,0.08,0.0,5.67,0.33,4243.35,4.15,0.0,0.0,0.0,0.73,2.76,new,4c,historical,2020,RefBldgMediumOffice
2_9_11_5,0.0,126.62,0.0,0.0,0.0,275.33,7545.98,0.25,0.0,0.0,0.0,88.86,0.03,new,4c,historical,2020,RefBldgMidriseApartment
2_9_12_4,0.0,319.95,0.12,0.0,4.67,1.0,4241.03,6.47,0.0,0.0,0.0,1.38,2.33,new,4c,historical,2020,RefBldgMediumOffice
2_9_12_5,0.0,94.49,0.07,0.0,0.0,550.83,7538.46,7.76,0.0,0.0,0.0,205.39,0.03,new,4c,historical,2020,RefBldgMidriseApartment
2_10_0_4,0.0,412.5,0.29,0.0,21.33,0.17,4241.94,5.56,0.0,0.0,0.0,1.15,10.92,new,5a,historical,2020,RefBldgMediumOffice
2_10_0_5,0.0,189.9,0.0,0.0,0.0,9.0,7546.22,0.0,0.0,0.0,0.0,4.68,0.08,new,5a,historical,2020,RefBldgMidriseApartment
2_10_1_4,0.0,323.6,0.47,0.0,18.0,1.33,4237.82,9.68,0.0,0.0,0.0,2.01,9.61,new,5a,historical,2020,RefBldgMediumOffice
2_10_1_5,0.0,134.33,0.02,0.0,0.0,272.67,7541.22,5.0,0.0,0.0,0.0,110.25,0.07,new,5a,historical,2020,RefBldgMidriseApartment
2_10_2_4,0.0,310.19,0.48,0.0,18.0,3.67,4236.75,10.75,0.0,0.0,0.0,2.2,9.44,new,5a,historical,2020,RefBldgMediumOffice
2_10_2_5,0.0,122.74,0.33,0.0,0.0,346.0,7533.99,12.23,0.0,0.0,0.0,155.93,0.07,new,5a,historical,2020,RefBldgMidriseApartment
2_10_3_4,0.0,306.43,0.51,0.0,17.33,8.33,4236.29,11.21,0.0,0.0,0.0,2.73,9.21,new,5a,historical,2020,RefBldgMediumOffice
2_10_3_5,0.0,119.67,0.6,0.0,0.0,383.17,7530.41,15.81,0.0,0.0,0.0,176.79,0.07,new,5a,historical,2020,RefBldgMidriseApartment
2_10_4_4,0.0,303.26,0.54,0.0,17.5,10.33,4236.3,11.2,0.0,0.0,0.0,3.29,9.25,new,5a,historical,2020,RefBldgMediumOffice
2_10_4_5,0.0,114.1,0.9,0.0,0.0,408.5,7526.82,19.25,0.15,0.0,0.0,196.08,0.07,new,5a,historical,2020,RefBldgMidriseApartment
2_10_5_4,0.0,323.09,0.43,0.0,18.67,2.17,4238.28,9.22,0.0,0.0,0.0,2.05,9.52,new,5a,historical,2020,RefBldgMediumOffice
2_10_5_5,0.0,127.84,0.0,0.0,0.0,205.17,7545.75,0.48,0.0,0.0,0.0,72.64,0.07,new,5a,historical,2020,RefBldgMidriseApartment
2_10_6_4,0.0,298.18,0.53,0.0,17.67,2.67,4235.33,12.17,0.0,0.0,0.0,2.39,9.28,new,5a,historical,2020,RefBldgMediumOffice
2_10_6_5,0.0,110.32,0.16,0.0,0.0,357.0,7536.68,9.54,0.0,0.0,0.0,149.68,0.07,new,5a,historical,2020,RefBldgMidriseApartment
2_10_7_4,0.0,279.62,0.56,0.0,17.17,8.67,4233.87,13.63,0.0,0.0,0.0,2.93,9.05,new,5a,historical,2020,RefBldgMediumOffice
2_10_7_5,0.0,96.47,1.15,0.0,0.0,540.0,7524.3,21.73,0.2,0.0,0.0,232.12,0.08,new,5a,historical,2020,RefBldgMidriseApartment
2_10_8_4,0.0,270.64,0.64,0.0,16.5,14.33,4232.07,15.43,0.0,0.0,0.0,4.11,8.76,new,5a,historical,2020,RefBldgMediumOffice
2_10_8_5,0.0,94.03,2.1,0.0,0.0,645.33,7515.67,30.1,0.45,0.0,0.0,286.93,0.07,new,5a,historical,2020,RefBldgMidriseApartment
2_10_9_4,0.0,309.73,0.43,0.0,18.17,2.0,4237.59,9.91,0.0,0.0,0.0,2.07,9.32,new,5a,historical,2020,RefBldgMediumOffice
2_10_9_5,0.0,116.72,0.0,0.0,0.0,247.5,7544.94,1.28,0.0,0.0,0.0,86.82,0.06,new,5a,historical,2020,RefBldgMidriseApartment
2_10_10_4,0.0,270.46,0.52,0.0,16.5,4.17,4232.73,14.77,0.0,0.0,0.0,2.62,8.7,new,5a,historical,2020,RefBldgMediumOffice
2_10_10_5,0.0,89.93,0.75,0.0,0.0,517.0,7527.47,18.75,0.0,0.0,0.0,219.23,0.06,new,5a,historical,2020,RefBldgMidriseApartment
2_10_11_4,0.0,234.83,0.66,0.0,15.17,43.0,4226.05,21.45,0.0,0.0,0.0,13.48,8.19,new,5a,historical,2020,RefBldgMediumOffice
2_10_11_5,0.0,68.47,9.23,0.0,0.0,978.5,7478.6,61.68,5.94,0.0,0.0,511.95,0.05,new,5a,historical,2020,RefBldgMidriseApartment
2_10_12_4,0.0,198.3,2.32,0.0,13.5,99.33,4212.31,35.19,0.0,0.0,0.0,69.55,7.46,new,5a,historical,2020,RefBldgMediumOffice
2_10_12_5,0.0,49.71,39.88,0.0,0.0,1588.5,7369.01,140.18,35.77,1.26,0.0,1060.29,0.06,new,5a,historical,2020,RefBldgMidriseApartment
2_11_0_4,0.0,492.18,0.0,0.0,14.33,0.0,4247.45,0.05,0.0,0.0,0.0,0.69,7.92,new,5b,historical,2020,RefBldgMediumOffice
2_11_0_5,0.0,326.46,0.0,0.0,0.0,0.0,7546.22,0.0,0.0,0.0,0.0,0.88,0.06,new,5b,historical,2020,RefBldgMidriseApartment
2_11_1_4,0.0,395.78,0.0,0.0,11.33,0.0,4246.19,1.31,0.0,0.0,0.0,1.42,6.48,new,5b,historical,2020,RefBldgMediumOffice
2_11_1_5,0.0,239.56,0.0,0.0,0.0,21.5,7546.22,0.0,0.0,0.0,0.0,6.34,0.04,new,5b,historical,2020,RefBldgMidriseApartment
2_11_2_4,0.0,381.45,0.0,0.0,11.33,0.5,4245.9,1.6,0.0,0.0,0.0,1.51,6.38,new,5b,historical,2020,RefBldgMediumOffice
2_11_2_5,0.0,226.7,0.0,0.0,0.0,35.67,7546.22,0.0,0.0,0.0,0.0,9.16,0.05,new,5b,historical,2020,RefBldgMidriseApartment
2_11_3_4,0.0,378.5,0.0,0.0,10.83,0.17,4245.81,1.69,0.0,0.0,0.0,1.56,6.34,new,5b,historical,2020,RefBldgMediumOffice
2_11_3_5,0.0,224.64,0.0,0.0,0.0,39.5,7546.22,0.0,0.0,0.0,0.0,10.9,0.05,new,5b,historical,2020,RefBldgMidriseApartment
2_11_4_4,0.0,381.08,0.0,0.0,10.67,0.17,4245.69,1.81,0.0,0.0,0.0,1.62,6.33,new,5b,historical,2020,RefBldgMediumOffice
2_11_4_5,0.0,228.69,0.0,0.0,0.0,42.67,7546.22,0.0,0.0,0.0,0.0,11.08,0.05,new,5b,historical,2020,RefBldgMidriseApartment
2_11_5_4,0.0,393.54,0.0,0.0,12.0,0.0,4246.19,1.31,0.0,0.0,0.0,1.4,6.68,new,5b,historical,2020,RefBldgMediumOffice
2_11_5_5,0.0,238.62,0.0,0.0,0.0,15.67,7546.22,0.0,0.0,0.0,0.0,5.48,0.05,new,5b,historical,2020,RefBldgMidriseApartment
2_11_6_4,0.0,367.15,0.01,0.0,11.0,0.5,4245.3,2.2,0.0,0.0,0.0,1.72,6.33,new,5b,historical,2020,RefBldgMediumOffice
2_11_6_5,0.0,217.73,0.0,0.0,0.0,36.33,7546.22,0.0,0.0,0.0,0.0,9.98,0.05,new,5b,historical,2020,RefBldgMidriseApartment
2_11_7_4,0.0,347.05,0.02,0.0,10.67,1.0,4243.68,3.82,0.0,0.0,0.0,2.07,6.18,new,5b,historical,2020,RefBldgMediumOffice
2_11_7_5,0.0,200.9,0.0,0.0,0.0,59.33,7546.22,0.0,0.0,0.0,0.0,16.02,0.05,new,5b,historical,2020,RefBldgMidriseApartment
2_11_8_4,0.0,333.54,0.02,0.0,10.33,2.5,4242.25,5.25,0.0,0.0,0.0,2.41,5.93,new,5b,historical,2020,RefBldgMediumOffice
2_11_8_5,0.0,189.73,0.0,0.0,0.0,80.67,7546.22,0.0,0.0,0.0,0.0,21.65,0.05,new,5b,historical,2020,RefBldgMidriseApartment
2_11_9_4,0.0,379.69,0.01,0.0,11.33,0.17,4245.81,1.69,0.0,0.0,0.0,1.55,6.51,new,5b,historical,2020,RefBldgMediumOffice
2_11_9_5,0.0,225.09,0.0,0.0,0.0,18.5,7546.22,0.0,0.0,0.0,0.0,6.37,0.04,new,5b,historical,2020,RefBldgMidriseApartment
2_11_10_4,0.0,338.17,0.02,0.0,10.33,1.17,4243.45,4.05,0.0,0.0,0.0,2.08,6.14,new,5b,historical,2020,RefBldgMediumOffice
2_11_10_5,0.0,189.81,0.0,0.0,0.0,58.67,7546.22,0.0,0.0,0.0,0.0,15.81,0.05,new,5b,historical,2020,RefBldgMidriseApartment
2_11_11_4,0.0,300.65,0.04,0.0,9.67,2.67,4238.93,8.57,0.0,0.0,0.0,3.22,5.6,new,5b,historical,2020,RefBldgMediumOffice
2_11_11_5,0.0,159.74,0.0,0.0,0.0,187.0,7546.22,0.0,0.0,0.0,0.0,41.63,0.04,new,5b,historical,2020,RefBldgMidriseApartment
2_11_12_4,0.0,258.18,0.11,0.0,7.83,4.0,4232.51,14.99,0.0,0.0,0.0,5.0,4.95,new,5b,historical,2020,RefBldgMediumOffice
2_11_12_5,0.0,123.46,0.0,0.0,0.0,622.83,7546.22,0.0,0.0,0.0,0.0,117.23,0.04,new,5b,historical,2020,RefBldgMidriseApartment
2_12_0_4,0.0,542.47,0.05,0.0,25.17,0.83,4242.62,4.88,0.0,0.0,0.0,1.18,13.7,new,6a,historical,2020,RefBldgMediumOffice
2_12_0_5,0.0,271.93,0.0,0.0,0.0,10.17,7546.22,0.0,0.0,0.0,0.0,2.62,0.11,new,6a,historical,2020,RefBldgMidriseApartment
2_12_1_4,0.0,457.7,0.06,0.0,22.0,1.0,4238.72,8.78,0.0,0.0,0.0,1.66,12.03,new,6a,historical,2020,RefBldgMediumOffice
2_12_1_5,0.0,214.6,0.0,0.0,0.0,195.0,7545.94,0.28,0.0,0.0,0.0,51.65,0.09,new,6a,historical,2020,RefBldgMidriseApartment
2_12_2_4,0.0,443.54,0.07,0.0,22.17,4.0,4236.69,10.81,0.0,0.0,0.0,2.27,12.03,new,6a,historical,2020,RefBldgMediumOffice
2_12_2_5,0.0,205.43,0.0,0.0,0.0,269.17,7544.07,2.15,0.0,0.0,0.0,73.84,0.08,new,6a,historical,2020,RefBldgMidriseApartment
2_12_3_4,0.0,443.39,0.08,0.0,22.17,7.33,4236.31,11.19,0.0,0.0,0.0,2.59,11.77,new,6a,historical,2020,RefBldgMediumOffice
2_12_3_5,0.0,209.14,0.0,0.0,0.0,285.83,7543.33,2.89,0.0,0.0,0.0,82.21,0.07,new,6a,historical,2020,RefBldgMidriseApartment
2_12_4_4,0.0,446.11,0.07,0.0,22.17,4.33,4236.92,10.58,0.0,0.0,0.0,2.18,11.98,new,6a,historical,2020,RefBldgMediumOffice
2_12_4_5,0.0,207.01,0.0,0.0,0.0,267.5,7543.73,2.49,0.0,0.0,0.0,76.53,0.09,new,6a,historical,2020,RefBldgMidriseApartment
2_12_5_4,0.0,451.44,0.06,0.0,22.0,0.83,4238.94,8.56,0.0,0.0,0.0,1.73,12.29,new,6a,historical,2020,RefBldgMediumOffice
2_12_5_5,0.0,204.3,0.0,0.0,0.0,130.83,7546.22,0.0,0.0,0.0,0.0,32.77,0.08,new,6a,historical,2020,RefBldgMidriseApartment
2_12_6_4,0.0,431.75,0.06,0.0,22.17,1.17,4237.69,9.81,0.0,0.0,0.0,1.81,11.8,new,6a,historical,2020,RefBldgMediumOffice
2_12_6_5,0.0,191.6,0.0,0.0,0.0,229.0,7546.06,0.16,0.0,0.0,0.0,57.47,0.09,new,6a,historical,2020,RefBldgMidriseApartment
