,1,5,25,50,75,95,99,date
0,279.169609375,279.597314453125,280.88133239746094,281.32928466796875,282.2912292480469,283.2857299804688,283.49537841796877,2015-01-01
1,277.1768511962891,278.28721008300784,281.6211242675781,283.3231506347656,283.51084899902344,283.762646484375,283.8269677734375,2015-02-01
2,281.6003253173828,281.7969146728516,282.4141845703125,284.4267578125,285.6740417480469,286.5364044189453,286.82861877441405,2015-03-01
3,284.75662292480473,285.241244506836,286.9010467529297,287.19976806640625,287.9109344482422,288.385498046875,288.497705078125,2015-04-01
4,287.2268817138672,287.34253845214846,287.86094665527344,290.2019348144531,290.6727600097656,291.04619140625,291.158017578125,2015-05-01
5,291.6182049560547,291.6928314208984,292.69911193847656,294.21307373046875,294.947265625,297.8957000732422,298.83641540527344,2015-06-01
6,293.5086096191406,293.9898254394531,296.0064697265625,298.25872802734375,299.2482147216797,302.5589141845703,303.5065582275391,2015-07-01
7,294.0578289794922,294.3277191162109,297.34535217285156,300.0620422363281,300.67095947265625,302.71409606933594,303.4012908935547,2015-08-01
8,292.80226623535157,292.90854797363284,293.3859558105469,294.2660217285156,294.75665283203125,296.66856689453124,297.16938232421876,2015-09-01
9,287.7876501464844,287.86061401367186,288.31398010253906,288.7156982421875,290.570556640625,292.64630432128905,293.0757452392578,2015-10-01
10,283.6136016845703,283.71229553222656,284.108642578125,284.2821044921875,285.6963348388672,286.7091979980469,287.0324890136719,2015-11-01
11,275.6504614257812,276.99205322265624,281.7284698486328,282.79583740234375,283.78489685058594,284.7137512207031,284.98984497070313,2015-12-01
12,277.65913146972656,278.1905548095703,280.45176696777344,281.7835693359375,282.813720703125,283.08110961914065,283.1296984863281,2016-01-01
13,281.22977355957033,281.25348205566405,281.64906311035156,282.12255859375,282.6925048828125,284.1885681152344,284.6872741699219,2016-02-01
14,282.52156433105466,282.6913177490234,283.34080505371094,284.3674621582031,285.6339111328125,286.2337615966797,286.4039544677735,2016-03-01
15,286.17337890625,286.29523925781245,286.72174072265625,286.8463134765625,287.20213317871094,288.7967864990234,289.3157293701172,2016-04-01
16,287.09939147949217,287.67969665527346,289.5551300048828,290.0459289550781,291.5596008300781,292.6322845458984,292.6744793701172,2016-05-01
17,292.3055780029297,293.33428649902345,297.0249328613281,298.0304870605469,299.1295471191406,299.6687438964844,299.6719079589844,2016-06-01
18,293.0355908203125,293.74973144531253,296.7576141357422,299.7137756347656,300.0785369873047,301.21315002441406,301.5720733642578,2016-07-01
19,295.4680017089844,295.8280456542969,297.0481414794922,297.465576171875,300.4171447753906,301.8484649658203,302.27440490722654,2016-08-01
20,293.82129516601566,294.0572814941406,295.02210998535156,295.56201171875,297.68896484375,298.225634765625,298.4071875,2016-09-01
21,286.67274169921876,287.09197998046875,288.8103790283203,289.45526123046875,290.5617218017578,292.35817871093747,292.96165039062504,2016-10-01
22,279.4194989013672,280.5691741943359,284.06846618652344,284.4633483886719,284.70191955566406,285.13377380371094,285.2244842529297,2016-11-01
23,278.7444848632813,279.15418701171876,281.01361083984375,281.7821960449219,282.64378356933594,284.4574005126953,284.9752447509766,2016-12-01
24,280.35304382324216,280.4732269287109,281.3870544433594,282.3330078125,282.5965118408203,284.11976623535156,284.56094055175777,2017-01-01
25,279.91779296875,279.9987548828125,280.3589172363281,280.71551513671875,282.5653991699219,283.3221435546875,283.5048828125,2017-02-01
26,282.3895135498047,282.8538177490234,284.2764587402344,284.6651306152344,285.3170166015625,285.4615539550781,285.50803344726563,2017-03-01
27,284.6889080810547,284.7168792724609,284.9486846923828,286.7884826660156,287.69622802734375,287.9203399658203,287.97564514160155,2017-04-01
28,287.93077514648434,288.13251342773435,289.1811828613281,290.7939147949219,291.1471252441406,291.6788269042969,291.7580310058594,2017-05-01
29,292.5546697998047,292.5631439208984,293.0772705078125,295.2397155761719,296.17445373535156,299.4571472167969,300.2777087402344,2017-06-01
30,294.8736053466797,295.63316345214844,298.5364227294922,302.1000061035156,304.3280944824219,309.89105834960935,311.0812145996094,2017-07-01
31,295.83385803222654,296.06809387207034,297.45574951171875,298.75286865234375,302.5928497314453,303.37038269042966,303.57444274902343,2017-08-01
32,293.0803063964844,293.2704284667969,294.28428649902344,294.75079345703125,295.5197296142578,296.10772705078125,296.1219360351563,2017-09-01
33,287.44924804687497,287.565087890625,288.03660583496094,289.166748046875,290.00494384765625,291.1950744628906,291.48296020507814,2017-10-01
34,282.17286987304686,282.3216247558594,283.7445373535156,285.1172180175781,285.404296875,285.6427703857422,285.65697204589844,2017-11-01
