,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,date_range,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
0,-8.3,89.66235831539514,99443.392551396,-9.7,0,1986-01-01 00:00:00-06:00,1,0,0.0,0.45694050991501417,Neither,0,0.0,0.0,0.0,9,9,2.60143086330602
1,-7.8,89.66235831539514,99543.392551396,-9.2,0,1986-01-01 01:00:00-06:00,1,1,0.0,0.45694050991501417,Neither,1,0.0,0.0,0.0,10,10,2.60143086330602
2,-7.2,89.66235831539514,99443.392551396,-8.6,0,1986-01-01 02:00:00-06:00,1,2,0.0,0.45694050991501417,Neither,2,0.0,0.0,0.0,10,10,2.101155697285632
3,-7.2,89.66235831539514,99443.392551396,-8.6,0,1986-01-01 03:00:00-06:00,1,3,0.0,0.45694050991501417,Neither,3,0.0,0.0,0.0,10,10,2.60143086330602
4,-6.7,89.66235831539514,99443.392551396,-8.1,0,1986-01-01 04:00:00-06:00,1,4,0.0,0.45694050991501417,Neither,4,0.0,0.0,0.0,10,10,2.60143086330602
5,-6.7,89.66235831539514,99443.392551396,-8.1,0,1986-01-01 05:00:00-06:00,1,5,0.0,0.45694050991501417,Sunrise,5,0.0,0.0,0.0,10,10,2.60143086330602
6,-6.7,94.5753642504853,99443.392551396,-7.4,0,1986-01-01 06:00:00-06:00,1,6,0.0,0.45694050991501417,Neither,6,0.12790697674418605,0.0,0.0,10,10,3.1017060293264085
7,-6.1,94.5753642504853,99443.392551396,-6.8,11,1986-01-01 07:00:00-06:00,1,7,0.2558139534883721,0.45694050991501417,Neither,7,0.23728813559322035,11.0,0.0,8,8,2.60143086330602
8,-5.1,87.20585534785008,99443.392551396,-6.9,112,1986-01-01 08:00:00-06:00,1,8,0.4745762711864407,0.45694050991501417,Neither,8,0.4181508791832104,112.0,0.0,0,0,3.1017060293264085
9,-2.9,73.69508902635218,99443.392551396,-6.9,238,1986-01-01 09:00:00-06:00,1,9,0.5804878048780487,0.45694050991501417,Neither,9,0.5499058380414312,151.8858264598982,511.68402242106066,2,0,5.703136892632429
10,-1.3,77.37984347766978,99343.392551396,-4.7,332,1986-01-01 10:00:00-06:00,1,10,0.6252354048964218,0.45694050991501417,Neither,10,0.5905823119144897,95.50146735343296,812.3811528514116,0,0,5.703136892632429
11,0.3,77.37984347766978,99243.392551396,-3.2,355,1986-01-01 11:00:00-06:00,1,11,0.6006768189509306,0.45694050991501417,Neither,11,0.5045972246325112,60.134207924817474,782.4514886001716,6,2,5.703136892632429
12,1.4,77.37984347766978,99143.392551396,-2.1,225,1986-01-01 12:00:00-06:00,1,12,0.3839590443686007,0.45694050991501417,Neither,12,0.469912052886318,182.0478566752684,102.4329739360284,10,8,5.20286172661204
13,2.5,74.92334051012472,99143.392551396,-1.5,175,1986-01-01 13:00:00-06:00,1,13,0.3391472868217054,0.45694050991501417,Neither,13,0.3409432527542485,162.9522782523764,28.99096972657356,10,9,4.102256361367185
14,2.5,78.60809496144232,99143.392551396,-0.8,115,1986-01-01 14:00:00-06:00,1,14,0.2979274611398964,0.45694050991501417,Sunset,14,0.3391472868217054,115.0,0.0,9,9,3.1017060293264085
15,2.5,84.749352380305,99143.392551396,0.2,46,1986-01-01 15:00:00-06:00,1,15,0.22330097087378642,0.45694050991501417,Neither,15,0.22896373056994818,46.0,0.0,10,10,1.5008254980611655
16,2.5,84.749352380305,99143.392551396,0.2,4,1986-01-01 16:00:00-06:00,1,16,0.16,0.45694050991501417,Neither,16,0.11165048543689321,4.0,0.0,10,10,0.0
17,1.9,88.43410683162261,99143.392551396,0.2,0,1986-01-01 17:00:00-06:00,1,17,0.0,0.45694050991501417,Neither,17,0.08,0.0,0.0,10,10,0.0
18,1.4,92.11886128294022,99143.392551396,0.3,0,1986-01-01 18:00:00-06:00,1,18,0.0,0.45694050991501417,Neither,18,0.0,0.0,0.0,10,10,2.101155697285632
19,2.5,88.43410683162261,99143.392551396,0.8,0,1986-01-01 19:00:00-06:00,1,19,0.0,0.45694050991501417,Neither,19,0.0,0.0,0.0,10,10,2.60143086330602
20,1.9,95.80361573425783,99043.392551396,1.3,0,1986-01-01 20:00:00-06:00,1,20,0.0,0.45694050991501417,Neither,20,0.0,0.0,0.0,10,10,0.0
21,2.5,92.11886128294022,99043.392551396,1.4,0,1986-01-01 21:00:00-06:00,1,21,0.0,0.45694050991501417,Neither,21,0.0,0.0,0.0,10,10,2.60143086330602
22,1.9,95.80361573425783,98943.392551396,1.3,0,1986-01-01 22:00:00-06:00,1,22,0.0,0.45694050991501417,Neither,22,0.0,0.0,0.0,6,6,2.60143086330602
23,1.9,88.43410683162261,98943.392551396,0.2,0,1986-01-01 23:00:00-06:00,1,23,0.0,0.45694050991501417,Neither,23,0.0,0.0,0.0,3,3,2.60143086330602
24,-0.2,100.0,98943.392551396,-0.2,0,1986-01-02 00:00:00-06:00,2,0,0.0,0.28039492242595204,Neither,24,0.0,0.0,0.0,2,2,2.101155697285632
25,0.8,95.80361573425783,98943.392551396,0.2,0,1986-01-02 01:00:00-06:00,2,1,0.0,0.28039492242595204,Neither,25,0.0,0.0,0.0,4,3,3.1017060293264085
26,0.3,95.80361573425783,98843.392551396,-0.3,0,1986-01-02 02:00:00-06:00,2,2,0.0,0.28039492242595204,Neither,26,0.0,0.0,0.0,2,2,2.60143086330602
27,0.8,95.80361573425783,98843.392551396,0.2,0,1986-01-02 03:00:00-06:00,2,3,0.0,0.28039492242595204,Neither,27,0.0,0.0,0.0,8,6,2.101155697285632
28,2.5,88.43410683162261,98843.392551396,0.8,0,1986-01-02 04:00:00-06:00,2,4,0.0,0.28039492242595204,Neither,28,0.0,0.0,0.0,10,8,3.601981195346797
29,2.5,88.43410683162261,98843.392551396,0.8,0,1986-01-02 05:00:00-06:00,2,5,0.0,0.28039492242595204,Sunrise,29,0.0,0.0,0.0,10,8,3.1017060293264085
30,2.9,84.749352380305,98943.392551396,0.6,0,1986-01-02 06:00:00-06:00,2,6,0.0,0.28039492242595204,Neither,30,0.08139534883720931,0.0,0.0,10,10,2.60143086330602
31,2.9,84.749352380305,98843.392551396,0.6,7,1986-01-02 07:00:00-06:00,2,7,0.16279069767441862,0.28039492242595204,Neither,31,0.09322033898305085,7.0,0.0,10,10,2.60143086330602
32,3.5,84.749352380305,98943.392551396,1.2,44,1986-01-02 08:00:00-06:00,2,8,0.1864406779661017,0.28039492242595204,Neither,32,0.22773681225184345,44.0,0.0,10,10,3.601981195346797
