,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,date_range,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
0,-5.1,86.90514487255726,99028.16759752261,-6.9,0,2004-01-01 00:00:00-06:00,1,0,0.0,0.1886356128179716,Neither,0,0.0,0.0,0.0,6,5,4.563621617066512
1,-4.6,86.90514487255726,99028.16759752261,-6.4,0,2004-01-01 01:00:00-06:00,1,1,0.0,0.1886356128179716,Neither,1,0.0,0.0,0.0,8,5,4.007082395473035
2,-4.0,86.90514487255726,98928.16759752261,-5.9,0,2004-01-01 02:00:00-06:00,1,2,0.0,0.1886356128179716,Neither,2,0.0,0.0,0.0,10,9,5.788007904572162
3,-3.5,86.90514487255726,98828.16759752261,-5.4,0,2004-01-01 03:00:00-06:00,1,3,0.0,0.1886356128179716,Neither,3,0.0,0.0,0.0,10,10,5.120160838659989
4,-3.0,86.90514487255726,98728.16759752261,-4.9,0,2004-01-01 04:00:00-06:00,1,4,0.0,0.1886356128179716,Neither,4,0.0,0.0,0.0,10,10,6.901086347759117
5,-3.0,86.90514487255726,98728.16759752261,-4.9,0,2004-01-01 05:00:00-06:00,1,5,0.0,0.1886356128179716,Sunrise,5,0.0,0.0,0.0,9,4,8.01416479094607
6,-2.5,83.23309649766047,98528.16759752261,-4.9,0,2004-01-01 06:00:00-06:00,1,6,0.0,0.1886356128179716,Neither,6,0.0,0.0,0.0,8,5,8.01416479094607
7,-1.9,79.5610481227637,98428.16759752261,-5.0,0,2004-01-01 07:00:00-06:00,1,7,0.0,0.1886356128179716,Neither,7,0.0,0.0,0.0,9,8,8.570704012539547
8,-1.3,79.5610481227637,98328.16759752261,-4.4,0,2004-01-01 08:00:00-06:00,1,8,0.0,0.1886356128179716,Neither,8,0.11166666666666666,0.0,0.0,10,8,8.01416479094607
9,-0.2,75.8889997478669,98328.16759752261,-3.9,67,2004-01-01 09:00:00-06:00,1,9,0.22333333333333333,0.1886356128179716,Neither,9,0.12672811059907835,22.357099982525533,517.4845351212264,9,8,6.344547126165639
10,0.8,75.8889997478669,98228.16759752261,-3.0,110,2004-01-01 10:00:00-06:00,1,10,0.2534562211981567,0.1886356128179716,Neither,10,0.19565104166666666,81.88574442451466,131.8228965127008,10,10,7.457625569352594
11,1.3,77.11301587283249,98028.16759752261,-2.3,86,2004-01-01 11:00:00-06:00,1,11,0.16796875,0.1886356128179716,Neither,11,0.21084909358584583,86.0,0.0,10,10,8.01416479094607
12,2.4,80.78506424772928,97828.16759752261,-0.6,89,2004-01-01 12:00:00-06:00,1,12,0.16824196597353497,0.1886356128179716,Neither,12,0.1542323088842975,89.0,0.0,10,10,6.901086347759117
13,3.0,84.45711262262607,97728.16759752261,0.6,68,2004-01-01 13:00:00-06:00,1,13,0.14049586776859505,0.1886356128179716,Neither,13,0.20945079829019755,68.0,0.0,10,10,5.788007904572162
14,3.6,93.02522549738524,97828.16759752261,2.6,95,2004-01-01 14:00:00-06:00,1,14,0.25065963060686014,0.1886356128179716,Sunset,14,0.14049586776859505,95.0,0.0,10,10,4.563621617066512
15,3.6,100.0,97728.16759752261,3.6,54,2004-01-01 15:00:00-06:00,1,15,0.242152466367713,0.1886356128179716,Neither,15,0.1480570880307028,54.0,0.0,10,10,5.120160838659989
16,3.6,100.0,97728.16759752261,3.6,2,2004-01-01 16:00:00-06:00,1,16,0.045454545454545456,0.1886356128179716,Neither,16,0.1210762331838565,2.0,0.0,10,10,3.4505431738795584
17,3.6,100.0,97828.16759752261,3.6,0,2004-01-01 17:00:00-06:00,1,17,0.0,0.1886356128179716,Neither,17,0.022727272727272728,0.0,0.0,10,10,2.894003952286081
18,3.6,100.0,97828.16759752261,3.6,0,2004-01-01 18:00:00-06:00,1,18,0.0,0.1886356128179716,Neither,18,0.0,0.0,0.0,10,10,0.0
19,3.0,100.0,97828.16759752261,3.0,0,2004-01-01 19:00:00-06:00,1,19,0.0,0.1886356128179716,Neither,19,0.0,0.0,0.0,3,3,2.337464730692604
20,1.9,100.0,97828.16759752261,1.9,0,2004-01-01 20:00:00-06:00,1,20,0.0,0.1886356128179716,Neither,20,0.0,0.0,0.0,0,0,1.6696176647804313
21,1.3,100.0,97928.16759752261,1.3,0,2004-01-01 21:00:00-06:00,1,21,0.0,0.1886356128179716,Neither,21,0.0,0.0,0.0,0,0,0.0
22,0.8,100.0,97928.16759752261,0.8,0,2004-01-01 22:00:00-06:00,1,22,0.0,0.1886356128179716,Neither,22,0.0,0.0,0.0,0,0,2.337464730692604
23,-0.8,100.0,97928.16759752261,-0.8,0,2004-01-01 23:00:00-06:00,1,23,0.0,0.1886356128179716,Neither,23,0.0,0.0,0.0,5,5,0.0
24,-1.3,100.0,97828.16759752261,-1.3,0,2004-01-02 00:00:00-06:00,2,0,0.0,0.35096943805455144,Neither,24,0.0,0.0,0.0,5,5,1.6696176647804313
25,-1.3,100.0,97928.16759752261,-1.3,0,2004-01-02 01:00:00-06:00,2,1,0.0,0.35096943805455144,Neither,25,0.0,0.0,0.0,3,3,1.6696176647804313
26,-2.5,100.0,97828.16759752261,-2.5,0,2004-01-02 02:00:00-06:00,2,2,0.0,0.35096943805455144,Neither,26,0.0,0.0,0.0,2,2,0.0
27,-3.0,100.0,97828.16759752261,-3.0,0,2004-01-02 03:00:00-06:00,2,3,0.0,0.35096943805455144,Neither,27,0.0,0.0,0.0,5,4,2.337464730692604
28,-1.9,100.0,97728.16759752261,-1.9,0,2004-01-02 04:00:00-06:00,2,4,0.0,0.35096943805455144,Neither,28,0.0,0.0,0.0,8,5,4.007082395473035
29,-0.8,100.0,97728.16759752261,-0.8,0,2004-01-02 05:00:00-06:00,2,5,0.0,0.35096943805455144,Sunrise,29,0.0,0.0,0.0,8,6,4.563621617066512
30,-0.8,100.0,97628.16759752261,-0.8,0,2004-01-02 06:00:00-06:00,2,6,0.0,0.35096943805455144,Neither,30,0.0,0.0,0.0,9,6,4.007082395473035
31,-0.2,100.0,97628.16759752261,-0.2,0,2004-01-02 07:00:00-06:00,2,7,0.0,0.35096943805455144,Neither,31,0.0,0.0,0.0,8,4,4.007082395473035
32,0.8,100.0,97528.16759752261,0.8,0,2004-01-02 08:00:00-06:00,2,8,0.0,0.35096943805455144,Neither,32,0.29833333333333334,0.0,0.0,10,8,6.901086347759117
33,1.3,100.0,97528.16759752261,1.3,179,2004-01-02 09:00:00-06:00,2,9,0.5966666666666667,0.35096943805455144,Neither,33,0.27011494252873564,149.6218733441614,340.4254921980301,9,8,8.570704012539547
34,1.9,100.0,97428.16759752261,1.9,235,2004-01-02 10:00:00-06:00,2,10,0.5402298850574713,0.35096943805455144,Neither,34,0.4724578469520104,79.57202148656737,727.5200872113697,9,7,6.344547126165639
35,3.0,100.0,97228.16759752261,3.0,179,2004-01-02 11:00:00-06:00,2,11,0.34824902723735407,0.35096943805455144,Neither,35,0.514936034807455,126.12517437739746,171.1122505090815,8,6,6.344547126165639
36,4.6,99.14530612221321,97028.16759752261,4.5,260,2004-01-02 12:00:00-06:00,2,12,0.4896421845574388,0.35096943805455144,Neither,36,0.24408336135530256,138.26317355715486,333.5846920758519,9,8,6.901086347759117
37,4.6,100.0,96928.16759752261,4.6,68,2004-01-02 13:00:00-06:00,2,13,0.13991769547325103,0.35096943805455144,Neither,37,0.39010905039390265,68.0,0.0,10,10,5.788007904572162
38,4.6,100.0,96928.16759752261,4.6,111,2004-01-02 14:00:00-06:00,2,14,0.2905759162303665,0.35096943805455144,Sunset,38,0.13991769547325103,111.0,0.0,10,10,5.788007904572162
39,4.6,100.0,96928.16759752261,4.6,31,2004-01-02 15:00:00-06:00,2,15,0.13656387665198239,0.35096943805455144,Neither,39,0.19963578420213976,31.0,0.0,10,10,3.4505431738795584
40,4.6,100.0,96928.16759752261,4.6,5,2004-01-02 16:00:00-06:00,2,16,0.10869565217391304,0.35096943805455144,Neither,40,0.06828193832599119,5.0,0.0,10,10,3.4505431738795584
41,5.1,99.14530612221321,97028.16759752261,5.0,0,2004-01-02 17:00:00-06:00,2,17,0.0,0.35096943805455144,Neither,41,0.05434782608695652,0.0,0.0,10,10,2.337464730692604
42,4.6,100.0,97228.16759752261,4.6,0,2004-01-02 18:00:00-06:00,2,18,0.0,0.35096943805455144,Neither,42,0.0,0.0,0.0,3,3,6.344547126165639
43,4.6,100.0,97228.16759752261,4.6,0,2004-01-02 19:00:00-06:00,2,19,0.0,0.35096943805455144,Neither,43,0.0,0.0,0.0,10,10,8.570704012539547
44,1.3,97.92128999724761,97428.16759752261,1.0,0,2004-01-02 20:00:00-06:00,2,20,0.0,0.35096943805455144,Neither,44,0.0,0.0,0.0,10,10,8.570704012539547
45,0.8,91.80120937241963,97528.16759752261,-0.4,0,2004-01-02 21:00:00-06:00,2,21,0.0,0.35096943805455144,Neither,45,0.0,0.0,0.0,10,10,6.344547126165639
46,-1.9,83.23309649766047,97628.16759752261,-4.4,0,2004-01-02 22:00:00-06:00,2,22,0.0,0.35096943805455144,Neither,46,0.0,0.0,0.0,3,3,9.127243234133024
47,-4.0,78.33703199779809,97828.16759752261,-7.2,0,2004-01-02 23:00:00-06:00,2,23,0.0,0.35096943805455144,Neither,47,0.0,0.0,0.0,0,0,10.351629521638676
48,-5.1,78.33703199779809,97928.16759752261,-8.3,0,2004-01-03 00:00:00-06:00,3,0,0.0,0.6420398823144818,Neither,48,0.0,0.0,0.0,3,3,9.127243234133024
49,-6.2,85.68112874759166,98028.16759752261,-8.2,0,2004-01-03 01:00:00-06:00,3,1,0.0,0.6420398823144818,Neither,49,0.0,0.0,0.0,0,0,6.344547126165639
50,-7.3,82.00908037269488,98128.16759752261,-9.8,0,2004-01-03 02:00:00-06:00,3,2,0.0,0.6420398823144818,Neither,50,0.0,0.0,0.0,0,0,5.120160838659989
51,-7.8,80.78506424772928,98128.16759752261,-10.5,0,2004-01-03 03:00:00-06:00,3,3,0.0,0.6420398823144818,Neither,51,0.0,0.0,0.0,0,0,6.901086347759117
52,-8.4,82.00908037269488,98128.16759752261,-10.9,0,2004-01-03 04:00:00-06:00,3,4,0.0,0.6420398823144818,Neither,52,0.0,0.0,0.0,3,3,7.457625569352594
