,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,date_range,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
0,3.8,100.0,101520.40113315616,3.8,0,1987-01-01 00:00:00-06:00,1,0,0.0,0.6282281205164992,Neither,0,0.0,0.0,0.0,0,0,0.0
1,3.8,100.0,101520.40113315616,3.8,0,1987-01-01 01:00:00-06:00,1,1,0.0,0.6282281205164992,Neither,1,0.0,0.0,0.0,0,0,0.0
2,3.2,100.0,101520.40113315616,3.2,0,1987-01-01 02:00:00-06:00,1,2,0.0,0.6282281205164992,Neither,2,0.0,0.0,0.0,0,0,0.0
3,2.6,100.0,101620.40113315616,2.6,0,1987-01-01 03:00:00-06:00,1,3,0.0,0.6282281205164992,Neither,3,0.0,0.0,0.0,0,0,0.0
4,2.6,100.0,101620.40113315616,2.6,0,1987-01-01 04:00:00-06:00,1,4,0.0,0.6282281205164992,Neither,4,0.0,0.0,0.0,0,0,0.0
5,2.0,100.0,101620.40113315616,2.0,0,1987-01-01 05:00:00-06:00,1,5,0.0,0.6282281205164992,Sunrise,5,0.0,0.0,0.0,0,0,0.0
6,2.6,100.0,101720.40113315616,2.6,0,1987-01-01 06:00:00-06:00,1,6,0.0,0.6282281205164992,Neither,6,0.22950819672131148,0.0,0.0,3,2,0.0
7,2.0,100.0,101820.40113315616,2.0,28,1987-01-01 07:00:00-06:00,1,7,0.45901639344262296,0.6282281205164992,Neither,7,0.2621359223300971,28.0,0.0,2,2,0.0
8,8.0,95.68149892252953,101820.40113315616,7.4,162,1987-01-01 08:00:00-06:00,1,8,0.5242718446601942,0.6282281205164992,Neither,8,0.5432884574289465,162.0,0.0,2,2,0.2258369117718022
9,12.1,83.00081834243525,102020.40113315616,9.3,337,1987-01-01 09:00:00-06:00,1,9,0.62756052141527,0.6282281205164992,Neither,9,0.6001640913441816,209.0864053421405,582.1191171884534,1,1,0.0
10,14.4,58.79224632589163,101920.40113315616,6.4,480,1987-01-01 10:00:00-06:00,1,10,0.676056338028169,0.6282281205164992,Neither,10,0.6452753587468507,149.42702350903983,866.8646131499582,1,1,0.33337829832980326
11,16.1,50.722722320377095,101920.40113315616,5.9,541,1987-01-01 11:00:00-06:00,1,11,0.6629901960784313,0.6282281205164992,Neither,11,0.6888536407121977,73.31077543245681,927.7991445067597,2,2,0.44091968488780425
