,1,5,25,50,75,95,99,date
0,100461.396640625,100803.54570312501,101637.669921875,101804.0625,102165.673828125,102587.896875,102661.029375,1960-01-01
1,101079.45890625,101189.23203125,101464.21875,101611.83203125,102037.509765625,102775.298828125,102865.303515625,1960-02-01
2,100670.981328125,100674.531640625,101088.11328125,101446.80859375,101943.314453125,102332.02890625,102373.14953125,1960-03-01
3,100864.49507812501,100928.13164062501,101383.119140625,101519.5546875,101656.525390625,101990.99062499999,102114.34812499999,1960-04-01
4,101242.047734375,101245.269921875,101434.12109375,101522.56640625,101627.17578125,101876.13359375,101947.25796875,1960-05-01
5,101456.811875,101464.371875,101556.880859375,101775.0,101890.509765625,102043.438671875,102060.700234375,1960-06-01
6,101108.527265625,101198.011328125,101424.03515625,101635.28515625,101918.720703125,101966.105859375,101968.221171875,1960-07-01
7,101407.87671874999,101437.28984375,101608.033203125,101698.80078125,101899.654296875,102266.81875,102382.12625,1960-08-01
8,101074.506484375,101180.31367187499,101599.990234375,101733.7265625,101877.701171875,102216.505859375,102352.994921875,1960-09-01
9,101270.80296875,101284.92109374999,101373.611328125,101818.12109375,102039.626953125,102203.865234375,102261.25429687499,1960-10-01
10,100210.67375,100282.05625,100512.58203125,100745.296875,101448.826171875,102050.13789062499,102117.865078125,1960-11-01
11,101173.64015625,101208.51328125,101369.14453125,101947.82421875,102208.90234375,102452.013671875,102528.433984375,1960-12-01
12,100908.495390625,100941.664453125,101769.12109375,102131.44921875,102320.677734375,102569.25,102600.75,1961-01-01
13,100819.287734375,100920.501171875,101603.345703125,101896.8125,102396.08984375,102779.33359375001,102837.16671875,1961-02-01
14,100911.69765625,101013.17578125,101271.96484375,101371.3046875,101979.37109375,102822.31328125001,103110.70015625001,1961-03-01
15,101086.17953125,101101.08515625,101314.697265625,101521.2890625,101695.3359375,101707.85234375,101708.67046875,1961-04-01
16,101341.216796875,101354.833984375,101515.46875,101657.41015625,101920.146484375,102016.44179687499,102051.938359375,1961-05-01
17,101422.68585937501,101468.835546875,101593.3828125,101701.921875,101892.763671875,101914.31796875,101916.85109375,1961-06-01
18,101318.27351562501,101403.680078125,101704.220703125,101927.640625,102023.28515625,102116.734375,102128.896875,1961-07-01
19,101242.8484375,101265.3359375,101546.44140625,101961.0,102189.8203125,102410.259765625,102421.60195312499,1961-08-01
20,101168.00296875,101308.51484375,101690.173828125,101826.75,102101.150390625,102412.3125,102452.21250000001,1961-09-01
21,100788.929375,100938.396875,101331.828125,101525.015625,101699.177734375,101921.87109375,101988.26171875,1961-10-01
22,100906.84734375,100969.36171875,101259.10546875,101716.921875,101782.943359375,101993.677734375,102078.016796875,1961-11-01
23,100784.040234375,100897.669921875,101465.314453125,101689.23828125,101988.279296875,102613.31914062498,102726.563828125,1961-12-01
24,100878.71773437501,100963.901171875,101730.25390625,102019.15625,102418.501953125,102863.351953125,102995.207890625,1962-01-01
25,101430.18734375,101484.68671874999,101671.19140625,102015.796875,102148.810546875,102376.62109375,102422.84296874999,1962-02-01
26,101197.2203125,101219.2265625,101323.826171875,101520.265625,101762.576171875,102243.27109375,102316.41671875,1962-03-01
27,101339.17156249999,101361.7640625,101449.724609375,101528.6953125,102100.998046875,102326.53632812499,102418.807265625,1962-04-01
28,101219.766015625,101222.861328125,101472.138671875,101743.734375,101801.556640625,101962.22148437501,101999.494296875,1962-05-01
29,101366.68484375,101398.70546875,101483.12890625,101509.28125,101632.033203125,102006.155859375,102105.999921875,1962-06-01
30,101284.04648437501,101361.232421875,101700.228515625,101848.22265625,101899.7734375,102011.7046875,102043.0909375,1962-07-01
31,101402.75757812499,101403.131640625,101565.173828125,101631.87890625,101815.796875,102035.61757812499,102081.898515625,1962-08-01
32,101664.154609375,101722.554296875,101895.30859375,102026.5078125,102253.9609375,102476.86249999999,102505.2475,1962-09-01
33,101313.280703125,101332.747265625,101415.40234375,101730.40625,101894.212890625,102420.73710937498,102625.484921875,1962-10-01
34,100918.580703125,100924.966015625,101293.765625,101811.01953125,102250.623046875,102715.50546875,102844.34484375,1962-11-01
35,100809.38625,100824.9,101370.498046875,101701.234375,102129.3359375,102639.17578125,102703.24765625001,1962-12-01
36,100987.254921875,101101.462109375,101467.58984375,101585.203125,101779.26171875,102184.953125,102318.828125,1963-01-01
37,101251.99078125,101332.98515625001,101598.345703125,101921.953125,102130.15625,102277.64140625,102328.68453125001,1963-02-01
38,100959.345,101043.975,101371.236328125,102154.34765625,102254.580078125,102597.624609375,102705.868671875,1963-03-01
39,100936.958125,100998.540625,101229.8828125,101421.7734375,101840.708984375,102054.448828125,102087.289765625,1963-04-01
40,100828.017734375,100908.869921875,101119.572265625,101226.265625,101508.080078125,101971.79921874999,102049.85359375,1963-05-01
41,101586.511953125,101596.74726562499,101624.1171875,101771.4921875,101963.287109375,102102.34140625,102131.82453125001,1963-06-01
42,101331.19031250001,101351.6390625,101425.34765625,101790.03125,101940.974609375,102073.834375,102115.116875,1963-07-01
43,101384.58054687499,101443.277734375,101614.05078125,101866.93359375,101977.87890625,102044.541015625,102045.951953125,1963-08-01
44,101241.617734375,101264.588671875,101516.166015625,101694.625,101841.220703125,102286.879296875,102362.625859375,1963-09-01
45,101420.88578124999,101423.80390624999,101558.11328125,101907.67578125,102068.509765625,102355.836328125,102467.217265625,1963-10-01
46,100642.759140625,100804.48320312501,101186.869140625,101756.91796875,102257.8515625,102608.296484375,102654.85304687501,1963-11-01
47,101162.28695312499,101164.778515625,101184.0390625,101582.01171875,101971.55859375,102598.844140625,102666.343828125,1963-12-01
