,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,local_solar_time,zenith,solar_alt,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
0,17.1,100.0,100761.12169744319,17.1,0,1,0,0.0,0.4448738812042311,Neither,0,0.0,0.058005361126205475,169.05949982927905,-79.05949982927905,0,-0.0,8,8,1.448564926895843
1,17.1,100.0,100861.12169744319,17.1,0,1,1,0.0,0.4448738812042311,Neither,1,0.0,1.0580053611262055,162.39995023470712,-72.39995023470712,0,-0.0,9,9,3.95941080018197
2,16.5,100.0,100761.12169744319,16.5,0,1,2,0.0,0.4448738812042311,Neither,2,0.0,2.0580053611262055,150.98602718177332,-60.98602718177332,0,-0.0,6,6,2.0279908976541803
3,15.9,100.0,100761.12169744319,15.9,0,1,3,0.0,0.4448738812042311,Neither,3,0.0,3.0580053611262055,138.686751554082,-48.68675155408201,0,-0.0,3,3,0.0
4,15.9,100.0,100761.12169744319,15.9,0,1,4,0.0,0.4448738812042311,Neither,4,0.0,4.058005361126206,126.25772953210179,-36.25772953210179,0,-0.0,6,6,2.5108458732861276
5,15.4,100.0,100861.12169744319,15.4,0,1,5,0.0,0.4448738812042311,Neither,5,0.0,5.058005361126206,113.97217820967248,-23.972178209672478,0,-0.0,5,5,2.0279908976541803
6,14.8,100.0,100961.12169744319,14.8,0,1,6,0.0,0.4448738812042311,Sunrise,6,0.2809917355371901,6.058005361126206,102.02502474773385,-12.025024747733852,0,-0.0,5,5,1.448564926895843
7,15.4,100.0,100961.12169744319,15.4,34,1,7,0.2809917355371901,0.4448738812042311,Neither,7,0.17548746518105848,7.058005361126206,90.63225960136165,-0.6322596013616533,31,0.0,7,7,2.9937008489180754
8,17.7,100.0,101061.12169744319,17.7,126,1,8,0.35097493036211697,0.4448738812042311,Neither,8,0.33959496686769414,8.058005361126206,80.08519972656548,9.914800273434523,108,104.53959620083727,8,8,2.9937008489180754
9,18.2,100.0,101061.12169744319,18.2,221,1,9,0.3981981981981982,0.4448738812042311,Neither,9,0.44605023574382907,9.058005361126206,70.80171090163194,19.198289098368065,179,127.72229166664971,8,8,1.448564926895843
10,18.8,100.0,100961.12169744319,18.8,375,1,10,0.5411255411255411,0.4448738812042311,Neither,10,0.43304405322753947,10.058005361126206,63.36787908946003,26.632120910539967,239,303.39515171770404,9,7,2.5108458732861276
11,19.3,100.0,100861.12169744319,19.3,357,1,11,0.46788990825688076,0.4448738812042311,Neither,11,0.47214379823075475,11.058005361126206,58.51235005965131,31.48764994034869,263,179.96810735246964,10,7,2.0279908976541803
12,20.6,92.5196416224458,100861.12169744319,19.3,306,1,12,0.4031620553359684,0.4448738812042311,Neither,12,0.4824829658243468,12.058005361126206,56.909899405936976,33.090100594063024,248,106.23543108712798,10,7,1.448564926895843
13,20.6,100.0,100861.12169744319,20.6,340,1,13,0.49707602339181284,0.4448738812042311,Neither,13,0.46867899439626515,13.058005361126206,58.830162183960546,31.169837816039454,236,200.93642219104441,10,7,2.9937008489180754
14,21.7,96.3746266900477,100961.12169744319,21.1,289,1,14,0.5341959334565619,0.4448738812042311,Neither,14,0.3970674234606123,14.058005361126206,63.95316305364001,26.04683694635999,189,227.73558564073355,6,3,3.95941080018197
15,21.7,96.3746266900477,100961.12169744319,21.1,101,1,15,0.29705882352941176,0.4448738812042311,Neither,15,0.4552167786094691,15.058005361126206,71.58549670269639,18.41450329730361,89,37.988001453316215,10,4,3.95941080018197
16,20.0,100.0,100961.12169744319,20.0,38,1,16,0.37623762376237624,0.4448738812042311,Sunset,16,0.29705882352941176,16.058005361126206,81.00664478505259,8.993355214947414,32,38.38282453082644,8,3,3.4765558245500228
17,20.0,100.0,101061.12169744319,20.0,0,1,17,0.0,0.4448738812042311,Neither,17,0.18811881188118812,17.058005361126206,91.64651208913929,-1.6465120891392928,0,-0.0,6,4,3.95941080018197
18,19.3,100.0,101061.12169744319,19.3,0,1,18,0.0,0.4448738812042311,Neither,18,0.0,18.058005361126206,103.10080326435302,-13.100803264353019,0,-0.0,3,3,3.95941080018197
19,19.3,100.0,101061.12169744319,19.3,0,1,19,0.0,0.4448738812042311,Neither,19,0.0,19.058005361126206,115.08697555475857,-25.086975554758567,0,-0.0,3,3,2.9937008489180754
20,18.8,100.0,101161.12169744319,18.8,0,1,20,0.0,0.4448738812042311,Neither,20,0.0,20.058005361126206,127.39293065144992,-37.392930651449916,0,-0.0,3,3,2.0279908976541803
21,17.7,100.0,101161.12169744319,17.7,0,1,21,0.0,0.4448738812042311,Neither,21,0.0,21.058005361126206,139.82104016923563,-49.82104016923563,0,-0.0,2,2,0.0
22,17.7,100.0,101261.12169744319,17.7,0,1,22,0.0,0.4448738812042311,Neither,22,0.0,22.058005361126206,152.07737479539594,-62.07737479539594,0,-0.0,2,2,0.0
23,17.1,100.0,101261.12169744319,17.1,0,1,23,0.0,0.4448738812042311,Neither,23,0.0,23.058005361126206,163.2907837023463,-73.29078370234629,0,-0.0,5,5,0.0
24,17.1,100.0,101261.12169744319,17.1,0,2,0,0.0,0.2604905736874113,Neither,24,0.0,0.05055745537994635,168.9805838252369,-78.98058382523689,0,-0.0,10,10,0.0
25,16.5,100.0,101261.12169744319,16.5,0,2,1,0.0,0.2604905736874113,Neither,25,0.0,1.0505574553799464,162.4235206948464,-72.42352069484639,0,-0.0,7,7,1.448564926895843
26,15.9,100.0,101261.12169744319,15.9,0,2,2,0.0,0.2604905736874113,Neither,26,0.0,2.050557455379946,151.03921789222917,-61.039217892229175,0,-0.0,8,8,0.0
27,16.5,100.0,101261.12169744319,16.5,0,2,3,0.0,0.2604905736874113,Neither,27,0.0,3.050557455379946,138.74683439390986,-48.746834393909865,0,-0.0,10,10,2.0279908976541803
28,16.5,100.0,101261.12169744319,16.5,0,2,4,0.0,0.2604905736874113,Neither,28,0.0,4.050557455379947,126.31697199579841,-36.31697199579841,0,-0.0,10,10,2.0279908976541803
29,16.5,100.0,101261.12169744319,16.5,0,2,5,0.0,0.2604905736874113,Neither,29,0.0,5.050557455379947,114.02641020391468,-24.02641020391468,0,-0.0,10,10,0.0
30,15.9,100.0,101261.12169744319,15.9,0,2,6,0.0,0.2604905736874113,Sunrise,30,0.175,6.050557455379947,102.07091591123097,-12.07091591123097,0,-0.0,10,10,2.5108458732861276
31,15.9,100.0,101361.12169744319,15.9,21,2,7,0.175,0.2604905736874113,Neither,31,0.1532033426183844,7.050557455379947,90.66633455023208,-0.6663345502320794,20,0.0,10,10,2.5108458732861276
32,16.5,100.0,101461.12169744319,16.5,110,2,8,0.3064066852367688,0.2604905736874113,Neither,32,0.20440647482014387,8.050557455379947,80.10332274052404,9.896677259475965,102,46.546274902919215,10,10,2.9937008489180754
33,17.1,100.0,101461.12169744319,17.1,130,2,9,0.23381294964028776,0.2604905736874113,Neither,33,0.3052206336846668,9.050557455379947,70.79887748036887,19.201122519631127,124,18.24345071802297,10,10,2.5108458732861276
34,17.7,100.0,101361.12169744319,17.7,211,2,10,0.30403458213256485,0.2604905736874113,Neither,34,0.26939338581490824,10.050557455379947,63.338662253858075,26.661337746141925,197,31.200131048937667,10,10,3.4765558245500228
35,17.7,100.0,101261.12169744319,17.7,233,2,11,0.30497382198952877,0.2604905736874113,Neither,35,0.2950619104888546,11.050557455379947,58.452687146181084,31.547312853818916,217,30.580895561944256,10,10,3.95941080018197
36,17.7,100.0,101261.12169744319,17.7,218,2,12,0.28608923884514437,0.2604905736874113,Neither,36,0.24578137163616381,12.050557455379947,56.820059953113734,33.179940046886266,206,21.92701041397222,10,10,3.4765558245500228
37,17.7,100.0,101261.12169744319,17.7,128,2,13,0.18658892128279883,0.2604905736874113,Neither,37,0.29377991354021926,13.050557455379947,58.7160764956258,31.2839235043742,124,7.702983127377678,10,10,5.021691746572255
38,17.7,100.0,101261.12169744319,17.7,164,2,14,0.3014705882352941,0.2604905736874113,Neither,38,0.16887585599023663,14.050557455379947,63.8236218127994,26.176378187200598,154,22.66875154056847,10,10,2.9937008489180754
39,17.7,100.0,101161.12169744319,17.7,52,2,15,0.1511627906976744,0.2604905736874113,Neither,39,0.2372737556561086,15.050557455379947,71.44817077191746,18.55182922808254,50,6.286098486219726,10,10,5.021691746572255
40,17.7,100.0,101061.12169744319,17.7,18,2,16,0.17307692307692307,0.2604905736874113,Sunset,40,0.1511627906976744,16.050557455379945,80.86651561040154,9.133484389598465,17,6.299803985268048,10,10,3.4765558245500228
41,17.7,100.0,101061.12169744319,17.7,0,2,17,0.0,0.2604905736874113,Neither,41,0.08653846153846154,17.050557455379945,91.50627312383237,-1.506273123832372,0,-0.0,10,10,1.448564926895843
42,17.7,100.0,101061.12169744319,17.7,0,2,18,0.0,0.2604905736874113,Neither,42,0.0,18.050557455379945,102.96167035327532,-12.961670353275323,0,-0.0,10,10,3.95941080018197
43,17.7,100.0,101061.12169744319,17.7,0,2,19,0.0,0.2604905736874113,Neither,43,0.0,19.050557455379945,114.94925054745023,-24.949250547450234,0,-0.0,10,10,2.9937008489180754
44,17.7,100.0,100961.12169744319,17.7,0,2,20,0.0,0.2604905736874113,Neither,44,0.0,20.050557455379945,127.25624309653769,-37.25624309653769,0,-0.0,10,10,2.0279908976541803
45,17.7,100.0,100961.12169744319,17.7,0,2,21,0.0,0.2604905736874113,Neither,45,0.0,21.050557455379945,139.68429808702075,-49.68429808702075,0,-0.0,10,10,5.987401697836151
46,17.7,100.0,100861.12169744319,17.7,0,2,22,0.0,0.2604905736874113,Neither,46,0.0,22.050557455379945,151.93852780452806,-61.938527804528064,0,-0.0,10,10,8.49824757112228
47,17.7,100.0,100661.12169744319,17.7,0,2,23,0.0,0.2604905736874113,Neither,47,0.0,23.050557455379945,163.14959561440497,-73.14959561440497,0,-0.0,10,10,8.981102546754226
48,18.8,100.0,100561.12169744319,18.8,0,3,0,0.0,0.6098989898989899,Neither,48,0.0,0.04318055084466909,168.89296852393238,-78.89296852393238,0,-0.0,10,10,9.946812498018122
49,18.8,100.0,100661.12169744319,18.8,0,3,1,0.0,0.6098989898989899,Neither,49,0.0,1.043180550844669,162.44014940570327,-72.44014940570327,0,-0.0,10,10,6.9531116491000455
