,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,date_range,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
0,-6.3,80.98054883640283,83856.52758362355,-9.0,0,1987-01-01 00:00:00-07:00,1,0,0.0,0.6034348165495707,Neither,0,0.0,0.0,0.0,0,0,2.671380601178138
1,-7.4,77.69755361330542,83856.52758362355,-10.6,0,1987-01-01 01:00:00-07:00,1,1,0.0,0.6034348165495707,Neither,1,0.0,0.0,0.0,3,0,2.1576535624900344
2,-7.9,80.98054883640283,83856.52758362355,-10.6,0,1987-01-01 02:00:00-07:00,1,2,0.0,0.6034348165495707,Neither,2,0.0,0.0,0.0,0,0,2.1576535624900344
3,-9.1,84.26354405950025,83856.52758362355,-11.3,0,1987-01-01 03:00:00-07:00,1,3,0.0,0.6034348165495707,Neither,3,0.0,0.0,0.0,3,0,1.5411811160643103
4,-8.5,76.60322187227294,83856.52758362355,-11.9,0,1987-01-01 04:00:00-07:00,1,4,0.0,0.6034348165495707,Neither,4,0.0,0.0,0.0,3,0,2.671380601178138
5,-8.5,73.32022664917554,83856.52758362355,-12.4,0,1987-01-01 05:00:00-07:00,1,5,0.0,0.6034348165495707,Neither,5,0.0,0.0,0.0,0,0,2.1576535624900344
6,-9.1,76.60322187227294,83856.52758362355,-12.5,0,1987-01-01 06:00:00-07:00,1,6,0.0,0.6034348165495707,Sunrise,6,0.6216216216216216,0.0,0.0,7,2,2.671380601178138
7,-8.5,73.32022664917554,83756.52758362355,-12.4,23,1987-01-01 07:00:00-07:00,1,7,0.6216216216216216,0.6034348165495707,Neither,7,0.2425531914893617,23.0,0.0,7,2,2.1576535624900344
8,-5.2,62.37690923885083,83756.52758362355,-11.3,114,1987-01-01 08:00:00-07:00,1,8,0.4851063829787234,0.6034348165495707,Neither,8,0.6100982217371766,114.0,0.0,7,2,2.1576535624900344
9,-2.4,48.15059660542871,83756.52758362355,-11.9,252,1987-01-01 09:00:00-07:00,1,9,0.5985748218527316,0.6034348165495707,Neither,9,0.595441278131961,157.9727809986311,562.3953693760184,3,1,2.1576535624900344
10,-0.7,42.678937900266355,83756.52758362355,-11.8,391,1987-01-01 10:00:00-07:00,1,10,0.7057761732851986,0.6034348165495707,Neither,10,0.6459327783385064,141.9631130285884,833.1418278826085,0,0,1.5411811160643103
11,2.0,36.11294745407153,83556.52758362355,-11.4,434,1987-01-01 11:00:00-07:00,1,11,0.6932907348242812,0.6034348165495707,Neither,11,0.7134269139009195,67.87007311947741,930.2148852875732,0,0,1.5411811160643103
12,3.6,33.92428397200659,83456.52758362355,-10.8,455,1987-01-01 12:00:00-07:00,1,12,0.7210776545166403,0.6034348165495707,Neither,12,0.6243255080096801,62.64728594045101,882.6829351462237,0,0,1.5411811160643103
13,4.2,33.92428397200659,83356.52758362355,-10.3,316,1987-01-01 13:00:00-07:00,1,13,0.5553602811950791,0.6034348165495707,Neither,13,0.6066062429886572,200.35588115495085,258.08244466721607,7,4,1.5411811160643103
14,4.2,33.92428397200659,83356.52758362355,-10.3,219,1987-01-01 14:00:00-07:00,1,14,0.49213483146067416,0.6034348165495707,Neither,14,0.44121397518400574,179.7699989269007,97.07575404676467,9,5,3.1851076398662412
15,3.1,37.207279195104,83256.52758362355,-10.1,87,1987-01-01 15:00:00-07:00,1,15,0.32706766917293234,0.6034348165495707,Sunset,15,0.49213483146067416,87.0,0.0,9,7,2.1576535624900344
16,1.4,43.773269641298825,83256.52758362355,-9.6,28,1987-01-01 16:00:00-07:00,1,16,0.4745762711864407,0.6034348165495707,Neither,16,0.16353383458646617,28.0,0.0,10,4,1.5411811160643103
17,-1.3,61.28257749781836,83156.52758362355,-7.8,0,1987-01-01 17:00:00-07:00,1,17,0.0,0.6034348165495707,Neither,17,0.23728813559322035,0.0,0.0,9,4,1.5411811160643103
18,-1.8,60.18824575678589,83156.52758362355,-8.5,0,1987-01-01 18:00:00-07:00,1,18,0.0,0.6034348165495707,Neither,18,0.0,0.0,0.0,8,4,0.0
19,-2.9,68.94289968504565,82956.52758362355,-7.8,0,1987-01-01 19:00:00-07:00,1,19,0.0,0.6034348165495707,Neither,19,0.0,0.0,0.0,8,4,1.5411811160643103
20,-2.4,68.94289968504565,82856.52758362355,-7.3,0,1987-01-01 20:00:00-07:00,1,20,0.0,0.6034348165495707,Neither,20,0.0,0.0,0.0,8,5,0.0
21,-2.4,72.22589490814306,82756.52758362355,-6.7,0,1987-01-01 21:00:00-07:00,1,21,0.0,0.6034348165495707,Neither,21,0.0,0.0,0.0,10,8,1.5411811160643103
22,-1.8,78.7918853543379,82756.52758362355,-5.0,0,1987-01-01 22:00:00-07:00,1,22,0.0,0.6034348165495707,Neither,22,0.0,0.0,0.0,10,8,1.5411811160643103
23,-1.8,72.22589490814306,82656.52758362355,-6.1,0,1987-01-01 23:00:00-07:00,1,23,0.0,0.6034348165495707,Neither,23,0.0,0.0,0.0,10,9,2.1576535624900344
24,-2.4,78.7918853543379,82656.52758362355,-5.6,0,1987-01-02 00:00:00-07:00,2,0,0.0,0.338860103626943,Neither,24,0.0,0.0,0.0,10,9,2.1576535624900344
25,-1.8,65.65990446194824,82556.52758362355,-7.4,0,1987-01-02 01:00:00-07:00,2,1,0.0,0.338860103626943,Neither,25,0.0,0.0,0.0,10,9,1.5411811160643103
26,-2.4,72.22589490814306,82456.52758362355,-6.7,0,1987-01-02 02:00:00-07:00,2,2,0.0,0.338860103626943,Neither,26,0.0,0.0,0.0,10,10,1.5411811160643103
27,-1.3,66.7542362029807,82356.52758362355,-6.7,0,1987-01-02 03:00:00-07:00,2,3,0.0,0.338860103626943,Neither,27,0.0,0.0,0.0,10,10,2.671380601178138
28,-1.3,68.94289968504565,82356.52758362355,-6.3,0,1987-01-02 04:00:00-07:00,2,4,0.0,0.338860103626943,Neither,28,0.0,0.0,0.0,9,8,2.1576535624900344
29,-2.4,75.50889013124048,82456.52758362355,-6.1,0,1987-01-02 05:00:00-07:00,2,5,0.0,0.338860103626943,Neither,29,0.0,0.0,0.0,10,9,1.5411811160643103
30,-1.3,72.22589490814306,82456.52758362355,-5.7,0,1987-01-02 06:00:00-07:00,2,6,0.0,0.338860103626943,Sunrise,30,0.2972972972972973,0.0,0.0,10,9,5.342761202356276
31,-2.9,82.0748805774353,82456.52758362355,-5.5,11,1987-01-02 07:00:00-07:00,2,7,0.2972972972972973,0.338860103626943,Neither,31,0.15106382978723404,11.0,0.0,10,9,2.1576535624900344
32,-0.7,72.22589490814306,82556.52758362355,-5.1,71,1987-01-02 08:00:00-07:00,2,8,0.3021276595744681,0.338860103626943,Neither,32,0.31016883867240164,71.0,0.0,10,9,1.5411811160643103
33,2.5,48.15059660542871,82556.52758362355,-7.3,136,1987-01-02 09:00:00-07:00,2,9,0.32304038004750596,0.338860103626943,Neither,33,0.27178455050795475,34.09134138458538,609.7589158106451,10,10,2.671380601178138
34,4.7,52.527923569558595,82656.52758362355,-4.2,134,1987-01-02 10:00:00-07:00,2,10,0.24144144144144145,0.338860103626943,Neither,34,0.45610617728489944,120.27165131091537,45.88032662330336,10,10,2.1576535624900344
35,4.7,54.716587051623534,82656.52758362355,-3.6,370,1987-01-02 11:00:00-07:00,2,11,0.589171974522293,0.338860103626943,Neither,35,0.27395926732419623,77.9348231712948,740.7064240043904,10,7,2.1576535624900344
36,5.3,55.810918792656004,82756.52758362355,-2.8,194,1987-01-02 12:00:00-07:00,2,12,0.30647709320695105,0.338860103626943,Neither,36,0.4248307425059017,179.67422031038944,32.148492356210866,10,10,2.671380601178138
37,5.3,57.99958227472094,82756.52758362355,-2.3,149,1987-01-02 13:00:00-07:00,2,13,0.26048951048951047,0.338860103626943,Neither,37,0.3061403323177613,146.99980832781276,4.448951022027644,10,10,2.671380601178138
38,5.8,55.810918792656004,82956.52758362355,-2.3,137,1987-01-02 14:00:00-07:00,2,14,0.30580357142857145,0.338860103626943,Neither,38,0.27894364000311955,135.62523658146347,3.3864893923512733,10,10,3.1851076398662412
39,5.8,60.18824575678589,83056.52758362355,-1.3,80,1987-01-02 15:00:00-07:00,2,15,0.29739776951672864,0.338860103626943,Sunset,39,0.30580357142857145,80.0,0.0,10,10,5.85648824104438
40,5.3,62.37690923885083,83256.52758362355,-1.3,26,1987-01-02 16:00:00-07:00,2,16,0.41935483870967744,0.338860103626943,Neither,40,0.14869888475836432,26.0,0.0,10,10,5.342761202356276
41,3.6,76.60322187227294,83456.52758362355,-0.1,0,1987-01-02 17:00:00-07:00,2,17,0.0,0.338860103626943,Neither,41,0.20967741935483872,0.0,0.0,10,10,7.911396395796793
42,2.0,86.45220754156519,83556.52758362355,-0.0,0,1987-01-02 18:00:00-07:00,2,18,0.0,0.338860103626943,Neither,42,0.0,0.0,0.0,10,7,5.342761202356276
43,2.5,73.32022664917554,83756.52758362355,-1.8,0,1987-01-02 19:00:00-07:00,2,19,0.0,0.338860103626943,Neither,43,0.0,0.0,0.0,10,10,4.212561717242448
44,1.4,75.50889013124048,83756.52758362355,-2.4,0,1987-01-02 20:00:00-07:00,2,20,0.0,0.338860103626943,Neither,44,0.0,0.0,0.0,10,10,2.1576535624900344
45,1.4,73.32022664917554,83756.52758362355,-2.8,0,1987-01-02 21:00:00-07:00,2,21,0.0,0.338860103626943,Neither,45,0.0,0.0,0.0,6,2,0.0
46,-0.2,82.0748805774353,83856.52758362355,-2.9,0,1987-01-02 22:00:00-07:00,2,22,0.0,0.338860103626943,Neither,46,0.0,0.0,0.0,1,1,0.0
47,-1.3,93.01819798776,83856.52758362355,-2.3,0,1987-01-02 23:00:00-07:00,2,23,0.0,0.338860103626943,Neither,47,0.0,0.0,0.0,1,1,2.671380601178138
48,-1.8,93.01819798776,83956.52758362355,-2.8,0,1987-01-03 00:00:00-07:00,3,0,0.0,0.5629190304280557,Neither,48,0.0,0.0,0.0,0,0,3.1851076398662412
49,-3.5,96.30119321085742,83956.52758362355,-4.0,0,1987-01-03 01:00:00-07:00,3,1,0.0,0.5629190304280557,Neither,49,0.0,0.0,0.0,0,0,2.671380601178138
50,-3.5,96.30119321085742,83956.52758362355,-4.0,0,1987-01-03 02:00:00-07:00,3,2,0.0,0.5629190304280557,Neither,50,0.0,0.0,0.0,0,0,2.1576535624900344
51,-4.1,93.01819798776,83856.52758362355,-5.1,0,1987-01-03 03:00:00-07:00,3,3,0.0,0.5629190304280557,Neither,51,0.0,0.0,0.0,0,0,2.1576535624900344
