,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,date_range,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
0,8.0,38.77181997525842,94323.75482549793,-5.2,0,2001-01-01 00:00:00-08:00,1,0,0.0,0.6675455943748627,Neither,0,0.0,0.0,0.0,6,3,2.0421904421233883
1,9.1,38.77181997525842,94323.75482549793,-4.2,0,2001-01-01 01:00:00-08:00,1,1,0.0,0.6675455943748627,Neither,1,0.0,0.0,0.0,6,3,2.5284262616765756
2,8.5,40.98735254527318,94323.75482549793,-4.0,0,2001-01-01 02:00:00-08:00,1,2,0.0,0.6675455943748627,Neither,2,0.0,0.0,0.0,8,4,1.4587074586595628
3,8.5,40.98735254527318,94323.75482549793,-4.0,0,2001-01-01 03:00:00-08:00,1,3,0.0,0.6675455943748627,Neither,3,0.0,0.0,0.0,6,3,0.0
4,8.0,42.09511883028056,94323.75482549793,-4.1,0,2001-01-01 04:00:00-08:00,1,4,0.0,0.6675455943748627,Neither,4,0.0,0.0,0.0,7,3,2.0421904421233883
5,8.0,42.09511883028056,94423.75482549793,-4.1,0,2001-01-01 05:00:00-08:00,1,5,0.0,0.6675455943748627,Neither,5,0.0,0.0,0.0,7,4,2.5284262616765756
6,7.3,42.09511883028056,94423.75482549793,-4.7,0,2001-01-01 06:00:00-08:00,1,6,0.0,0.6675455943748627,Sunrise,6,0.4315068493150685,0.0,0.0,4,2,2.5284262616765756
7,6.7,44.31065140029533,94523.75482549793,-4.6,63,2001-01-01 07:00:00-08:00,1,7,0.4315068493150685,0.6675455943748627,Neither,7,0.30997304582210244,63.0,0.0,2,1,1.4587074586595628
8,9.6,37.66405369025103,94623.75482549793,-4.1,230,2001-01-01 08:00:00-08:00,1,8,0.6199460916442049,0.6675455943748627,Neither,8,0.5460619546030878,188.81245861542976,395.92238145452046,0,0,1.4587074586595628
9,13.1,28.801923410191964,94723.75482549793,-4.6,364,2001-01-01 09:00:00-08:00,1,9,0.6606170598911071,0.6675455943748627,Neither,9,0.6475289325583171,179.43522246604778,700.0929395084049,0,0,2.0421904421233883
10,14.7,25.478624555169816,94723.75482549793,-4.9,453,2001-01-01 10:00:00-08:00,1,10,0.6751117734724292,0.6675455943748627,Neither,10,0.6811372592273215,99.73381302971495,904.1914155378022,0,0,0.0
11,16.5,23.26309198515505,94623.75482549793,-4.5,508,2001-01-01 11:00:00-08:00,1,11,0.7016574585635359,0.6675455943748627,Neither,11,0.6744353193603281,67.11890362282162,926.7268327767608,0,0,0.0
12,17.6,21.04755941514028,94623.75482549793,-4.9,475,2001-01-01 12:00:00-08:00,1,12,0.6737588652482269,0.6675455943748627,Neither,12,0.7057720031877648,126.10988715660278,680.3150150521271,0,0,0.0
13,18.7,21.04755941514028,94523.75482549793,-4.0,438,2001-01-01 13:00:00-08:00,1,13,0.7098865478119936,0.6675455943748627,Neither,13,0.6795518464172169,153.50614882849504,569.6399676139793,0,0,0.0
14,19.4,19.939793130132898,94523.75482549793,-4.2,318,2001-01-01 14:00:00-08:00,1,14,0.6853448275862069,0.6675455943748627,Neither,14,0.7140166329793558,178.11143027939485,320.5242534704246,0,0,0.0
15,18.7,19.939793130132898,94323.75482549793,-4.7,186,2001-01-01 15:00:00-08:00,1,15,0.7181467181467182,0.6675455943748627,Neither,15,0.3783866995073891,137.5221668071997,147.7005632792943,0,0,1.4587074586595628
16,17.6,22.155325700147664,94523.75482549793,-4.3,3,2001-01-01 16:00:00-08:00,1,16,0.07142857142857142,0.6675455943748627,Sunset,16,0.7181467181467182,3.0,0.0,0,0,2.0421904421233883
17,14.2,26.5863908401772,94523.75482549793,-4.7,0,2001-01-01 17:00:00-08:00,1,17,0.0,0.6675455943748627,Neither,17,0.03571428571428571,0.0,0.0,0,0,3.0146620812297633
18,11.9,32.12522226521411,94523.75482549793,-4.2,0,2001-01-01 18:00:00-08:00,1,18,0.0,0.6675455943748627,Neither,18,0.0,0.0,0.0,0,0,2.0421904421233883
19,11.9,32.12522226521411,94623.75482549793,-4.2,0,2001-01-01 19:00:00-08:00,1,19,0.0,0.6675455943748627,Neither,19,0.0,0.0,0.0,1,0,3.0146620812297633
20,10.2,33.2329885502215,94623.75482549793,-5.3,0,2001-01-01 20:00:00-08:00,1,20,0.0,0.6675455943748627,Neither,20,0.0,0.0,0.0,0,0,2.0421904421233883
21,9.6,29.909689695199347,94623.75482549793,-7.2,0,2001-01-01 21:00:00-08:00,1,21,0.0,0.6675455943748627,Neither,21,0.0,0.0,0.0,0,0,2.0421904421233883
22,9.6,33.2329885502215,94723.75482549793,-5.8,0,2001-01-01 22:00:00-08:00,1,22,0.0,0.6675455943748627,Neither,22,0.0,0.0,0.0,0,0,3.500897900782951
23,8.5,35.448521120236265,94723.75482549793,-5.9,0,2001-01-01 23:00:00-08:00,1,23,0.0,0.6675455943748627,Neither,23,0.0,0.0,0.0,0,0,3.500897900782951
24,9.1,32.12522226521411,94823.75482549793,-6.7,0,2001-01-02 00:00:00-08:00,2,0,0.0,0.6521358159912377,Neither,24,0.0,0.0,0.0,0,0,2.0421904421233883
25,8.0,38.77181997525842,94823.75482549793,-5.2,0,2001-01-02 01:00:00-08:00,2,1,0.0,0.6521358159912377,Neither,25,0.0,0.0,0.0,0,0,1.4587074586595628
26,7.3,34.34075483522888,94823.75482549793,-7.4,0,2001-01-02 02:00:00-08:00,2,2,0.0,0.6521358159912377,Neither,26,0.0,0.0,0.0,0,0,2.5284262616765756
27,6.2,40.98735254527318,94823.75482549793,-6.1,0,2001-01-02 03:00:00-08:00,2,3,0.0,0.6521358159912377,Neither,27,0.0,0.0,0.0,0,0,2.0421904421233883
28,9.6,31.017455980206734,94923.75482549793,-6.7,0,2001-01-02 04:00:00-08:00,2,4,0.0,0.6521358159912377,Neither,28,0.0,0.0,0.0,0,0,3.0146620812297633
29,11.9,29.909689695199347,95123.75482549793,-5.2,0,2001-01-02 05:00:00-08:00,2,5,0.0,0.6521358159912377,Neither,29,0.0,0.0,0.0,0,0,4.473369539889326
30,8.5,33.2329885502215,95123.75482549793,-6.7,0,2001-01-02 06:00:00-08:00,2,6,0.0,0.6521358159912377,Sunrise,30,0.4315068493150685,0.0,0.0,0,0,1.4587074586595628
31,11.3,27.69415712518458,95323.75482549793,-6.7,63,2001-01-02 07:00:00-08:00,2,7,0.4315068493150685,0.6521358159912377,Neither,31,0.27088948787061995,63.0,0.0,0,0,4.473369539889326
32,14.7,21.04755941514028,95423.75482549793,-7.4,201,2001-01-02 08:00:00-08:00,2,8,0.5417789757412399,0.6521358159912377,Neither,32,0.5324503393580787,160.29061911434493,392.70907603197617,0,0,3.9871337203361383
33,15.9,19.939793130132898,95323.75482549793,-7.1,349,2001-01-02 09:00:00-08:00,2,9,0.6333938294010889,0.6521358159912377,Neither,33,0.5915740116801438,151.09264755320478,750.7753881412845,0,0,2.5284262616765756
34,18.2,17.724260560118132,95523.75482549793,-6.7,431,2001-01-02 10:00:00-08:00,2,10,0.6413690476190477,0.6521358159912377,Neither,34,0.6587658802177858,79.19427881318433,899.62125513843,0,0,6.515559982012714
35,18.7,14.400961705095982,95523.75482549793,-9.0,496,2001-01-02 11:00:00-08:00,2,11,0.6841379310344827,0.6521358159912377,Neither,35,0.6650975365393683,64.54474718015985,905.4277226461551,0,0,7.001795801565902
36,19.4,14.400961705095982,95423.75482549793,-8.4,487,2001-01-02 12:00:00-08:00,2,12,0.6888260254596889,0.6521358159912377,Neither,36,0.6845568492006016,111.96316330506261,729.5927711187911,0,0,7.48803162111909
37,19.9,14.400961705095982,95423.75482549793,-8.0,424,2001-01-02 13:00:00-08:00,2,13,0.6849757673667205,0.6521358159912377,Neither,37,0.6923787514878744,175.33608118003252,496.3144477876373,0,0,6.515559982012714
38,20.5,13.2931954200886,95423.75482549793,-8.6,325,2001-01-02 14:00:00-08:00,2,14,0.69593147751606,0.6521358159912377,Neither,38,0.7184420821566426,175.22423540583975,341.66534102145954,0,0,5.543088342906339
39,19.9,13.2931954200886,95123.75482549793,-9.0,197,2001-01-02 15:00:00-08:00,2,15,0.7519083969465649,0.6521358159912377,Neither,39,0.39342028421257547,137.00381594229663,181.5801927099926,0,0,3.9871337203361383
40,18.7,14.400961705095982,95323.75482549793,-9.0,4,2001-01-02 16:00:00-08:00,2,16,0.09090909090909091,0.6521358159912377,Sunset,40,0.7519083969465649,4.0,0.0,0,0,1.4587074586595628
41,16.5,16.61649427511075,95323.75482549793,-8.9,0,2001-01-02 17:00:00-08:00,2,17,0.0,0.6521358159912377,Neither,41,0.045454545454545456,0.0,0.0,0,0,3.0146620812297633
42,17.0,16.61649427511075,95423.75482549793,-8.5,0,2001-01-02 18:00:00-08:00,2,18,0.0,0.6521358159912377,Neither,42,0.0,0.0,0.0,0,0,3.9871337203361383
