,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,date_range,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
0,15.0,85.11152948159209,98730.0224744929,12.5,0,1988-01-01 00:00:00-05:00,1,0,0.0,0.2453591606133979,Neither,0,0.0,0.0,0.0,10,10,4.46146946741534
1,15.7,81.7070683023284,98730.0224744929,12.6,0,1988-01-01 01:00:00-05:00,1,1,0.0,0.2453591606133979,Neither,1,0.0,0.0,0.0,10,10,3.9173878250476166
2,15.0,87.38117026776787,98730.0224744929,12.9,0,1988-01-01 02:00:00-05:00,1,2,0.0,0.2453591606133979,Neither,2,0.0,0.0,0.0,10,10,3.9173878250476166
3,14.4,94.19009262629524,98730.0224744929,13.5,0,1988-01-01 03:00:00-05:00,1,3,0.0,0.2453591606133979,Neither,3,0.0,0.0,0.0,10,10,2.8292245403121674
4,14.4,94.19009262629524,98630.0224744929,13.5,0,1988-01-01 04:00:00-05:00,1,4,0.0,0.2453591606133979,Sunrise,4,0.0,0.0,0.0,10,10,3.373306182679892
5,13.7,100.0,98630.0224744929,13.7,0,1988-01-01 05:00:00-05:00,1,5,0.0,0.2453591606133979,Neither,5,0.0,0.0,0.0,10,10,2.8292245403121674
6,13.7,100.0,98630.0224744929,13.7,0,1988-01-01 06:00:00-05:00,1,6,0.0,0.2453591606133979,Neither,6,0.16666666666666666,0.0,0.0,10,10,3.373306182679892
7,13.7,100.0,98730.0224744929,13.7,3,1988-01-01 07:00:00-05:00,1,7,0.3333333333333333,0.2453591606133979,Neither,7,0.09947643979057591,3.0,0.0,10,10,3.9173878250476166
8,14.4,100.0,98730.0224744929,14.4,38,1988-01-01 08:00:00-05:00,1,8,0.19895287958115182,0.2453591606133979,Neither,8,0.3293745051464766,38.0,0.0,10,10,3.9173878250476166
9,15.0,100.0,98730.0224744929,15.0,137,1988-01-01 09:00:00-05:00,1,9,0.3254156769596199,0.2453591606133979,Neither,9,0.20727080131628073,55.70636379694963,598.038855441493,10,10,3.373306182679892
10,15.7,100.0,98730.0224744929,15.7,130,1988-01-01 10:00:00-05:00,1,10,0.2155887230514096,0.2453591606133979,Neither,10,0.33974794912987916,117.36915649014804,42.20105435505018,10,10,3.9173878250476166
11,17.0,100.0,98730.0224744929,17.0,256,1988-01-01 11:00:00-05:00,1,11,0.35408022130013833,0.2453591606133979,Neither,11,0.21632149330865053,188.15446436164603,158.39315002161902,10,10,4.46146946741534
12,17.0,100.0,98630.0224744929,17.0,168,1988-01-01 12:00:00-05:00,1,12,0.21705426356589147,0.2453591606133979,Neither,12,0.2795700707033315,166.6219958207614,2.6826353094117676,10,10,3.373306182679892
13,15.7,100.0,98630.0224744929,15.7,154,1988-01-01 13:00:00-05:00,1,13,0.20505992010652463,0.2453591606133979,Neither,13,0.22590518056343353,154.0,0.0,10,10,3.9173878250476166
14,15.7,100.0,98530.0224744929,15.7,154,1988-01-01 14:00:00-05:00,1,14,0.2347560975609756,0.2453591606133979,Sunset,14,0.20505992010652463,154.0,0.0,10,10,3.373306182679892
15,11.2,100.0,98630.0224744929,11.2,110,1988-01-01 15:00:00-05:00,1,15,0.2217741935483871,0.2453591606133979,Neither,15,0.21346345803315683,110.0,0.0,10,10,7.290694007727509
16,9.2,100.0,98630.0224744929,9.2,54,1988-01-01 16:00:00-05:00,1,16,0.19217081850533807,0.2453591606133979,Neither,16,0.22853415559772294,54.0,0.0,10,10,6.746612365359784
17,8.7,100.0,98730.0224744929,8.7,12,1988-01-01 17:00:00-05:00,1,17,0.23529411764705882,0.2453591606133979,Neither,17,0.09608540925266904,12.0,0.0,10,10,6.746612365359784
18,8.7,100.0,98730.0224744929,8.7,0,1988-01-01 18:00:00-05:00,1,18,0.0,0.2453591606133979,Neither,18,0.11764705882352941,0.0,0.0,10,10,6.746612365359784
19,8.7,100.0,98730.0224744929,8.7,0,1988-01-01 19:00:00-05:00,1,19,0.0,0.2453591606133979,Neither,19,0.0,0.0,0.0,10,10,6.202530722992059
20,8.0,100.0,98730.0224744929,8.0,0,1988-01-01 20:00:00-05:00,1,20,0.0,0.2453591606133979,Neither,20,0.0,0.0,0.0,10,10,6.202530722992059
21,7.4,100.0,98730.0224744929,7.4,0,1988-01-01 21:00:00-05:00,1,21,0.0,0.2453591606133979,Neither,21,0.0,0.0,0.0,10,10,6.202530722992059
22,6.7,100.0,98730.0224744929,6.7,0,1988-01-01 22:00:00-05:00,1,22,0.0,0.2453591606133979,Neither,22,0.0,0.0,0.0,10,10,5.658449080624335
23,6.0,100.0,98830.0224744929,6.0,0,1988-01-01 23:00:00-05:00,1,23,0.0,0.2453591606133979,Neither,23,0.0,0.0,0.0,10,10,5.005551109783065
24,5.4,100.0,98830.0224744929,5.4,0,1988-01-02 00:00:00-05:00,2,0,0.0,0.4220792278302835,Neither,24,0.0,0.0,0.0,10,10,3.9173878250476166
25,5.4,100.0,98830.0224744929,5.4,0,1988-01-02 01:00:00-05:00,2,1,0.0,0.4220792278302835,Neither,25,0.0,0.0,0.0,10,10,5.658449080624335
26,5.4,100.0,98930.0224744929,5.4,0,1988-01-02 02:00:00-05:00,2,2,0.0,0.4220792278302835,Neither,26,0.0,0.0,0.0,10,9,5.005551109783065
27,4.7,100.0,98830.0224744929,4.7,0,1988-01-02 03:00:00-05:00,2,3,0.0,0.4220792278302835,Neither,27,0.0,0.0,0.0,10,10,3.373306182679892
28,4.7,100.0,98830.0224744929,4.7,0,1988-01-02 04:00:00-05:00,2,4,0.0,0.4220792278302835,Sunrise,28,0.0,0.0,0.0,10,10,4.46146946741534
29,4.7,100.0,98830.0224744929,4.7,0,1988-01-02 05:00:00-05:00,2,5,0.0,0.4220792278302835,Neither,29,0.0,0.0,0.0,10,10,3.373306182679892
30,4.7,97.59455380555892,98930.0224744929,4.4,0,1988-01-02 06:00:00-05:00,2,6,0.0,0.4220792278302835,Neither,30,0.2777777777777778,0.0,0.0,10,10,3.9173878250476166
31,4.7,100.0,99030.0224744929,4.7,5,1988-01-02 07:00:00-05:00,2,7,0.5555555555555556,0.4220792278302835,Neither,31,0.1387434554973822,5.0,0.0,10,10,4.46146946741534
32,5.4,100.0,99130.0224744929,5.4,53,1988-01-02 08:00:00-05:00,2,8,0.2774869109947644,0.4220792278302835,Neither,32,0.4369226708894167,53.0,0.0,10,10,4.46146946741534
33,7.4,94.19009262629524,99130.0224744929,6.5,134,1988-01-02 09:00:00-05:00,2,9,0.3182897862232779,0.4220792278302835,Neither,33,0.30182292569605773,52.6939449170639,599.734746075559,10,10,4.46146946741534
34,8.7,90.78563144703155,99130.0224744929,7.3,197,1988-01-02 10:00:00-05:00,2,10,0.326158940397351,0.4220792278302835,Neither,34,0.3488000655254321,111.85905017824987,284.5242248137315,10,10,7.834775650095233
35,9.2,83.97670908850418,99130.0224744929,6.6,275,1988-01-02 11:00:00-05:00,2,11,0.3793103448275862,0.4220792278302835,Neither,35,0.4979181798760949,185.17371075295532,209.54871475167064,10,10,5.658449080624335
36,9.9,65.81958279909787,99030.0224744929,3.8,519,1988-01-02 12:00:00-05:00,2,12,0.6696774193548387,0.4220792278302835,Neither,36,0.5143563676329166,75.44812277727283,862.2216482932299,10,7,6.202530722992059
37,11.2,63.54994201292209,99030.0224744929,4.5,489,1988-01-02 13:00:00-05:00,2,13,0.649402390438247,0.4220792278302835,Neither,37,0.5156897735072066,167.31764059413155,584.2564070086804,10,4,5.658449080624335
38,10.5,65.81958279909787,99030.0224744929,4.4,238,1988-01-02 14:00:00-05:00,2,14,0.3617021276595745,0.4220792278302835,Sunset,38,0.649402390438247,218.77201234406547,35.9640043000752,10,9,4.46146946741534
39,10.5,65.81958279909787,98930.0224744929,4.4,88,1988-01-02 15:00:00-05:00,2,15,0.17635270541082165,0.4220792278302835,Neither,39,0.3299738708473311,88.0,0.0,10,10,5.658449080624335
40,10.5,69.22404397836156,99030.0224744929,5.1,85,1988-01-02 16:00:00-05:00,2,16,0.2982456140350877,0.4220792278302835,Neither,40,0.23911974893182592,85.0,0.0,10,10,5.658449080624335
41,9.2,74.89814594380103,99030.0224744929,5.0,16,1988-01-02 17:00:00-05:00,2,17,0.3018867924528302,0.4220792278302835,Neither,41,0.14912280701754385,16.0,0.0,10,10,4.46146946741534
42,9.2,74.89814594380103,98930.0224744929,5.0,0,1988-01-02 18:00:00-05:00,2,18,0.0,0.4220792278302835,Neither,42,0.1509433962264151,0.0,0.0,8,8,3.9173878250476166
43,8.7,77.16778672997683,99030.0224744929,4.9,0,1988-01-02 19:00:00-05:00,2,19,0.0,0.4220792278302835,Neither,43,0.0,0.0,0.0,10,10,5.658449080624335
44,8.0,77.16778672997683,99030.0224744929,4.3,0,1988-01-02 20:00:00-05:00,2,20,0.0,0.4220792278302835,Neither,44,0.0,0.0,0.0,10,10,7.290694007727509
45,8.0,73.76332555071313,99030.0224744929,3.6,0,1988-01-02 21:00:00-05:00,2,21,0.0,0.4220792278302835,Neither,45,0.0,0.0,0.0,10,10,6.202530722992059
46,7.4,77.16778672997683,98930.0224744929,3.7,0,1988-01-02 22:00:00-05:00,2,22,0.0,0.4220792278302835,Neither,46,0.0,0.0,0.0,10,10,7.290694007727509
47,6.7,79.43742751615261,98930.0224744929,3.4,0,1988-01-02 23:00:00-05:00,2,23,0.0,0.4220792278302835,Neither,47,0.0,0.0,0.0,10,10,7.290694007727509
48,6.7,79.43742751615261,98930.0224744929,3.4,0,1988-01-03 00:00:00-05:00,3,0,0.0,0.20934429516743533,Neither,48,0.0,0.0,0.0,10,10,6.746612365359784
49,6.7,82.84188869541629,98830.0224744929,4.0,0,1988-01-03 01:00:00-05:00,3,1,0.0,0.20934429516743533,Neither,49,0.0,0.0,0.0,10,10,6.202530722992059
50,6.0,93.05527223320735,98830.0224744929,5.0,0,1988-01-03 02:00:00-05:00,3,2,0.0,0.20934429516743533,Neither,50,0.0,0.0,0.0,10,10,5.658449080624335
51,4.7,100.0,98830.0224744929,4.7,0,1988-01-03 03:00:00-05:00,3,3,0.0,0.20934429516743533,Neither,51,0.0,0.0,0.0,10,10,6.202530722992059
52,4.7,100.0,98830.0224744929,4.7,0,1988-01-03 04:00:00-05:00,3,4,0.0,0.20934429516743533,Sunrise,52,0.0,0.0,0.0,10,10,5.005551109783065
