,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,local_solar_time,zenith,solar_alt,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
60,-5.3,92.5626210588503,97292.4704483596,-6.3,193,3,12,0.39630390143737165,0.3855465884079237,Neither,60,0.4030540486236689,11.788713884178003,69.69508136955386,20.30491863044614,161,92.21472445870478,7,6,4.389412004236305
61,-5.1,90.09428449728095,97292.4704483596,-6.5,175,3,13,0.3968253968253968,0.3855465884079237,Neither,61,0.3480035827661636,12.788713884178003,70.4185241425942,19.581475857405806,147,83.54543475549467,8,8,3.981094608493393
62,-4.9,87.62594793571161,97192.4704483596,-6.6,101,3,14,0.2997032640949555,0.3855465884079237,Sunset,62,0.3968253968253968,13.788713884178003,73.6678193376966,16.3321806623034,91,35.56115083419704,10,10,3.674856561686209
63,-5.1,88.86011621649628,97192.4704483596,-6.6,52,3,15,0.2826086956521739,0.3855465884079237,Neither,63,0.23318496538081107,14.788713884178003,79.11329800507941,10.886701994920585,48,21.17886528498707,10,10,3.674856561686209
64,-5.3,90.09428449728095,97192.4704483596,-6.7,4,3,16,0.16666666666666666,0.3855465884079237,Neither,64,0.14130434782608695,15.788713884178003,86.30627626150897,3.6937237384910304,3,15.52240785548098,10,10,3.674856561686209
65,-5.5,91.32845277806562,97192.4704483596,-6.7,0,3,17,0.0,0.3855465884079237,Neither,65,0.08333333333333333,16.788713884178,94.79840393392237,-4.798403933922373,0,-0.0,10,10,3.674856561686209
66,-5.9,93.79678933963496,97092.4704483596,-6.7,0,3,18,0.0,0.3855465884079237,Neither,66,0.0,17.788713884178,104.1974537111336,-14.197453711133605,0,-0.0,10,10,3.164459817007569
67,-6.2,96.2651259012043,97092.4704483596,-6.7,0,3,19,0.0,0.3855465884079237,Neither,67,0.0,18.788713884178,114.16776128185361,-24.167761281853615,0,-0.0,10,9,2.654063072328929
68,-6.6,98.73346246277364,97092.4704483596,-6.8,0,3,20,0.0,0.3855465884079237,Neither,68,0.0,19.788713884178,124.39561548607776,-34.39561548607776,0,-0.0,10,9,2.1436663276502887
69,-7.3,99.96763074355832,97092.4704483596,-7.3,0,3,21,0.0,0.3855465884079237,Neither,69,0.0,20.788713884178,134.5195842572566,-44.51958425725661,0,-0.0,10,8,2.3478250255217445
70,-8.1,100.0,96992.4704483596,-8.1,0,3,22,0.0,0.3855465884079237,Neither,70,0.0,21.788713884178,143.98605460947982,-53.98605460947982,0,-0.0,10,8,2.4499043744574727
71,-8.8,100.0,96992.4704483596,-8.8,0,3,23,0.0,0.3855465884079237,Neither,71,0.0,22.788713884178,151.73002131177998,-61.73002131177998,0,-0.0,10,7,2.654063072328929
