,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,local_solar_time,zenith,solar_alt,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
0,-10.9,80.19442681397528,99341.75066883554,-13.6,0,1,0,0.0,0.47988668555240793,Neither,0,0.0,0.09020536112620574,161.00804753902108,-71.00804753902108,0,-0.0,9,9,2.6298055865797916
1,-10.4,80.19442681397528,99441.75066883554,-13.2,0,1,1,0.0,0.47988668555240793,Neither,1,0.0,1.0902053611262057,156.69085503588417,-66.69085503588417,0,-0.0,10,10,2.6298055865797916
2,-9.7,80.19442681397528,99341.75066883554,-12.5,0,1,2,0.0,0.47988668555240793,Neither,2,0.0,2.090205361126206,147.82971809656777,-57.829718096567774,0,-0.0,10,10,2.1240737430067544
3,-9.7,80.19442681397528,99341.75066883554,-12.5,0,1,3,0.0,0.47988668555240793,Neither,3,0.0,3.090205361126206,137.28315010919513,-47.283150109195134,0,-0.0,10,10,2.6298055865797916
4,-9.2,80.19442681397528,99341.75066883554,-12.0,0,1,4,0.0,0.47988668555240793,Neither,4,0.0,4.0902053611262055,126.20853140694055,-36.20853140694055,0,-0.0,10,10,2.6298055865797916
5,-9.2,80.19442681397528,99341.75066883554,-12.0,0,1,5,0.0,0.47988668555240793,Sunrise,5,0.0,5.0902053611262055,115.10654219991521,-25.10654219991521,0,-0.0,10,10,2.6298055865797916
6,-9.2,84.58864198186434,99341.75066883554,-11.3,0,1,6,0.0,0.47988668555240793,Neither,6,0.13953488372093023,6.0902053611262055,104.28681818046233,-14.286818180462333,0,-0.0,10,10,3.1355374301528283
7,-8.6,84.58864198186434,99341.75066883554,-10.7,12,1,7,0.27906976744186046,0.47988668555240793,Neither,7,0.2478813559322034,7.0902053611262055,94.027356788896,-4.027356788896,10,0.0,8,8,2.6298055865797916
8,-7.4,77.99731923003075,99341.75066883554,-10.6,117,1,8,0.4957627118644068,0.47988668555240793,Neither,8,0.444412932501418,8.090205361126205,84.64618992144035,5.353810078559647,77,428.69837959562534,0,0,3.1355374301528283
9,-5.1,65.91322751833584,99341.75066883554,-10.5,250,1,9,0.6097560975609756,0.47988668555240793,Neither,9,0.5765065913370998,9.090205361126205,76.5437650465378,13.4562349534622,111,597.3290622447139,2,0,5.765343016732619
