,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2_0_0_4,747.91,0.0,55160.55,5965.33,1623.75,196276.11,380746.87,29.42,101821.32,107690.48,88585.63,13235.7,45.13,87.0,66219.04,36381.45,29837.59
2_0_0_5,0.0,76.21,23337.73,4945.1,11583.18,77454.01,185774.15,26.66,48766.03,48432.6,29021.41,19744.62,37.47,59.51,28235.32,18397.06,9838.26
2_0_1_4,350.2,0.0,71108.89,6630.02,1623.75,212491.43,385601.7,31.63,102315.21,121279.66,91211.77,11103.44,42.92,89.15,71773.01,41036.45,30736.56
2_0_1_5,0.0,10.19,32562.74,6559.5,11517.16,88293.41,188290.07,28.83,49132.63,56286.46,32006.96,17125.67,36.25,65.14,31880.85,21033.06,10847.78
2_0_2_4,310.25,0.0,74015.36,6745.0,1623.75,215472.92,386838.33,31.96,102486.65,123754.28,91718.64,10768.01,42.57,89.49,72782.82,41870.19,30912.63
2_0_2_5,0.0,7.42,34145.0,6828.02,11514.39,90144.2,188933.92,29.16,49248.14,57587.55,32556.65,16691.49,36.12,66.11,32496.35,21464.76,11031.59
2_0_3_4,271.05,0.0,73924.7,6746.43,1623.75,215344.5,385400.89,31.97,102131.88,123880.89,91463.61,10668.27,42.47,89.55,72715.54,41891.8,30823.74
2_0_3_5,0.0,3.81,34135.4,6834.25,11510.78,90140.84,188209.38,29.18,49051.47,57633.62,32507.22,16544.25,36.06,66.27,32481.79,21471.02,11010.77
2_0_4_4,281.75,0.0,73943.4,6757.27,1623.75,215384.74,387132.32,31.96,102553.76,123610.27,91774.47,10779.29,42.61,89.49,72750.72,41816.94,30933.78
2_0_4_5,0.0,4.46,34074.8,6817.37,11511.43,90063.35,189094.87,29.16,49290.97,57477.19,32586.15,16704.82,36.18,66.11,32468.27,21425.94,11042.32
2_0_5_4,374.17,0.0,71666.96,6622.49,1623.75,213065.94,382101.42,31.55,101359.81,122437.84,90628.09,10731.72,42.54,89.41,71946.85,41390.23,30556.63
2_0_5_5,0.0,18.19,32698.52,6585.17,11525.16,88454.87,186381.53,28.78,48557.65,56445.96,32008.9,16548.75,36.19,65.92,31926.22,21078.67,10847.56
2_0_6_4,316.32,0.0,76771.09,6832.89,1623.75,218322.61,383325.57,32.17,101427.27,127165.06,91157.55,10269.73,41.75,89.87,73745.22,43008.85,30736.37
2_0_6_5,0.0,11.6,35527.44,7053.4,11518.57,91752.03,187053.21,29.39,48632.92,58934.68,32817.34,15815.58,35.77,67.48,33033.58,21913.59,11119.99
