,drybulb_C,relhum_percent,atmos_Pa,dewpoint_C,glohorrad_Whm2,date_range,dayofyear,hour,hourly_clearness,daily_clearness,rise_set,row_number,persisted_index,difhorrad_Whm2,dirnorrad_Whm2,totskycvr_tenths,opaqskycvr_tenths,windspd_ms
0,-11.0,100.0,96760.28109985948,-11.0,0,1987-01-01 00:00:00-09:00,1,0,0.0,0.29605263157894735,Neither,0,0.0,0.0,0.0,6,6,1.488811962666577
1,-11.6,100.0,96660.28109985948,-11.6,0,1987-01-01 01:00:00-09:00,1,1,0.0,0.29605263157894735,Neither,1,0.0,0.0,0.0,10,10,2.0843367477332078
2,-11.0,100.0,96660.28109985948,-11.0,0,1987-01-01 02:00:00-09:00,1,2,0.0,0.29605263157894735,Neither,2,0.0,0.0,0.0,10,10,0.0
3,-10.4,100.0,96660.28109985948,-10.4,0,1987-01-01 03:00:00-09:00,1,3,0.0,0.29605263157894735,Neither,3,0.0,0.0,0.0,10,10,0.0
4,-10.4,100.0,96660.28109985948,-10.4,0,1987-01-01 04:00:00-09:00,1,4,0.0,0.29605263157894735,Neither,4,0.0,0.0,0.0,10,10,1.488811962666577
5,-11.6,100.0,96560.28109985948,-11.6,0,1987-01-01 05:00:00-09:00,1,5,0.0,0.29605263157894735,Neither,5,0.0,0.0,0.0,10,5,1.488811962666577
6,-12.2,100.0,96660.28109985948,-12.2,0,1987-01-01 06:00:00-09:00,1,6,0.0,0.29605263157894735,Neither,6,0.0,0.0,0.0,10,5,3.0768780561775926
7,-11.6,100.0,96660.28109985948,-11.6,0,1987-01-01 07:00:00-09:00,1,7,0.0,0.29605263157894735,Neither,7,0.0,0.0,0.0,10,10,3.0768780561775926
8,-12.7,100.0,96660.28109985948,-12.7,0,1987-01-01 08:00:00-09:00,1,8,0.0,0.29605263157894735,Neither,8,0.0,0.0,0.0,7,7,2.5806074019554
9,-12.7,98.15375809769733,96660.28109985948,-12.9,0,1987-01-01 09:00:00-09:00,1,9,0.0,0.29605263157894735,Neither,9,0.0,0.0,0.0,8,8,3.0768780561775926
10,-13.3,100.0,96660.28109985948,-13.3,3,1987-01-01 10:00:00-09:00,1,10,0.0,0.29605263157894735,Neither,10,0.44,3.0,0.0,9,9,2.0843367477332078
11,-13.3,100.0,96660.28109985948,-13.3,22,1987-01-01 11:00:00-09:00,1,11,0.88,0.29605263157894735,Sunrise,11,0.25,22.0,0.0,10,8,2.5806074019554
12,-13.3,98.15375809769733,96760.28109985948,-13.5,14,1987-01-01 12:00:00-09:00,1,12,0.25,0.29605263157894735,Neither,12,0.49660377358490565,14.0,0.0,10,9,2.0843367477332078
13,-12.7,98.15375809769733,96760.28109985948,-12.9,6,1987-01-01 13:00:00-09:00,1,13,0.11320754716981132,0.29605263157894735,Neither,13,0.125,6.0,0.0,10,9,2.0843367477332078
14,-11.6,90.69904229280893,96860.28109985948,-12.8,0,1987-01-01 14:00:00-09:00,1,14,0.0,0.29605263157894735,Neither,14,0.05660377358490566,0.0,0.0,10,10,0.0
15,-11.6,100.0,96860.28109985948,-11.6,0,1987-01-01 15:00:00-09:00,1,15,0.0,0.29605263157894735,Sunset,15,0.0,0.0,0.0,10,10,1.488811962666577
16,-11.0,100.0,96860.28109985948,-11.0,0,1987-01-01 16:00:00-09:00,1,16,0.0,0.29605263157894735,Neither,16,0.0,0.0,0.0,10,10,3.0768780561775926
17,-11.0,100.0,96960.28109985948,-11.0,0,1987-01-01 17:00:00-09:00,1,17,0.0,0.29605263157894735,Neither,17,0.0,0.0,0.0,10,10,3.0768780561775926
18,-11.0,99.3962107318454,96960.28109985948,-11.1,0,1987-01-01 18:00:00-09:00,1,18,0.0,0.29605263157894735,Neither,18,0.0,0.0,0.0,10,10,5.1612148039108
19,-11.0,85.72923175621666,97060.28109985948,-12.9,0,1987-01-01 19:00:00-09:00,1,19,0.0,0.29605263157894735,Neither,19,0.0,0.0,0.0,9,9,4.565690018844169
20,-11.6,90.69904229280893,97060.28109985948,-12.8,0,1987-01-01 20:00:00-09:00,1,20,0.0,0.29605263157894735,Neither,20,0.0,0.0,0.0,9,8,3.573148710399785
21,-11.6,90.69904229280893,97160.28109985948,-12.8,0,1987-01-01 21:00:00-09:00,1,21,0.0,0.29605263157894735,Neither,21,0.0,0.0,0.0,10,10,3.573148710399785
22,-11.6,90.69904229280893,97160.28109985948,-12.8,0,1987-01-01 22:00:00-09:00,1,22,0.0,0.29605263157894735,Neither,22,0.0,0.0,0.0,10,10,2.5806074019554
23,-11.6,94.42640019525314,97260.28109985948,-12.3,0,1987-01-01 23:00:00-09:00,1,23,0.0,0.29605263157894735,Neither,23,0.0,0.0,0.0,10,10,3.0768780561775926
24,-11.6,94.42640019525314,97260.28109985948,-12.3,0,1987-01-02 00:00:00-09:00,2,0,0.0,0.1509433962264151,Neither,24,0.0,0.0,0.0,10,10,3.0768780561775926
25,-11.6,99.3962107318454,97260.28109985948,-11.7,0,1987-01-02 01:00:00-09:00,2,1,0.0,0.1509433962264151,Neither,25,0.0,0.0,0.0,10,10,3.0768780561775926
26,-11.6,99.3962107318454,97260.28109985948,-11.7,0,1987-01-02 02:00:00-09:00,2,2,0.0,0.1509433962264151,Neither,26,0.0,0.0,0.0,10,10,2.5806074019554
27,-11.6,94.42640019525314,97360.28109985948,-12.3,0,1987-01-02 03:00:00-09:00,2,3,0.0,0.1509433962264151,Neither,27,0.0,0.0,0.0,10,10,2.0843367477332078
28,-12.2,99.3962107318454,97360.28109985948,-12.3,0,1987-01-02 04:00:00-09:00,2,4,0.0,0.1509433962264151,Neither,28,0.0,0.0,0.0,10,10,1.488811962666577
29,-12.2,99.3962107318454,97360.28109985948,-12.3,0,1987-01-02 05:00:00-09:00,2,5,0.0,0.1509433962264151,Neither,29,0.0,0.0,0.0,10,10,0.0
30,-11.0,85.72923175621666,97460.28109985948,-12.9,0,1987-01-02 06:00:00-09:00,2,6,0.0,0.1509433962264151,Neither,30,0.0,0.0,0.0,10,10,2.5806074019554
31,-11.0,85.72923175621666,97560.28109985948,-12.9,0,1987-01-02 07:00:00-09:00,2,7,0.0,0.1509433962264151,Neither,31,0.0,0.0,0.0,10,10,2.5806074019554
32,-12.2,99.3962107318454,97660.28109985948,-12.3,0,1987-01-02 08:00:00-09:00,2,8,0.0,0.1509433962264151,Neither,32,0.0,0.0,0.0,10,10,3.573148710399785
33,-13.8,100.0,97760.28109985948,-13.8,0,1987-01-02 09:00:00-09:00,2,9,0.0,0.1509433962264151,Neither,33,0.0,0.0,0.0,10,10,4.565690018844169
